timestamp,heart rate zone type
2025-10-22T08:19:00Z,LIGHT
2025-10-22T08:20:00Z,LIGHT
2025-10-22T08:21:00Z,LIGHT
2025-10-22T08:22:00Z,LIGHT
2025-10-22T08:23:00Z,LIGHT
2025-10-22T08:24:00Z,LIGHT
2025-10-22T08:25:00Z,LIGHT
2025-10-22T08:26:00Z,LIGHT
2025-10-22T08:27:00Z,LIGHT
2025-10-22T08:28:00Z,LIGHT
2025-10-22T08:29:00Z,LIGHT
2025-10-22T08:30:00Z,LIGHT
2025-10-22T08:31:00Z,LIGHT
2025-10-22T08:32:00Z,LIGHT
2025-10-22T08:33:00Z,LIGHT
2025-10-22T08:34:00Z,LIGHT
2025-10-22T08:35:00Z,LIGHT
2025-10-22T08:36:00Z,LIGHT
2025-10-22T08:37:00Z,LIGHT
2025-10-22T08:38:00Z,LIGHT
2025-10-22T08:39:00Z,LIGHT
2025-10-22T08:40:00Z,LIGHT
2025-10-22T08:41:00Z,LIGHT
2025-10-22T08:42:00Z,LIGHT
2025-10-22T08:43:00Z,LIGHT
2025-10-22T08:44:00Z,LIGHT
2025-10-22T08:45:00Z,LIGHT
2025-10-22T08:46:00Z,LIGHT
2025-10-22T08:47:00Z,LIGHT
2025-10-22T08:48:00Z,LIGHT
2025-10-22T08:49:00Z,LIGHT
2025-10-22T08:50:00Z,LIGHT
2025-10-22T08:51:00Z,LIGHT
2025-10-22T08:52:00Z,LIGHT
2025-10-22T08:53:00Z,LIGHT
2025-10-22T08:54:00Z,LIGHT
2025-10-22T08:55:00Z,LIGHT
2025-10-22T08:56:00Z,LIGHT
2025-10-22T08:57:00Z,LIGHT
2025-10-22T08:58:00Z,LIGHT
2025-10-22T08:59:00Z,LIGHT
2025-10-22T09:00:00Z,LIGHT
2025-10-22T09:01:00Z,LIGHT
2025-10-22T09:02:00Z,LIGHT
2025-10-22T09:03:00Z,LIGHT
2025-10-22T09:04:00Z,LIGHT
2025-10-22T09:05:00Z,LIGHT
2025-10-22T09:06:00Z,LIGHT
2025-10-22T09:07:00Z,LIGHT
2025-10-22T09:08:00Z,LIGHT
2025-10-22T09:09:00Z,LIGHT
2025-10-22T09:10:00Z,LIGHT
2025-10-22T09:11:00Z,LIGHT
2025-10-22T09:12:00Z,MODERATE
2025-10-22T09:13:00Z,MODERATE
2025-10-22T09:14:00Z,LIGHT
2025-10-22T09:15:00Z,MODERATE
2025-10-22T09:16:00Z,LIGHT
2025-10-22T09:17:00Z,LIGHT
2025-10-22T09:18:00Z,VIGOROUS
2025-10-22T09:19:00Z,MODERATE
2025-10-22T09:20:00Z,LIGHT
2025-10-22T09:21:00Z,LIGHT
2025-10-22T09:22:00Z,LIGHT
2025-10-22T09:23:00Z,LIGHT
2025-10-22T09:24:00Z,LIGHT
2025-10-22T09:25:00Z,LIGHT
2025-10-22T09:26:00Z,LIGHT
2025-10-22T09:27:00Z,LIGHT
2025-10-22T09:28:00Z,LIGHT
2025-10-22T09:29:00Z,LIGHT
2025-10-22T09:30:00Z,LIGHT
2025-10-22T09:31:00Z,LIGHT
2025-10-22T11:38:00Z,LIGHT
2025-10-22T11:39:00Z,LIGHT
2025-10-22T11:40:00Z,LIGHT
2025-10-22T11:41:00Z,LIGHT
2025-10-22T11:42:00Z,LIGHT
2025-10-22T11:43:00Z,LIGHT
2025-10-22T14:11:00Z,LIGHT
2025-10-22T14:12:00Z,MODERATE
2025-10-22T14:13:00Z,MODERATE
2025-10-22T14:14:00Z,MODERATE
2025-10-22T14:15:00Z,MODERATE
2025-10-22T14:16:00Z,LIGHT
2025-10-22T14:17:00Z,LIGHT
2025-10-22T14:18:00Z,LIGHT
2025-10-22T14:19:00Z,LIGHT
2025-10-22T14:20:00Z,LIGHT
2025-10-22T14:21:00Z,LIGHT
2025-10-22T14:22:00Z,LIGHT
2025-10-22T14:23:00Z,LIGHT
2025-10-22T14:24:00Z,LIGHT
2025-10-22T14:25:00Z,LIGHT
2025-10-22T14:26:00Z,LIGHT
2025-10-22T14:27:00Z,LIGHT
2025-10-22T14:28:00Z,LIGHT
2025-10-22T17:19:00Z,LIGHT
2025-10-22T17:20:00Z,LIGHT
2025-10-22T17:21:00Z,LIGHT
2025-10-22T17:22:00Z,LIGHT
2025-10-22T17:23:00Z,LIGHT
2025-10-22T17:24:00Z,LIGHT
2025-10-22T17:25:00Z,LIGHT
2025-10-22T17:26:00Z,LIGHT
2025-10-22T17:27:00Z,LIGHT
2025-10-22T17:28:00Z,LIGHT
2025-10-22T17:29:00Z,LIGHT
2025-10-22T17:30:00Z,LIGHT
2025-10-22T17:31:00Z,LIGHT
2025-10-22T17:32:00Z,LIGHT
2025-10-22T17:33:00Z,LIGHT
2025-10-22T17:34:00Z,LIGHT
2025-10-22T17:35:00Z,LIGHT
2025-10-22T17:36:00Z,LIGHT
2025-10-22T17:37:00Z,LIGHT
2025-10-22T17:38:00Z,LIGHT
2025-10-22T17:39:00Z,LIGHT
2025-10-22T17:40:00Z,LIGHT
2025-10-22T17:41:00Z,LIGHT
2025-10-22T17:42:00Z,LIGHT
2025-10-22T17:43:00Z,LIGHT
2025-10-22T17:44:00Z,LIGHT
2025-10-22T17:45:00Z,LIGHT
2025-10-22T17:46:00Z,LIGHT
2025-10-22T17:47:00Z,LIGHT
2025-10-22T17:48:00Z,LIGHT
2025-10-22T17:49:00Z,LIGHT
2025-10-22T17:50:00Z,LIGHT
2025-10-22T17:51:00Z,LIGHT
2025-10-22T17:52:00Z,LIGHT
2025-10-22T17:53:00Z,LIGHT
2025-10-22T17:54:00Z,LIGHT
2025-10-22T17:55:00Z,LIGHT
2025-10-22T17:56:00Z,LIGHT
2025-10-22T17:57:00Z,LIGHT
2025-10-22T17:58:00Z,LIGHT
2025-10-22T17:59:00Z,LIGHT
2025-10-22T18:00:00Z,LIGHT
2025-10-22T18:01:00Z,LIGHT
2025-10-22T18:02:00Z,LIGHT
2025-10-22T18:03:00Z,LIGHT
2025-10-22T18:04:00Z,LIGHT
2025-10-22T18:05:00Z,LIGHT
2025-10-22T18:06:00Z,LIGHT
2025-10-22T18:07:00Z,LIGHT
2025-10-22T18:08:00Z,LIGHT
2025-10-22T18:09:00Z,LIGHT
2025-10-22T18:10:00Z,LIGHT
2025-10-22T18:11:00Z,MODERATE
2025-10-22T18:12:00Z,LIGHT
2025-10-22T18:13:00Z,LIGHT
2025-10-22T18:14:00Z,LIGHT
2025-10-22T18:15:00Z,LIGHT
2025-10-22T18:16:00Z,LIGHT
2025-10-22T18:17:00Z,LIGHT
2025-10-22T18:18:00Z,LIGHT
2025-10-22T18:19:00Z,LIGHT
2025-10-22T18:20:00Z,LIGHT
2025-10-22T18:21:00Z,LIGHT
2025-10-22T18:22:00Z,LIGHT
2025-10-22T18:23:00Z,LIGHT
2025-10-22T18:24:00Z,LIGHT
2025-10-22T18:25:00Z,LIGHT
2025-10-22T18:26:00Z,MODERATE
2025-10-22T18:27:00Z,LIGHT
2025-10-22T18:28:00Z,LIGHT
2025-10-22T18:29:00Z,LIGHT
2025-10-22T18:30:00Z,LIGHT
2025-10-22T18:31:00Z,LIGHT
2025-10-22T18:32:00Z,LIGHT
2025-10-22T18:33:00Z,LIGHT
2025-10-22T18:34:00Z,LIGHT
2025-10-22T18:35:00Z,LIGHT
2025-10-22T18:36:00Z,LIGHT
2025-10-22T18:37:00Z,LIGHT
2025-10-22T18:38:00Z,LIGHT
2025-10-22T18:39:00Z,LIGHT
2025-10-22T18:40:00Z,LIGHT
2025-10-22T18:41:00Z,LIGHT
2025-10-22T18:42:00Z,MODERATE
2025-10-22T18:43:00Z,MODERATE
2025-10-22T18:44:00Z,LIGHT
2025-10-22T18:45:00Z,LIGHT
2025-10-22T18:46:00Z,LIGHT
2025-10-22T18:47:00Z,LIGHT
2025-10-22T18:48:00Z,MODERATE
2025-10-22T18:49:00Z,LIGHT
2025-10-22T18:50:00Z,LIGHT
2025-10-22T18:51:00Z,LIGHT
2025-10-22T18:52:00Z,LIGHT
2025-10-22T18:53:00Z,LIGHT
2025-10-22T18:54:00Z,LIGHT
2025-10-22T18:55:00Z,LIGHT
2025-10-22T18:56:00Z,LIGHT
2025-10-22T18:57:00Z,LIGHT
2025-10-22T18:58:00Z,LIGHT
2025-10-22T18:59:00Z,LIGHT
2025-10-22T19:00:00Z,LIGHT
2025-10-22T19:01:00Z,LIGHT
2025-10-22T19:02:00Z,LIGHT
2025-10-22T19:03:00Z,LIGHT
2025-10-22T19:04:00Z,LIGHT
2025-10-22T19:05:00Z,LIGHT
2025-10-22T19:06:00Z,LIGHT
2025-10-22T19:07:00Z,LIGHT
2025-10-22T19:08:00Z,MODERATE
2025-10-22T19:09:00Z,MODERATE
2025-10-22T19:10:00Z,VIGOROUS
2025-10-22T19:11:00Z,MODERATE
2025-10-22T19:12:00Z,MODERATE
2025-10-22T19:13:00Z,VIGOROUS
2025-10-22T19:14:00Z,MODERATE
2025-10-22T19:15:00Z,MODERATE
2025-10-22T19:16:00Z,MODERATE
2025-10-22T19:17:00Z,VIGOROUS
2025-10-22T19:18:00Z,MODERATE
2025-10-22T19:19:00Z,LIGHT
2025-10-23T06:28:00Z,LIGHT
2025-10-23T06:29:00Z,LIGHT
2025-10-23T06:30:00Z,LIGHT
2025-10-23T06:31:00Z,LIGHT
2025-10-23T06:32:00Z,LIGHT
2025-10-23T06:33:00Z,LIGHT
2025-10-23T06:34:00Z,LIGHT
2025-10-23T06:35:00Z,LIGHT
2025-10-23T06:36:00Z,LIGHT
2025-10-23T06:37:00Z,LIGHT
2025-10-23T06:38:00Z,LIGHT
2025-10-23T06:39:00Z,LIGHT
2025-10-23T06:40:00Z,LIGHT
2025-10-23T06:41:00Z,LIGHT
2025-10-23T06:42:00Z,LIGHT
2025-10-23T06:43:00Z,LIGHT
2025-10-23T06:44:00Z,LIGHT
2025-10-23T06:45:00Z,LIGHT
2025-10-23T06:46:00Z,LIGHT
2025-10-23T06:47:00Z,LIGHT
2025-10-23T06:48:00Z,LIGHT
2025-10-23T06:49:00Z,LIGHT
2025-10-23T06:50:00Z,LIGHT
2025-10-23T06:51:00Z,LIGHT
2025-10-23T06:52:00Z,LIGHT
2025-10-23T06:53:00Z,LIGHT
2025-10-23T06:54:00Z,LIGHT
2025-10-23T06:55:00Z,LIGHT
2025-10-23T06:56:00Z,LIGHT
2025-10-23T06:57:00Z,LIGHT
2025-10-23T06:58:00Z,LIGHT
2025-10-23T06:59:00Z,LIGHT
2025-10-23T07:00:00Z,LIGHT
2025-10-23T07:01:00Z,LIGHT
2025-10-23T07:02:00Z,LIGHT
2025-10-23T07:03:00Z,LIGHT
2025-10-23T07:04:00Z,LIGHT
2025-10-23T07:05:00Z,LIGHT
2025-10-23T07:06:00Z,LIGHT
2025-10-23T07:56:00Z,LIGHT
2025-10-23T07:57:00Z,LIGHT
2025-10-23T12:00:00Z,LIGHT
2025-10-23T12:01:00Z,LIGHT
2025-10-23T12:02:00Z,LIGHT
2025-10-23T12:03:00Z,LIGHT
2025-10-23T12:04:00Z,LIGHT
2025-10-23T14:25:00Z,LIGHT
2025-10-23T14:26:00Z,LIGHT
2025-10-23T14:27:00Z,LIGHT
2025-10-23T14:28:00Z,LIGHT
2025-10-23T14:29:00Z,LIGHT
2025-10-23T14:30:00Z,LIGHT
2025-10-23T14:31:00Z,LIGHT
2025-10-23T14:32:00Z,LIGHT
2025-10-23T14:33:00Z,LIGHT
2025-10-23T14:34:00Z,LIGHT
2025-10-23T14:35:00Z,LIGHT
2025-10-23T14:36:00Z,LIGHT
2025-10-23T14:37:00Z,LIGHT
2025-10-23T14:38:00Z,LIGHT
2025-10-23T14:39:00Z,LIGHT
2025-10-23T14:40:00Z,LIGHT
2025-10-23T14:41:00Z,LIGHT
2025-10-23T14:42:00Z,LIGHT
2025-10-23T14:43:00Z,LIGHT
2025-10-23T14:44:00Z,LIGHT
2025-10-23T14:45:00Z,LIGHT
2025-10-23T14:46:00Z,LIGHT
2025-10-23T14:47:00Z,LIGHT
2025-10-23T14:48:00Z,LIGHT
2025-10-23T14:49:00Z,LIGHT
2025-10-23T14:50:00Z,LIGHT
2025-10-23T14:51:00Z,LIGHT
2025-10-23T14:52:00Z,LIGHT
2025-10-23T14:53:00Z,LIGHT
2025-10-23T14:54:00Z,LIGHT
2025-10-23T14:55:00Z,LIGHT
2025-10-23T14:56:00Z,LIGHT
2025-10-23T14:57:00Z,LIGHT
2025-10-23T14:58:00Z,LIGHT
2025-10-23T14:59:00Z,LIGHT
2025-10-23T15:00:00Z,LIGHT
2025-10-23T15:01:00Z,LIGHT
2025-10-23T15:02:00Z,LIGHT
2025-10-23T15:03:00Z,LIGHT
2025-10-23T15:04:00Z,LIGHT
2025-10-23T15:05:00Z,LIGHT
2025-10-23T15:06:00Z,LIGHT
2025-10-23T15:07:00Z,LIGHT
2025-10-23T15:08:00Z,LIGHT
2025-10-23T15:09:00Z,LIGHT
2025-10-23T15:10:00Z,LIGHT
2025-10-23T15:11:00Z,LIGHT
2025-10-23T15:12:00Z,LIGHT
2025-10-23T15:13:00Z,LIGHT
2025-10-23T15:14:00Z,LIGHT
2025-10-23T15:15:00Z,LIGHT
2025-10-23T15:16:00Z,LIGHT
2025-10-23T15:17:00Z,LIGHT
2025-10-23T15:18:00Z,LIGHT
2025-10-23T15:19:00Z,LIGHT
2025-10-23T15:20:00Z,LIGHT
2025-10-23T15:21:00Z,LIGHT
2025-10-23T15:22:00Z,LIGHT
2025-10-23T15:23:00Z,LIGHT
2025-10-23T15:24:00Z,LIGHT
2025-10-23T15:25:00Z,LIGHT
2025-10-23T15:26:00Z,LIGHT
2025-10-23T15:27:00Z,LIGHT
2025-10-23T15:28:00Z,LIGHT
2025-10-23T15:29:00Z,LIGHT
2025-10-23T15:30:00Z,LIGHT
2025-10-23T15:31:00Z,LIGHT
2025-10-23T15:32:00Z,LIGHT
2025-10-23T15:33:00Z,LIGHT
2025-10-23T15:34:00Z,LIGHT
2025-10-23T15:35:00Z,LIGHT
2025-10-23T15:36:00Z,LIGHT
2025-10-23T15:37:00Z,LIGHT
2025-10-23T15:38:00Z,LIGHT
2025-10-23T15:39:00Z,LIGHT
2025-10-23T15:40:00Z,LIGHT
2025-10-23T15:41:00Z,LIGHT
2025-10-23T15:42:00Z,LIGHT
2025-10-23T15:43:00Z,LIGHT
2025-10-23T15:44:00Z,LIGHT
2025-10-23T15:45:00Z,LIGHT
2025-10-23T15:46:00Z,LIGHT
2025-10-23T15:47:00Z,LIGHT
2025-10-23T15:48:00Z,LIGHT
2025-10-23T15:49:00Z,LIGHT
2025-10-23T15:50:00Z,LIGHT
2025-10-23T15:51:00Z,LIGHT
2025-10-23T15:52:00Z,LIGHT
2025-10-23T15:53:00Z,LIGHT
2025-10-23T15:54:00Z,LIGHT
2025-10-23T15:55:00Z,LIGHT
2025-10-23T15:56:00Z,LIGHT
2025-10-23T15:57:00Z,LIGHT
2025-10-23T15:58:00Z,LIGHT
2025-10-23T15:59:00Z,LIGHT
2025-10-23T16:00:00Z,LIGHT
2025-10-23T16:01:00Z,LIGHT
2025-10-23T16:02:00Z,LIGHT
2025-10-23T16:03:00Z,LIGHT
2025-10-23T16:04:00Z,LIGHT
2025-10-23T16:05:00Z,LIGHT
2025-10-23T16:06:00Z,LIGHT
2025-10-23T16:07:00Z,LIGHT
2025-10-23T16:08:00Z,LIGHT
2025-10-23T16:09:00Z,LIGHT
2025-10-23T16:10:00Z,LIGHT
2025-10-23T16:11:00Z,LIGHT
2025-10-23T16:12:00Z,LIGHT
2025-10-23T16:13:00Z,LIGHT
2025-10-23T16:14:00Z,LIGHT
2025-10-23T16:15:00Z,LIGHT
2025-10-23T16:16:00Z,LIGHT
2025-10-23T16:17:00Z,LIGHT
2025-10-23T16:18:00Z,LIGHT
2025-10-23T16:19:00Z,LIGHT
2025-10-23T16:20:00Z,LIGHT
2025-10-23T16:21:00Z,LIGHT
2025-10-23T16:22:00Z,LIGHT
2025-10-23T16:23:00Z,LIGHT
2025-10-23T16:24:00Z,LIGHT
2025-10-23T16:25:00Z,LIGHT
2025-10-23T16:26:00Z,LIGHT
2025-10-23T16:27:00Z,LIGHT
2025-10-23T16:28:00Z,LIGHT
2025-10-23T16:29:00Z,LIGHT
2025-10-23T16:30:00Z,LIGHT
2025-10-23T16:31:00Z,LIGHT
2025-10-23T16:32:00Z,LIGHT
2025-10-23T16:33:00Z,LIGHT
2025-10-23T16:34:00Z,LIGHT
2025-10-23T16:35:00Z,LIGHT
2025-10-23T16:36:00Z,LIGHT
2025-10-23T16:37:00Z,LIGHT
2025-10-23T16:38:00Z,LIGHT
2025-10-23T16:39:00Z,LIGHT
2025-10-23T16:40:00Z,LIGHT
2025-10-23T16:41:00Z,LIGHT
2025-10-23T16:42:00Z,LIGHT
2025-10-23T16:43:00Z,LIGHT
2025-10-23T16:44:00Z,LIGHT
2025-10-23T16:45:00Z,LIGHT
2025-10-23T16:46:00Z,LIGHT
2025-10-23T16:47:00Z,LIGHT
2025-10-23T16:48:00Z,LIGHT
2025-10-23T16:49:00Z,LIGHT
2025-10-23T16:50:00Z,LIGHT
2025-10-23T16:51:00Z,LIGHT
2025-10-23T16:52:00Z,LIGHT
2025-10-23T16:53:00Z,LIGHT
2025-10-23T16:54:00Z,LIGHT
2025-10-23T16:55:00Z,LIGHT
2025-10-23T16:56:00Z,LIGHT
2025-10-23T16:57:00Z,LIGHT
2025-10-23T16:58:00Z,LIGHT
2025-10-23T16:59:00Z,LIGHT
2025-10-23T17:00:00Z,LIGHT
2025-10-23T17:01:00Z,LIGHT
2025-10-23T17:02:00Z,LIGHT
2025-10-23T17:03:00Z,LIGHT
2025-10-23T17:04:00Z,LIGHT
2025-10-23T17:05:00Z,LIGHT
2025-10-23T17:06:00Z,LIGHT
2025-10-23T17:07:00Z,LIGHT
2025-10-23T17:08:00Z,LIGHT
2025-10-23T17:09:00Z,LIGHT
2025-10-23T17:10:00Z,LIGHT
2025-10-23T17:11:00Z,LIGHT
2025-10-23T17:12:00Z,LIGHT
2025-10-23T17:13:00Z,LIGHT
2025-10-23T17:14:00Z,LIGHT
2025-10-23T17:15:00Z,LIGHT
2025-10-23T17:16:00Z,LIGHT
2025-10-23T17:17:00Z,LIGHT
2025-10-23T17:18:00Z,LIGHT
2025-10-23T17:19:00Z,LIGHT
2025-10-23T17:20:00Z,LIGHT
2025-10-23T17:21:00Z,LIGHT
2025-10-23T17:22:00Z,LIGHT
2025-10-23T17:23:00Z,LIGHT
2025-10-23T17:24:00Z,LIGHT
2025-10-23T17:25:00Z,LIGHT
2025-10-23T17:26:00Z,LIGHT
2025-10-23T17:27:00Z,LIGHT
2025-10-23T17:28:00Z,LIGHT
2025-10-23T17:29:00Z,LIGHT
2025-10-23T17:30:00Z,LIGHT
2025-10-23T17:31:00Z,LIGHT
2025-10-23T17:32:00Z,LIGHT
2025-10-23T17:33:00Z,LIGHT
2025-10-23T17:34:00Z,LIGHT
2025-10-23T17:35:00Z,LIGHT
2025-10-23T17:36:00Z,LIGHT
2025-10-23T17:37:00Z,LIGHT
2025-10-23T17:38:00Z,LIGHT
2025-10-23T17:39:00Z,LIGHT
2025-10-23T17:40:00Z,LIGHT
2025-10-23T17:41:00Z,LIGHT
2025-10-23T17:42:00Z,LIGHT
2025-10-23T17:43:00Z,LIGHT
2025-10-23T17:44:00Z,LIGHT
2025-10-23T17:45:00Z,LIGHT
2025-10-23T17:46:00Z,LIGHT
2025-10-23T17:47:00Z,LIGHT
2025-10-23T17:48:00Z,LIGHT
2025-10-23T17:49:00Z,LIGHT
2025-10-23T17:50:00Z,LIGHT
2025-10-23T17:51:00Z,LIGHT
2025-10-23T17:52:00Z,LIGHT
2025-10-23T17:53:00Z,LIGHT
2025-10-23T17:54:00Z,LIGHT
2025-10-23T17:55:00Z,LIGHT
2025-10-23T17:56:00Z,LIGHT
2025-10-23T17:57:00Z,LIGHT
2025-10-23T17:58:00Z,LIGHT
2025-10-23T17:59:00Z,LIGHT
2025-10-23T18:00:00Z,LIGHT
2025-10-23T18:01:00Z,LIGHT
2025-10-23T18:02:00Z,LIGHT
2025-10-23T18:03:00Z,LIGHT
2025-10-23T18:04:00Z,LIGHT
2025-10-23T18:05:00Z,LIGHT
2025-10-23T18:06:00Z,LIGHT
2025-10-23T18:07:00Z,LIGHT
2025-10-23T18:08:00Z,LIGHT
2025-10-23T18:09:00Z,LIGHT
2025-10-23T18:10:00Z,LIGHT
2025-10-23T18:11:00Z,LIGHT
2025-10-23T18:12:00Z,LIGHT
2025-10-23T18:13:00Z,LIGHT
2025-10-23T18:14:00Z,LIGHT
2025-10-23T18:15:00Z,LIGHT
2025-10-23T18:16:00Z,LIGHT
2025-10-23T18:17:00Z,LIGHT
2025-10-23T18:18:00Z,LIGHT
2025-10-23T18:19:00Z,LIGHT
