clip_title,clip_order,Nishant_participant_arousal,Nishant_clip_arousal,Nishant_impact_arousal,debjit2001_participant_arousal,debjit2001_clip_arousal,debjit2001_impact_arousal,pranjal123_participant_arousal,pranjal123_clip_arousal,pranjal123_impact_arousal,aritra_participant_arousal,aritra_clip_arousal,aritra_impact_arousal,sayantankuila_participant_arousal,sayantankuila_clip_arousal,sayantankuila_impact_arousal,ajaycc17_participant_arousal,ajaycc17_clip_arousal,ajaycc17_impact_arousal,Expressed_Consensus,Nishant_match_E_P,Nishant_match_P_I,Nishant_drift,debjit2001_match_E_P,debjit2001_match_P_I,debjit2001_drift,pranjal123_match_E_P,pranjal123_match_P_I,pranjal123_drift,aritra_match_E_P,aritra_match_P_I,aritra_drift,sayantankuila_match_E_P,sayantankuila_match_P_I,sayantankuila_drift,ajaycc17_match_E_P,ajaycc17_match_P_I,ajaycc17_drift
AboutTime_015.mp4,15,4,4,5,5,5,4,5,5,3,3,3,2,5,5,5,5,5,5,5.0,False,False,1,True,False,-1,True,False,-2,False,False,-1,True,True,0,True,True,0
AboutTime_016.mp4,16,4,4,3,5,5,4,5,5,5,4,1,1,5,3,3,5,3,2,3.5,False,False,-1,False,False,-1,False,True,0,False,True,-3,False,True,-2,False,False,-3
AboutTime_017.mp4,17,4,3,5,4,3,3,5,4,4,3,2,2,5,3,4,5,2,3,3.0,True,False,1,True,True,-1,False,True,-1,False,True,-1,True,False,-1,False,False,-2
AboutTime_018.mp4,18,4,4,3,5,3,2,5,4,3,3,3,3,5,4,3,5,4,4,4.0,True,False,-1,False,False,-3,True,False,-2,False,True,0,True,False,-2,True,True,-1
AboutTime_019.mp4,19,4,3,3,4,2,2,5,4,3,3,2,2,5,4,5,5,3,3,3.0,True,True,-1,False,True,-2,False,False,-2,False,True,-1,False,False,0,True,True,-2
AboutTime_020.mp4,20,4,4,4,4,3,2,5,4,4,3,1,1,5,4,5,4,3,4,3.5,False,True,0,False,False,-2,False,True,-1,False,True,-2,False,False,0,False,False,0
AboutTime_021.mp4,21,4,4,3,5,2,3,5,3,2,3,1,1,5,3,3,5,2,1,2.5,False,False,-1,False,False,-2,False,False,-3,False,True,-2,False,True,-2,False,False,-4
AboutTime_022.mp4,22,4,4,4,4,3,3,5,4,2,5,4,2,5,4,5,4,3,3,4.0,True,True,0,False,True,-1,True,False,-3,True,False,-3,True,False,0,False,True,-1
AboutTime_024.mp4,23,4,4,3,4,4,3,5,4,3,3,2,1,5,3,4,5,3,4,3.5,False,False,-1,False,False,-1,False,False,-2,False,False,-2,False,False,-1,False,False,-1
AboutTime_031.mp4,24,4,3,4,5,2,2,5,4,2,3,2,2,5,4,4,5,4,4,3.5,False,False,0,False,True,-3,False,False,-3,False,True,-1,False,True,-1,False,True,-1
AboutTime_032.mp4,25,4,4,4,4,5,3,5,5,5,3,3,3,5,3,3,4,4,4,4.0,True,True,0,False,False,-1,False,True,0,False,True,0,False,True,-2,True,True,0
AboutTime_035.mp4,26,4,3,2,4,3,2,5,4,3,4,2,1,5,2,3,5,4,2,3.0,True,False,-2,True,False,-2,False,False,-2,False,False,-3,False,False,-2,False,False,-3
AboutTime_038.mp4,27,4,2,3,4,3,2,5,4,3,4,3,1,5,4,3,4,5,4,3.5,False,False,-1,False,False,-2,False,False,-2,False,False,-3,False,False,-2,False,False,0
AboutTime_042.mp4,28,4,4,3,4,5,5,5,5,4,3,4,4,5,5,5,4,4,4,4.5,False,False,-1,False,True,1,False,False,-1,False,True,1,False,True,0,False,True,0
AboutTime_046.mp4,29,4,4,4,5,4,4,5,4,4,3,3,3,5,4,5,4,3,2,4.0,True,True,0,True,True,-1,True,True,-1,False,True,0,True,False,0,False,False,-2
AboutTime_048.mp4,30,4,4,5,4,4,3,5,4,5,4,4,4,5,5,5,4,4,4,4.0,True,False,1,True,False,-1,True,False,0,True,True,0,False,True,0,True,True,0
AboutTime_052.mp4,31,4,4,4,4,4,4,5,5,5,3,3,3,5,4,4,4,3,3,4.0,True,True,0,True,True,0,False,True,0,False,True,0,True,True,-1,False,True,-1
AboutTime_056.mp4,32,4,3,4,4,4,4,5,4,4,4,1,1,5,5,3,4,2,3,3.5,False,False,0,False,True,0,False,True,-1,False,True,-3,False,False,-2,False,False,-1
AboutTime_066.mp4,33,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5.0,False,True,0,True,True,0,True,True,0,True,True,0,True,False,-1,True,False,-1
AboutTime_068.mp4,34,4,4,4,5,5,3,5,5,5,3,4,1,5,5,4,5,4,4,4.5,False,True,0,False,False,-2,False,True,0,False,False,-2,False,False,-1,False,True,-1
AboutTime_069.mp4,35,4,4,4,4,5,4,5,5,4,4,4,1,5,5,5,5,5,5,5.0,False,True,0,True,False,0,True,False,-1,False,False,-3,True,True,0,True,True,0
AboutTime_071.mp4,36,4,5,5,5,5,5,5,5,5,4,4,1,5,5,5,5,4,4,5.0,True,True,1,True,True,0,True,True,0,False,False,-3,True,True,0,False,True,-1
AboutTime_073.mp4,37,4,4,3,5,5,4,5,5,5,4,5,3,5,4,4,5,5,5,5.0,False,False,-1,True,False,-1,True,True,0,True,False,-1,False,True,-1,True,True,0
AboutTime_075.mp4,38,4,3,4,5,4,3,5,3,2,3,2,2,5,3,4,4,2,3,3.0,True,False,0,False,False,-2,True,False,-3,False,True,-1,True,False,-1,False,False,-1
AboutTime_077.mp4,39,4,3,4,4,3,3,5,3,2,4,1,1,5,3,4,5,3,2,3.0,True,False,0,True,True,-1,True,False,-3,False,True,-3,True,False,-1,True,False,-3
AboutTime_085.mp4,40,4,2,2,5,2,1,5,4,3,3,1,1,5,3,3,4,2,2,2.0,True,True,-2,True,False,-4,False,False,-2,False,True,-2,False,True,-2,True,True,-2
AboutTime_086.mp4,41,4,4,4,4,3,4,5,5,5,4,1,1,5,4,4,5,2,2,3.5,False,True,0,False,False,0,False,True,0,False,True,-3,False,True,-1,False,True,-3
AboutTime_091.mp4,42,4,3,3,5,5,5,5,4,4,3,4,5,5,5,5,5,5,4,4.5,False,True,-1,False,True,0,False,True,-1,False,False,2,False,True,0,False,False,-1
AboutTime_095.mp4,43,4,3,3,4,4,4,5,5,5,3,3,3,5,4,4,4,3,3,3.5,False,True,-1,False,True,0,False,True,0,False,True,0,False,True,-1,False,True,-1
AboutTime_117.mp4,44,4,2,2,5,2,3,5,3,3,3,1,1,5,2,2,5,3,2,2.0,True,True,-2,True,False,-2,False,True,-2,False,True,-2,True,True,-3,False,False,-3
AboutTime_120.mp4,45,4,3,4,5,3,1,5,3,2,3,1,1,5,4,5,5,1,3,3.0,True,False,0,True,False,-4,True,False,-3,False,True,-2,False,False,0,False,False,-2
AboutTime_130.mp4,46,4,3,2,4,4,3,5,4,4,5,3,2,5,3,4,4,3,2,3.0,True,False,-2,False,False,-1,False,True,-1,True,False,-3,True,False,-1,True,False,-2
AboutTime_131.mp4,47,4,2,3,5,4,4,5,5,4,3,2,2,5,3,3,4,2,3,2.5,False,False,-1,False,True,-1,False,False,-1,False,True,-1,False,True,-2,False,False,-1
AboutTime_132.mp4,48,4,2,3,4,4,3,5,5,4,3,1,1,5,2,2,4,4,3,3.0,False,False,-1,False,False,-1,False,False,-1,False,True,-2,False,True,-3,False,False,-1
AboutTime_133.mp4,49,4,4,3,5,3,3,5,4,2,3,1,1,5,4,5,5,3,4,3.5,False,False,-1,False,True,-2,False,False,-3,False,True,-2,False,False,0,False,False,-1
AboutTime_134.mp4,50,4,3,3,4,4,4,5,4,3,3,2,1,5,4,4,4,3,3,3.5,False,True,-1,False,True,0,False,False,-2,False,False,-2,False,True,-1,False,True,-1
AboutTime_135.mp4,51,4,3,3,5,4,4,5,5,5,5,2,1,5,5,4,5,4,4,4.0,False,True,-1,True,True,-1,False,True,0,False,False,-4,False,False,-1,True,True,-1
AboutTime_136.mp4,52,4,4,4,4,4,3,5,4,3,4,2,1,5,4,4,4,3,3,4.0,True,True,0,True,False,-1,True,False,-2,False,False,-3,True,True,-1,False,True,-1
Gifted_041.mp4,53,4,2,2,4,2,2,5,3,3,4,1,1,5,3,4,4,3,3,2.5,False,True,-2,False,True,-2,False,True,-2,False,True,-3,False,False,-1,False,True,-1
Gifted_045.mp4,54,4,3,3,4,2,3,5,4,3,4,1,1,5,3,5,4,3,4,3.0,True,True,-1,False,False,-1,False,False,-2,False,True,-3,True,False,0,True,False,0
Gifted_049.mp4,55,4,3,3,4,3,1,5,4,3,3,2,1,5,3,4,4,3,4,3.0,True,True,-1,True,False,-3,False,False,-2,False,False,-2,True,False,-1,True,False,0
LadyBird_001.mp4,56,4,4,3,4,4,2,5,3,2,4,1,1,5,3,5,4,2,2,3.0,False,False,-1,False,False,-2,True,False,-3,False,True,-3,True,False,0,False,True,-2
LadyBird_003.mp4,57,4,4,3,5,4,1,5,4,2,3,3,2,5,2,2,5,3,4,3.5,False,False,-1,False,False,-4,False,False,-3,False,False,-1,False,True,-3,False,False,-1
LadyBird_005.mp4,58,4,4,4,5,4,3,5,4,2,3,4,4,5,5,5,4,5,4,4.0,True,True,0,True,False,-2,True,False,-3,True,True,1,False,True,0,False,False,0
LadyBird_011.mp4,59,4,3,3,5,5,5,5,5,5,3,2,2,5,4,4,5,2,2,3.5,False,True,-1,False,True,0,False,True,0,False,True,-1,False,True,-1,False,True,-3
LadyBird_013.mp4,60,4,3,3,5,4,2,5,5,3,3,2,1,5,4,5,4,3,3,3.5,False,True,-1,False,False,-3,False,False,-2,False,False,-2,False,False,0,False,True,-1
LadyBird_017.mp4,61,4,3,4,4,3,3,5,5,5,3,2,1,5,3,3,5,4,3,3.0,True,False,0,True,True,-1,False,True,0,False,False,-2,True,True,-2,False,False,-2
LadyBird_019.mp4,62,4,2,3,4,4,3,5,3,3,3,1,1,5,3,3,4,1,1,2.5,False,False,-1,False,False,-1,False,True,-2,False,True,-2,False,True,-2,False,True,-3
LadyBird_024.mp4,63,4,3,3,4,3,3,5,4,3,3,2,1,5,4,5,4,3,4,3.0,True,True,-1,True,True,-1,False,False,-2,False,False,-2,False,False,0,True,False,0
LadyBird_030.mp4,64,4,3,3,5,5,5,5,4,3,4,4,4,5,4,3,4,4,4,4.0,False,True,-1,False,True,0,True,False,-2,True,True,0,True,False,-2,True,True,0
LadyBird_031.mp4,65,4,3,4,4,4,3,5,3,2,4,2,1,5,2,3,4,3,2,3.0,True,False,0,False,False,-1,True,False,-3,False,False,-3,False,False,-2,True,False,-2
LadyBird_045.mp4,66,4,4,4,4,4,3,5,5,4,3,3,2,5,4,4,5,4,3,4.0,True,True,0,True,False,-1,False,False,-1,False,False,-1,True,True,-1,True,False,-2
LadyBird_048.mp4,67,4,4,3,4,1,1,5,4,2,3,1,1,5,2,3,4,1,2,1.5,False,False,-1,False,True,-3,False,False,-3,False,True,-2,False,False,-2,False,False,-2
LadyBird_054.mp4,68,4,3,3,5,5,5,5,5,5,3,2,2,5,5,5,4,4,4,4.5,False,True,-1,False,True,0,False,True,0,False,True,-1,False,True,0,False,True,0
LadyBird_055.mp4,69,4,4,3,4,3,2,5,4,3,5,1,1,5,3,4,5,3,2,3.0,False,False,-1,True,False,-2,False,False,-2,False,True,-4,True,False,-1,True,False,-3
LadyBird_056.mp4,70,4,3,2,5,3,3,5,4,3,3,2,2,5,4,5,5,3,3,3.0,True,False,-2,True,True,-2,False,False,-2,False,True,-1,False,False,0,True,True,-2
LadyBird_057.mp4,71,4,3,3,4,2,1,5,4,2,3,3,3,5,3,3,5,2,2,3.0,True,True,-1,False,False,-3,False,False,-3,True,True,0,True,True,-2,False,True,-3
LadyBird_066.mp4,72,4,3,3,4,3,2,5,4,4,3,3,2,5,5,5,4,3,3,3.0,True,True,-1,True,False,-2,False,True,-1,True,False,-1,False,True,0,True,True,-1
LadyBird_068.mp4,73,4,2,2,4,2,1,5,4,3,3,2,1,5,2,1,5,1,2,2.0,True,True,-2,True,False,-3,False,False,-2,True,False,-2,True,False,-4,False,False,-3
LadyBird_069.mp4,74,4,4,4,5,5,3,5,4,2,3,3,4,5,3,2,5,4,5,4.0,True,True,0,False,False,-2,True,False,-3,False,False,1,False,False,-3,True,False,0
LadyBird_077.mp4,75,4,3,4,5,5,3,5,5,4,4,3,1,5,5,4,4,2,2,4.0,False,False,0,False,False,-2,False,False,-1,False,False,-3,False,False,-1,False,True,-2
LadyBird_080.mp4,76,4,4,3,4,5,4,5,4,2,4,4,4,5,4,3,4,4,3,4.0,True,False,-1,False,False,0,True,False,-3,True,True,0,True,False,-2,True,False,-1
LadyBird_081.mp4,77,4,4,4,4,4,3,5,3,1,3,3,3,5,4,4,4,3,3,3.5,False,True,0,False,False,-1,False,False,-4,False,True,0,False,True,-1,False,True,-1
LadyBird_088.mp4,78,4,4,5,5,2,3,5,4,4,3,2,2,5,3,4,5,2,2,2.5,False,False,1,False,False,-2,False,True,-1,False,True,-1,False,False,-1,False,True,-3
LadyBird_092.mp4,79,4,2,2,5,3,3,5,3,1,3,1,1,5,3,3,5,1,2,2.5,False,True,-2,False,True,-2,False,False,-4,False,True,-2,False,True,-2,False,False,-3
LadyBird_093.mp4,80,4,3,2,4,3,4,5,3,1,3,2,2,5,4,5,4,3,3,3.0,True,False,-2,True,False,0,True,False,-4,False,True,-1,False,False,0,True,True,-1
LadyBird_099.mp4,81,4,2,2,4,4,3,5,4,2,3,2,1,5,2,2,4,2,2,2.0,True,True,-2,False,False,-1,False,False,-3,True,False,-2,True,True,-3,True,True,-2
LadyBird_104.mp4,82,4,4,4,5,4,2,5,4,3,3,2,1,5,3,3,5,3,2,3.5,False,True,0,False,False,-3,False,False,-2,False,False,-2,False,True,-2,False,False,-3
LadyBird_109.mp4,83,4,2,2,4,4,2,5,4,2,3,2,1,5,3,3,5,3,2,3.0,False,True,-2,False,False,-2,False,False,-3,False,False,-2,True,True,-2,True,False,-3
LadyBird_110.mp4,84,4,3,3,4,4,3,5,5,3,4,1,1,5,3,2,4,2,2,3.0,True,True,-1,False,False,-1,False,False,-2,False,True,-3,True,False,-3,False,True,-2
TheBlindSide_000.mp4,85,4,3,4,4,5,5,5,5,4,3,4,4,5,5,5,5,5,4,5.0,False,False,0,True,True,1,True,False,-1,False,True,1,True,True,0,True,False,-1
TheBlindSide_001.mp4,86,4,4,4,5,4,3,5,5,3,4,2,1,5,5,4,5,3,3,4.0,True,True,0,True,False,-2,False,False,-2,False,False,-3,False,False,-1,False,True,-2
TheBlindSide_002.mp4,87,4,3,3,4,4,3,5,3,2,5,1,1,5,3,3,5,4,4,3.0,True,True,-1,False,False,-1,True,False,-3,False,True,-4,True,True,-2,False,True,-1
TheBlindSide_003.mp4,88,4,2,2,5,3,4,5,4,3,3,2,1,5,3,3,5,2,2,2.5,False,True,-2,False,False,-1,False,False,-2,False,False,-2,False,True,-2,False,True,-3
TheBlindSide_004.mp4,89,4,3,3,5,4,3,5,4,3,3,3,3,5,4,4,4,4,4,4.0,False,True,-1,True,False,-2,True,False,-2,False,True,0,True,True,-1,True,True,0
TheBlindSide_005.mp4,90,4,4,3,4,5,4,5,4,4,3,2,1,5,4,3,4,2,3,4.0,True,False,-1,False,False,0,True,True,-1,False,False,-2,True,False,-2,False,False,-1
TheBlindSide_006.mp4,91,4,2,2,4,2,2,5,3,2,3,2,2,5,3,4,5,2,1,2.0,True,True,-2,True,True,-2,False,False,-3,True,True,-1,False,False,-1,True,False,-4
TheBlindSide_007.mp4,92,4,3,2,4,2,3,5,4,2,3,1,2,5,3,3,4,2,2,2.5,False,False,-2,False,False,-1,False,False,-3,False,False,-1,False,True,-2,False,True,-2
TheBlindSide_008.mp4,93,4,2,2,5,3,2,5,3,1,3,2,2,5,2,3,4,3,2,2.5,False,True,-2,False,False,-3,False,False,-4,False,True,-1,False,False,-2,False,False,-2
TheBlindSide_009.mp4,94,4,1,1,5,3,2,5,3,2,3,1,1,5,3,4,5,1,1,2.0,False,True,-3,False,False,-3,False,False,-3,False,True,-2,False,False,-1,False,True,-4
TheBlindSide_010.mp4,95,4,3,3,4,4,5,5,4,3,4,1,1,5,4,3,4,2,2,3.5,False,True,-1,False,False,1,False,False,-2,False,True,-3,False,False,-2,False,True,-2
TheBlindSide_011.mp4,96,4,1,1,5,3,2,5,4,2,4,1,1,5,3,3,4,3,3,3.0,False,True,-3,True,False,-3,False,False,-3,False,True,-3,True,True,-2,True,True,-1
TheBlindSide_012.mp4,97,4,3,4,4,4,4,5,4,3,3,2,2,5,3,4,4,2,2,3.0,True,False,0,False,True,0,False,False,-2,False,True,-1,True,False,-1,False,True,-2
TheBlindSide_013.mp4,98,4,2,2,5,3,3,5,4,2,4,2,1,5,2,3,4,3,3,2.5,False,True,-2,False,True,-2,False,False,-3,False,False,-3,False,False,-2,False,True,-1
TheBlindSide_014.mp4,99,4,2,2,4,2,3,5,3,2,5,1,1,5,4,3,5,2,2,2.0,True,True,-2,True,False,-1,False,False,-3,False,True,-4,False,False,-2,True,True,-3
TheBlindSide_015.mp4,100,4,2,2,4,1,1,5,4,4,3,1,1,5,4,3,4,3,3,2.5,False,True,-2,False,True,-3,False,True,-1,False,True,-2,False,False,-2,False,True,-1
TheBlindSide_016.mp4,101,4,3,2,4,5,3,5,4,2,5,1,3,5,4,4,5,4,3,4.0,False,False,-2,False,False,-1,True,False,-3,False,False,-2,True,True,-1,True,False,-2
TheBlindSide_017.mp4,102,4,4,4,5,5,4,5,4,5,5,3,3,5,4,3,4,3,3,4.0,True,True,0,False,False,-1,True,False,0,False,True,-2,True,False,-2,False,True,-1
TheBlindSide_018.mp4,103,4,2,3,4,4,3,5,4,2,4,2,2,5,3,3,5,3,2,3.0,False,False,-1,False,False,-1,False,False,-3,False,True,-2,True,True,-2,True,False,-3
TheBlindSide_019.mp4,104,4,4,3,5,2,3,5,4,4,3,2,2,5,4,5,5,3,4,3.5,False,False,-1,False,False,-2,False,True,-1,False,True,-1,False,False,0,False,False,-1
TheBlindSide_020.mp4,105,4,4,4,5,4,4,5,4,2,3,3,2,5,4,4,4,2,2,4.0,True,True,0,True,True,-1,True,False,-3,False,False,-1,True,True,-1,False,True,-2
TheBlindSide_021.mp4,106,4,3,2,5,3,2,5,4,2,3,2,1,5,4,4,5,1,2,3.0,True,False,-2,True,False,-3,False,False,-3,False,False,-2,False,True,-1,False,False,-3
TheBlindSide_022.mp4,107,4,4,3,4,3,2,5,3,2,3,3,3,5,3,3,4,3,2,3.0,False,False,-1,True,False,-2,True,False,-3,True,True,0,True,True,-2,True,False,-2
TheBlindSide_024.mp4,108,4,4,3,5,2,3,5,4,2,4,1,1,5,3,3,5,1,1,2.5,False,False,-1,False,False,-2,False,False,-3,False,True,-3,False,True,-2,False,True,-4
TheBlindSide_025.mp4,109,4,3,3,4,3,2,5,3,3,3,2,2,5,3,4,4,2,2,3.0,True,True,-1,True,False,-2,True,True,-2,False,True,-1,True,False,-1,False,True,-2
TheBlindSide_027.mp4,110,4,3,2,4,3,2,5,4,3,5,1,1,5,4,4,4,3,2,3.0,True,False,-2,True,False,-2,False,False,-2,False,True,-4,False,True,-1,True,False,-2
TheBlindSide_028.mp4,111,4,2,2,5,2,3,5,4,3,3,1,1,5,2,2,4,1,2,2.0,True,True,-2,True,False,-2,False,False,-2,False,True,-2,True,True,-3,False,False,-2
TheBlindSide_029.mp4,112,4,3,3,4,4,3,5,4,2,3,3,3,5,2,2,4,1,1,3.0,True,True,-1,False,False,-1,False,False,-3,True,True,0,False,True,-3,False,True,-3
TheBlindSide_031.mp4,113,4,5,5,4,3,3,5,3,2,3,2,2,5,3,4,4,1,2,3.0,False,True,1,True,True,-1,True,False,-3,False,True,-1,True,False,-1,False,False,-2
TheBlindSide_032.mp4,114,4,3,2,4,3,2,5,3,2,3,4,4,5,3,4,4,2,2,3.0,True,False,-2,True,False,-2,True,False,-3,False,True,1,True,False,-1,False,True,-2
TheBlindSide_033.mp4,115,4,2,1,4,3,4,5,4,3,3,2,2,5,3,2,4,3,3,3.0,False,False,-3,True,False,0,False,False,-2,False,True,-1,True,False,-3,True,True,-1
TheBlindSide_034.mp4,116,4,3,2,4,4,4,5,3,3,4,3,2,5,3,3,5,4,3,3.0,True,False,-2,False,True,0,True,True,-2,True,False,-2,True,True,-2,False,False,-2
TheBlindSide_035.mp4,117,4,4,3,5,3,3,5,3,2,3,3,3,5,3,3,4,2,2,3.0,False,False,-1,True,True,-2,True,False,-3,True,True,0,True,True,-2,False,True,-2
TheBlindSide_036.mp4,118,4,3,3,4,4,3,5,4,3,3,1,1,5,3,2,4,3,3,3.0,True,True,-1,False,False,-1,False,False,-2,False,True,-2,True,False,-3,True,True,-1
TheBlindSide_037.mp4,119,4,2,3,4,3,3,5,4,2,4,1,1,5,3,3,4,2,2,2.5,False,False,-1,False,True,-1,False,False,-3,False,True,-3,False,True,-2,False,True,-2
TheBlindSide_038.mp4,120,4,2,2,4,4,3,5,5,3,3,3,3,5,4,5,5,5,4,4.0,False,True,-2,True,False,-1,False,False,-2,False,True,0,True,False,0,False,False,-1
TheBlindSide_039.mp4,121,4,3,4,5,4,4,5,4,3,3,3,2,5,3,3,4,3,2,3.0,True,False,0,False,True,-1,False,False,-2,True,False,-1,True,True,-2,True,False,-2
TheBlindSide_040.mp4,122,4,2,2,5,2,3,5,5,4,4,1,1,5,3,3,5,1,1,2.0,True,True,-2,True,False,-2,False,False,-1,False,True,-3,False,True,-2,False,True,-4
TheBlindSide_041.mp4,123,4,2,2,4,3,3,5,4,3,5,1,1,5,3,4,4,2,2,2.5,False,True,-2,False,True,-1,False,False,-2,False,True,-4,False,False,-1,False,True,-2
TheBlindSide_042.mp4,124,4,2,3,5,3,2,5,4,3,4,1,1,5,4,5,4,2,2,2.5,False,False,-1,False,False,-3,False,False,-2,False,True,-3,False,False,0,False,True,-2
TheBlindSide_043.mp4,125,4,3,3,4,3,3,5,3,2,3,3,3,5,3,4,5,1,2,3.0,True,True,-1,True,True,-1,True,False,-3,True,True,0,True,False,-1,False,False,-3
TheBlindSide_044.mp4,126,4,2,2,4,3,2,5,4,2,5,1,1,5,4,4,5,2,1,2.5,False,True,-2,False,False,-2,False,False,-3,False,True,-4,False,True,-1,False,False,-4
TheBlindSide_045.mp4,127,4,4,3,4,3,3,5,4,3,3,3,3,5,3,3,4,2,2,3.0,False,False,-1,True,True,-1,False,False,-2,True,True,0,True,True,-2,False,True,-2
TheBlindSide_046.mp4,128,4,4,4,4,5,5,5,4,3,4,2,1,5,3,5,4,3,3,3.5,False,True,0,False,True,1,False,False,-2,False,False,-3,False,False,0,False,True,-1
TheBlindSide_049.mp4,129,4,3,3,4,4,3,5,4,2,4,2,1,5,4,4,5,2,3,3.5,False,True,-1,False,False,-1,False,False,-3,False,False,-3,False,True,-1,False,False,-2
TheBlindSide_050.mp4,130,4,3,2,5,3,4,5,4,3,3,2,2,5,3,4,4,3,3,3.0,True,False,-2,True,False,-1,False,False,-2,False,True,-1,True,False,-1,True,True,-1
TheBlindSide_052.mp4,131,4,2,1,5,3,2,5,4,3,3,3,2,5,3,5,4,2,1,3.0,False,False,-3,True,False,-3,False,False,-2,True,False,-1,True,False,0,False,False,-3
TheBlindSide_053.mp4,132,4,4,3,4,3,2,5,5,3,4,1,1,5,5,5,5,3,4,3.5,False,False,-1,False,False,-2,False,False,-2,False,True,-3,False,True,0,False,False,-1
TheBlindSide_054.mp4,133,4,3,3,5,4,5,5,5,4,5,1,1,5,3,3,5,3,4,3.0,True,True,-1,False,False,0,False,False,-1,False,True,-4,True,True,-2,True,False,-1
TheBlindSide_055.mp4,134,4,4,3,4,4,4,5,5,4,5,5,4,5,3,4,5,4,5,4.0,True,False,-1,True,True,0,False,False,-1,False,False,-1,False,False,-1,True,False,0
TheBlindSide_056.mp4,135,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5.0,False,True,0,True,True,1,True,True,0,True,True,2,True,True,0,True,False,-1
TheBlindSide_057.mp4,136,4,3,3,5,3,3,5,4,2,3,2,2,5,3,4,4,3,3,3.0,True,True,-1,True,True,-2,False,False,-3,False,True,-1,True,False,-1,True,True,-1
