clip_id,avg_inferred_valence
TheBlindSide_043,3.8
TheBlindSide_044,3.2
TheBlindSide_045,3.2
TheBlindSide_046,3.6
TheBlindSide_049,3.4
TheBlindSide_050,4.5
TheBlindSide_052,4.0
TheBlindSide_053,4.0
TheBlindSide_054,4.0
TheBlindSide_055,3.6666666666666665
TheBlindSide_056,4.0
TheBlindSide_057,3.6666666666666665
TheBlindSide_058,3.75
TheBlindSide_059,3.4
TheBlindSide_060,3.0
TheBlindSide_061,3.8333333333333335
TheBlindSide_062,3.8333333333333335
TheBlindSide_063,3.8
TheBlindSide_064,4.0
TheBlindSide_065,3.6666666666666665
TheBlindSide_066,4.4
TheBlindSide_067,3.6
TheBlindSide_068,3.6666666666666665
TheBlindSide_069,3.8333333333333335
TheBlindSide_071,3.8
TheBlindSide_072,4.0
TheBlindSide_073,4.0
TheBlindSide_075,4.0
TheBlindSide_076,3.8
TheBlindSide_077,3.2
TheBlindSide_078,3.8333333333333335
TheBlindSide_079,3.8333333333333335
TheBlindSide_080,4.166666666666667
TheBlindSide_081,3.8
TheBlindSide_082,4.0
TheBlindSide_083,3.8
TheBlindSide_084,3.8333333333333335
TheBlindSide_085,3.6
TheBlindSide_086,4.0
TheBlindSide_087,4.2
TheBlindSide_088,3.8333333333333335
TheBlindSide_089,4.166666666666667
TheBlindSide_091,3.6666666666666665
TheBlindSide_092,3.6666666666666665
TheBlindSide_093,4.0
TheFaultInOurStars_000,4.2
TheFaultInOurStars_001,3.5
TheFaultInOurStars_002,3.6
TheFaultInOurStars_003,3.6666666666666665
TheFaultInOurStars_004,4.0
TheFaultInOurStars_005,3.6
TheFaultInOurStars_006,4.0
TheFaultInOurStars_007,3.5
TheFaultInOurStars_008,3.8333333333333335
TheFaultInOurStars_009,3.6
TheFaultInOurStars_010,3.8333333333333335
TheFaultInOurStars_011,3.5
TheFaultInOurStars_012,4.0
TheFaultInOurStars_013,3.0
TheFaultInOurStars_014,3.6666666666666665
TheFaultInOurStars_015,3.6
TheFaultInOurStars_016,3.8
TheFaultInOurStars_017,3.3333333333333335
TheFaultInOurStars_018,3.5
TheFaultInOurStars_019,3.6666666666666665
TheFaultInOurStars_020,3.8333333333333335
TheFaultInOurStars_021,3.5
TheFaultInOurStars_022,3.8
TheFaultInOurStars_023,3.2
TheFaultInOurStars_024,3.8333333333333335
TheFaultInOurStars_025,3.8
TheFaultInOurStars_026,4.0
TheFaultInOurStars_027,3.4
TheFaultInOurStars_028,4.0
TheFaultInOurStars_029,4.0
TheFaultInOurStars_030,3.6666666666666665
TheFaultInOurStars_031,3.6666666666666665
TheFaultInOurStars_032,3.8333333333333335
TheFaultInOurStars_033,3.8
TheFaultInOurStars_034,4.0
TheFaultInOurStars_035,4.0
TheFaultInOurStars_036,4.0
TheFaultInOurStars_037,3.3333333333333335
TheFaultInOurStars_038,4.0
TheFaultInOurStars_039,3.2
TheFaultInOurStars_040,3.8
TheFaultInOurStars_041,3.3333333333333335
TheFaultInOurStars_042,3.6
TheFaultInOurStars_043,2.6
TheFaultInOurStars_044,4.0
TheFaultInOurStars_045,3.6666666666666665
TheFaultInOurStars_046,4.0
TheFaultInOurStars_048,4.0
TheFaultInOurStars_049,3.8333333333333335
TheFaultInOurStars_050,3.8
TheFaultInOurStars_051,3.8333333333333335
TheFaultInOurStars_052,4.0
TheFaultInOurStars_053,3.8
TheFaultInOurStars_054,3.1666666666666665
TheFaultInOurStars_055,3.4
TheFaultInOurStars_056,4.0
TheFaultInOurStars_057,3.6
TheFaultInOurStars_058,3.4
TheFaultInOurStars_059,3.8
TheFaultInOurStars_060,3.3333333333333335
TheFaultInOurStars_061,3.8
TheFaultInOurStars_062,3.8333333333333335
TheFaultInOurStars_063,3.8
TheFaultInOurStars_064,4.0
TheFaultInOurStars_065,3.2
TheFaultInOurStars_066,3.3333333333333335
TheFaultInOurStars_067,3.3333333333333335
TheFaultInOurStars_068,3.5
TheFaultInOurStars_069,4.0
TheFaultInOurStars_070,3.6666666666666665
TheFaultInOurStars_071,3.0
TheFaultInOurStars_072,3.2
TheFaultInOurStars_073,3.6
TheFaultInOurStars_074,3.2
TheFaultInOurStars_075,3.6666666666666665
TheFaultInOurStars_076,3.5
TheFaultInOurStars_077,3.6666666666666665
TheSpectacularNow_023,4.0
TheSpectacularNow_068,3.8333333333333335
TheTheoryOfEverything_001,3.8333333333333335
TheTheoryOfEverything_003,3.5
TheTheoryOfEverything_005,4.0
TheTheoryOfEverything_009,3.5
TheTheoryOfEverything_012,3.2
TheTheoryOfEverything_016,3.4
TheTheoryOfEverything_018,4.0
TheTheoryOfEverything_021,3.8
TheTheoryOfEverything_022,3.6
TheTheoryOfEverything_026,3.6
TheTheoryOfEverything_030,4.0
TheTheoryOfEverything_031,3.6
TheTheoryOfEverything_034,4.0
TheTheoryOfEverything_037,3.4
TheTheoryOfEverything_038,3.6666666666666665
TheTheoryOfEverything_039,3.8333333333333335
TheTheoryOfEverything_040,3.6666666666666665
TheTheoryOfEverything_041,3.8333333333333335
TheTheoryOfEverything_042,4.0
TheTheoryOfEverything_043,2.8333333333333335
TheTheoryOfEverything_048,3.6
TheTheoryOfEverything_051,3.5
TheTheoryOfEverything_054,3.6666666666666665
TheTheoryOfEverything_057,3.25
Wonder_120,3.8
