clip_id,avg_inferred_arousal
LadyBird_081,3.1666666666666665
LadyBird_088,2.8333333333333335
LadyBird_092,2.8333333333333335
LadyBird_093,3.8333333333333335
LadyBird_099,3.6
LadyBird_104,3.4
LadyBird_109,3.5
LadyBird_110,3.3333333333333335
TheBlindSide_000,3.6
TheBlindSide_001,3.0
TheBlindSide_002,3.3333333333333335
TheBlindSide_003,3.6
TheBlindSide_004,2.8
TheBlindSide_005,3.6666666666666665
TheBlindSide_006,3.5
TheBlindSide_007,3.6666666666666665
TheBlindSide_008,3.3333333333333335
TheBlindSide_009,3.4
TheBlindSide_010,3.6666666666666665
TheBlindSide_011,3.8333333333333335
TheBlindSide_012,3.3333333333333335
TheBlindSide_013,3.0
TheBlindSide_014,3.4
TheBlindSide_015,3.6666666666666665
TheBlindSide_016,3.0
TheBlindSide_017,3.0
TheBlindSide_018,3.1666666666666665
TheBlindSide_019,3.2
TheBlindSide_020,3.4
TheBlindSide_021,3.8333333333333335
TheBlindSide_022,3.3333333333333335
TheBlindSide_024,3.6
TheBlindSide_025,3.6666666666666665
TheBlindSide_027,3.3333333333333335
TheBlindSide_028,2.4
TheBlindSide_029,2.8
TheBlindSide_031,3.1666666666666665
TheBlindSide_032,3.1666666666666665
TheBlindSide_033,3.5
TheBlindSide_034,3.8
TheBlindSide_035,3.5
TheBlindSide_036,3.8
TheBlindSide_037,3.6666666666666665
TheBlindSide_038,3.5
TheBlindSide_039,3.0
TheBlindSide_040,3.5
TheBlindSide_041,2.8
TheBlindSide_042,3.25
TheBlindSide_043,3.4
TheBlindSide_044,2.8
TheBlindSide_045,3.2
TheBlindSide_046,3.4
TheBlindSide_049,3.2
TheBlindSide_050,3.5
TheBlindSide_052,3.5
TheBlindSide_053,3.3333333333333335
TheBlindSide_054,3.6666666666666665
TheBlindSide_055,3.1666666666666665
TheBlindSide_056,3.2
TheBlindSide_057,3.1666666666666665
TheBlindSide_058,3.0
TheBlindSide_059,3.6
TheBlindSide_060,3.0
TheBlindSide_061,3.1666666666666665
TheBlindSide_062,3.6666666666666665
TheBlindSide_063,3.8
TheBlindSide_064,3.2
TheBlindSide_065,3.3333333333333335
TheBlindSide_066,3.8
TheBlindSide_067,3.2
TheBlindSide_068,3.1666666666666665
TheBlindSide_069,3.3333333333333335
TheBlindSide_071,3.2
TheBlindSide_072,3.5
TheBlindSide_073,3.8
TheBlindSide_075,3.5
TheBlindSide_076,2.8
TheBlindSide_077,3.6
TheBlindSide_078,3.3333333333333335
TheBlindSide_079,3.1666666666666665
TheBlindSide_080,3.5
TheBlindSide_081,3.6
TheBlindSide_082,3.6
TheBlindSide_083,3.8
TheBlindSide_084,3.5
TheBlindSide_085,3.8
TheBlindSide_086,3.25
TheBlindSide_087,3.4
TheBlindSide_088,3.8333333333333335
TheBlindSide_089,3.3333333333333335
TheBlindSide_091,3.3333333333333335
TheBlindSide_092,3.5
TheBlindSide_093,4.0
TheFaultInOurStars_000,4.0
TheFaultInOurStars_001,3.1666666666666665
TheFaultInOurStars_002,3.8
TheFaultInOurStars_003,3.1666666666666665
TheFaultInOurStars_004,4.0
TheFaultInOurStars_005,3.6
TheFaultInOurStars_006,3.75
TheFaultInOurStars_007,3.1666666666666665
TheFaultInOurStars_008,2.8333333333333335
TheFaultInOurStars_009,3.2
TheFaultInOurStars_010,3.5
TheFaultInOurStars_011,3.6666666666666665
TheFaultInOurStars_012,3.6666666666666665
TheFaultInOurStars_013,3.4
TheFaultInOurStars_014,3.1666666666666665
TheFaultInOurStars_015,3.4
TheFaultInOurStars_016,3.2
TheFaultInOurStars_017,3.0
TheFaultInOurStars_018,3.0
TheFaultInOurStars_019,3.0
TheFaultInOurStars_020,3.5
TheFaultInOurStars_021,3.1666666666666665
TheFaultInOurStars_022,3.2
TheFaultInOurStars_023,2.8
TheFaultInOurStars_024,3.5
TheFaultInOurStars_025,3.4
TheFaultInOurStars_026,2.8333333333333335
TheFaultInOurStars_027,3.6
TheFaultInOurStars_028,3.8
TheFaultInOurStars_029,3.5
TheFaultInOurStars_030,3.1666666666666665
TheFaultInOurStars_031,2.8333333333333335
TheFaultInOurStars_032,3.1666666666666665
TheFaultInOurStars_033,3.4
TheFaultInOurStars_034,3.4
TheFaultInOurStars_035,3.4
TheFaultInOurStars_036,3.3333333333333335
TheFaultInOurStars_037,3.8333333333333335
TheFaultInOurStars_038,4.0
TheFaultInOurStars_039,3.4
TheFaultInOurStars_040,2.6
TheFaultInOurStars_041,3.6666666666666665
TheFaultInOurStars_042,3.6
TheFaultInOurStars_043,3.2
TheFaultInOurStars_044,4.0
TheFaultInOurStars_045,3.1666666666666665
TheFaultInOurStars_046,3.6666666666666665
TheFaultInOurStars_048,4.166666666666667
TheFaultInOurStars_049,3.0
TheFaultInOurStars_050,3.4
TheFaultInOurStars_051,3.3333333333333335
TheFaultInOurStars_052,3.6
TheFaultInOurStars_053,3.6
TheFaultInOurStars_054,3.1666666666666665
TheFaultInOurStars_055,3.4
TheFaultInOurStars_056,3.1666666666666665
TheFaultInOurStars_057,4.0
TheFaultInOurStars_058,4.0
TheFaultInOurStars_059,3.2
TheFaultInOurStars_060,3.0
TheFaultInOurStars_061,3.4
TheFaultInOurStars_062,3.3333333333333335
TheFaultInOurStars_063,3.0
TheFaultInOurStars_064,4.0
TheFaultInOurStars_065,2.6
TheFaultInOurStars_066,3.0
TheFaultInOurStars_067,3.0
TheFaultInOurStars_068,3.3333333333333335
TheFaultInOurStars_069,3.2
TheFaultInOurStars_070,3.3333333333333335
TheFaultInOurStars_071,2.5
TheFaultInOurStars_072,3.4
TheFaultInOurStars_073,3.4
TheFaultInOurStars_074,2.8
TheFaultInOurStars_075,3.6666666666666665
TheFaultInOurStars_076,3.3333333333333335
TheFaultInOurStars_077,2.8333333333333335
TheSpectacularNow_023,3.6
TheSpectacularNow_068,3.5
TheTheoryOfEverything_001,3.1666666666666665
TheTheoryOfEverything_003,3.0
TheTheoryOfEverything_005,3.5
TheTheoryOfEverything_009,3.6666666666666665
TheTheoryOfEverything_012,3.2
TheTheoryOfEverything_016,3.2
TheTheoryOfEverything_018,3.4
TheTheoryOfEverything_021,3.6
TheTheoryOfEverything_022,3.8
TheTheoryOfEverything_026,3.4
TheTheoryOfEverything_030,4.0
TheTheoryOfEverything_031,3.0
TheTheoryOfEverything_034,3.3333333333333335
TheTheoryOfEverything_037,3.2
TheTheoryOfEverything_038,3.1666666666666665
TheTheoryOfEverything_039,3.3333333333333335
TheTheoryOfEverything_040,3.1666666666666665
TheTheoryOfEverything_041,3.5
TheTheoryOfEverything_042,3.8
TheTheoryOfEverything_043,2.8333333333333335
TheTheoryOfEverything_048,2.8
TheTheoryOfEverything_051,2.5
TheTheoryOfEverything_054,2.8333333333333335
TheTheoryOfEverything_057,2.5
Wonder_120,3.6
