clip_id,avg_inferred_arousal
LadyBird_093,3.6666666666666665
LadyBird_099,3.8
LadyBird_104,4.0
LadyBird_109,3.3333333333333335
LadyBird_110,4.166666666666667
TheBlindSide_000,3.6
TheBlindSide_001,3.0
TheBlindSide_002,3.3333333333333335
TheBlindSide_003,3.6
TheBlindSide_004,3.4
TheBlindSide_005,3.6666666666666665
TheBlindSide_006,3.8333333333333335
TheBlindSide_007,3.8333333333333335
TheBlindSide_008,3.5
TheBlindSide_009,4.0
TheBlindSide_010,3.3333333333333335
TheBlindSide_011,3.6666666666666665
TheBlindSide_012,3.0
TheBlindSide_013,3.6
TheBlindSide_014,3.2
TheBlindSide_015,3.8333333333333335
TheBlindSide_016,2.8333333333333335
TheBlindSide_017,3.3333333333333335
TheBlindSide_018,3.3333333333333335
TheBlindSide_019,3.4
TheBlindSide_020,4.0
TheBlindSide_021,3.6666666666666665
TheBlindSide_022,3.3333333333333335
TheBlindSide_024,3.8
TheBlindSide_025,3.8333333333333335
TheBlindSide_027,3.3333333333333335
TheBlindSide_028,3.2
TheBlindSide_029,2.8
TheBlindSide_031,3.3333333333333335
TheBlindSide_032,3.5
TheBlindSide_033,3.6666666666666665
TheBlindSide_034,3.4
TheBlindSide_035,3.6666666666666665
TheBlindSide_036,3.8
TheBlindSide_037,3.5
TheBlindSide_038,3.6666666666666665
TheBlindSide_039,3.5
TheBlindSide_040,3.5
TheBlindSide_041,3.8
TheBlindSide_042,3.0
TheBlindSide_043,3.6
TheBlindSide_044,3.2
TheBlindSide_045,3.2
TheBlindSide_046,3.4
TheBlindSide_049,3.2
TheBlindSide_050,3.8333333333333335
TheBlindSide_052,3.3333333333333335
TheBlindSide_053,3.6666666666666665
TheBlindSide_054,3.6666666666666665
TheBlindSide_055,3.6666666666666665
TheBlindSide_056,4.0
TheBlindSide_057,3.6666666666666665
TheBlindSide_058,2.75
TheBlindSide_059,3.4
TheBlindSide_060,3.4
TheBlindSide_061,3.6666666666666665
TheBlindSide_062,3.6666666666666665
TheBlindSide_063,3.6
TheBlindSide_064,3.4
TheBlindSide_065,3.8333333333333335
TheBlindSide_066,3.8
TheBlindSide_067,3.4
TheBlindSide_068,3.3333333333333335
TheBlindSide_069,3.6666666666666665
TheBlindSide_071,3.6
TheBlindSide_072,3.3333333333333335
TheBlindSide_073,3.8
TheBlindSide_075,3.6666666666666665
TheBlindSide_076,3.4
TheBlindSide_077,3.8
TheBlindSide_078,3.5
TheBlindSide_079,3.3333333333333335
TheBlindSide_080,3.8333333333333335
TheBlindSide_081,3.6
TheBlindSide_082,4.2
TheBlindSide_083,3.6
TheBlindSide_084,4.0
TheBlindSide_085,3.8
TheBlindSide_086,3.5
TheBlindSide_087,3.8
TheBlindSide_088,3.5
TheBlindSide_089,3.8333333333333335
TheBlindSide_091,3.6666666666666665
TheBlindSide_092,3.3333333333333335
TheBlindSide_093,3.6
TheFaultInOurStars_000,4.2
TheFaultInOurStars_001,3.3333333333333335
TheFaultInOurStars_002,3.6
TheFaultInOurStars_003,3.1666666666666665
TheFaultInOurStars_004,3.8333333333333335
TheFaultInOurStars_005,4.2
TheFaultInOurStars_006,3.5
TheFaultInOurStars_007,3.1666666666666665
TheFaultInOurStars_008,2.8333333333333335
TheFaultInOurStars_009,3.6
TheFaultInOurStars_010,3.5
TheFaultInOurStars_011,3.8333333333333335
TheFaultInOurStars_012,3.5
TheFaultInOurStars_013,3.4
TheFaultInOurStars_014,3.5
TheFaultInOurStars_015,3.8
TheFaultInOurStars_016,3.6
TheFaultInOurStars_017,3.1666666666666665
TheFaultInOurStars_018,2.75
TheFaultInOurStars_019,3.8333333333333335
TheFaultInOurStars_020,3.0
TheFaultInOurStars_021,3.5
TheFaultInOurStars_022,3.8
TheFaultInOurStars_023,3.0
TheFaultInOurStars_024,3.6666666666666665
TheFaultInOurStars_025,3.6
TheFaultInOurStars_026,3.5
TheFaultInOurStars_027,3.6
TheFaultInOurStars_028,3.8
TheFaultInOurStars_029,3.8333333333333335
TheFaultInOurStars_030,3.3333333333333335
TheFaultInOurStars_031,3.0
TheFaultInOurStars_032,3.5
TheFaultInOurStars_033,3.6
TheFaultInOurStars_034,3.8
TheFaultInOurStars_035,3.6
TheFaultInOurStars_036,3.8333333333333335
TheFaultInOurStars_037,4.0
TheFaultInOurStars_038,4.0
TheFaultInOurStars_039,3.6
TheFaultInOurStars_040,2.8
TheFaultInOurStars_041,3.5
TheFaultInOurStars_042,3.2
TheFaultInOurStars_043,3.6
TheFaultInOurStars_044,4.2
TheFaultInOurStars_045,3.1666666666666665
TheFaultInOurStars_046,3.8333333333333335
TheFaultInOurStars_048,4.0
TheFaultInOurStars_049,3.3333333333333335
TheFaultInOurStars_050,3.4
TheFaultInOurStars_051,3.5
TheFaultInOurStars_052,3.8
TheFaultInOurStars_053,3.6
TheFaultInOurStars_054,3.1666666666666665
TheFaultInOurStars_055,3.4
TheFaultInOurStars_056,3.5
TheFaultInOurStars_057,3.8
TheFaultInOurStars_058,4.2
TheFaultInOurStars_059,3.4
TheFaultInOurStars_060,3.6666666666666665
TheFaultInOurStars_061,3.6
TheFaultInOurStars_062,3.8333333333333335
TheFaultInOurStars_063,3.4
TheFaultInOurStars_064,4.2
TheFaultInOurStars_065,3.0
TheFaultInOurStars_066,3.3333333333333335
TheFaultInOurStars_067,3.8333333333333335
TheFaultInOurStars_068,3.5
TheFaultInOurStars_069,3.6
TheFaultInOurStars_070,3.6666666666666665
TheFaultInOurStars_071,2.75
TheFaultInOurStars_072,4.0
TheFaultInOurStars_073,4.0
TheFaultInOurStars_074,3.0
TheFaultInOurStars_075,3.6666666666666665
TheFaultInOurStars_076,3.5
TheFaultInOurStars_077,3.0
TheSpectacularNow_023,4.0
TheSpectacularNow_068,3.6666666666666665
TheTheoryOfEverything_001,3.0
TheTheoryOfEverything_003,3.3333333333333335
TheTheoryOfEverything_005,3.8333333333333335
TheTheoryOfEverything_009,3.6666666666666665
TheTheoryOfEverything_012,3.2
TheTheoryOfEverything_016,3.2
TheTheoryOfEverything_018,3.2
TheTheoryOfEverything_021,3.4
TheTheoryOfEverything_022,4.0
TheTheoryOfEverything_026,3.6
TheTheoryOfEverything_030,4.0
TheTheoryOfEverything_031,3.6
TheTheoryOfEverything_034,4.166666666666667
TheTheoryOfEverything_037,3.8
TheTheoryOfEverything_038,3.1666666666666665
TheTheoryOfEverything_039,3.5
TheTheoryOfEverything_040,3.5
TheTheoryOfEverything_041,3.8333333333333335
TheTheoryOfEverything_042,3.8
TheTheoryOfEverything_043,3.0
TheTheoryOfEverything_048,3.0
TheTheoryOfEverything_051,2.25
TheTheoryOfEverything_054,3.3333333333333335
TheTheoryOfEverything_057,3.5
Wonder_120,3.6
