clip_id,true_v,true_a,Llama-3.3-70B_pred_v,Llama-3.3-70B_pred_a,Mixtral-8x7B_pred_v,Mixtral-8x7B_pred_a,Llama-4_pred_v,Llama-4_pred_a
AboutTime_077,3.3333333333333335,2.6666666666666665,3.0,3.6666666666666665,3.1666666666666665,3.0,3.8333333333333335,3.3333333333333335
AboutTime_085,2.8,1.8,3.0,3.2,3.0,2.6,3.2,2.6
AboutTime_086,3.8,3.0,3.0,3.6,3.2,3.0,3.6,3.2
AboutTime_091,3.0,4.333333333333333,3.0,3.5,3.0,2.8333333333333335,3.6666666666666665,3.3333333333333335
AboutTime_095,4.0,3.4,3.0,3.0,3.2,2.6,3.4,2.6
AboutTime_117,2.5,2.1666666666666665,3.0,3.1666666666666665,3.0,2.5,3.5,3.0
AboutTime_120,2.6666666666666665,2.6666666666666665,3.1666666666666665,3.3333333333333335,3.0,2.5,3.8333333333333335,3.0
AboutTime_130,4.0,3.0,3.0,3.0,3.0,2.2,3.4,2.4
AboutTime_131,3.8333333333333335,3.1666666666666665,3.0,3.3333333333333335,3.1666666666666665,3.0,3.6666666666666665,3.1666666666666665
AboutTime_132,3.4,2.4,3.0,3.4,3.2,2.8,3.8,3.0
AboutTime_133,4.2,3.2,3.0,3.4,3.0,3.0,3.6,3.4
AboutTime_134,4.2,3.0,3.0,2.6,3.0,2.4,3.4,2.4
AboutTime_135,4.2,3.2,3.0,3.4,3.0,2.6,3.2,2.4
AboutTime_136,4.166666666666667,3.0,3.1666666666666665,3.1666666666666665,3.1666666666666665,2.6666666666666665,3.5,2.6666666666666665
Gifted_041,2.6,2.4,3.0,3.4,3.4,3.0,4.0,3.4
Gifted_045,2.8333333333333335,3.1666666666666665,3.1666666666666665,3.1666666666666665,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.0
Gifted_049,4.6,2.6,3.0,3.8,3.2,2.8,4.0,3.2
LadyBird_001,2.8333333333333335,2.5,3.1666666666666665,3.0,2.8333333333333335,2.5,3.8333333333333335,2.6666666666666665
LadyBird_003,2.5,2.3333333333333335,3.1666666666666665,3.8333333333333335,3.1666666666666665,3.0,4.0,3.6666666666666665
LadyBird_005,2.0,4.0,3.0,3.8,3.0,3.0,3.8,3.2
LadyBird_011,4.166666666666667,3.5,3.0,3.1666666666666665,3.0,2.5,3.6666666666666665,2.8333333333333335
LadyBird_013,3.8,2.8,3.2,3.4,3.2,2.6,3.6,3.0
LadyBird_017,3.1666666666666665,3.1666666666666665,3.0,2.8333333333333335,3.0,2.5,3.6666666666666665,2.6666666666666665
LadyBird_019,2.3333333333333335,2.3333333333333335,3.0,3.5,3.1666666666666665,3.0,3.6666666666666665,3.0
LadyBird_024,3.8,3.2,3.0,3.6,3.0,3.0,3.8,3.2
LadyBird_030,4.333333333333333,3.6666666666666665,3.0,2.8333333333333335,2.8333333333333335,2.6666666666666665,3.3333333333333335,2.3333333333333335
LadyBird_031,2.6,2.6,3.0,2.6,2.6,2.2,3.4,2.4
LadyBird_045,3.0,3.3333333333333335,3.1666666666666665,3.6666666666666665,3.1666666666666665,2.8333333333333335,3.6666666666666665,3.1666666666666665
LadyBird_048,2.2,2.0,3.0,3.2,3.0,2.8,3.8,3.0
LadyBird_054,3.6,3.8,3.0,3.2,2.8,2.6,3.6,2.6
LadyBird_055,3.5,2.5,3.0,3.5,3.0,3.0,4.0,3.5
LadyBird_056,3.6,3.0,3.2,3.2,3.0,2.6,3.6,3.4
LadyBird_057,2.6,2.4,3.0,3.0,2.8,2.4,3.6,2.8
LadyBird_066,3.1666666666666665,3.1666666666666665,3.0,3.5,3.0,3.0,3.6666666666666665,3.0
LadyBird_068,1.8333333333333333,1.6666666666666667,3.1666666666666665,3.1666666666666665,3.1666666666666665,2.6666666666666665,3.6666666666666665,2.8333333333333335
LadyBird_069,2.2,3.6,3.2,3.6,3.2,3.0,3.8,3.4
LadyBird_077,3.4,2.8,3.0,3.6,3.0,2.8,4.0,3.0
LadyBird_080,2.4,3.4,3.0,3.4,3.0,2.8,3.8,3.4
LadyBird_081,3.1666666666666665,3.0,3.0,3.1666666666666665,3.1666666666666665,2.6666666666666665,3.8333333333333335,3.1666666666666665
LadyBird_088,3.3333333333333335,3.3333333333333335,3.0,3.0,2.8333333333333335,2.5,3.0,2.1666666666666665
LadyBird_092,2.5,2.0,3.0,3.5,3.0,2.6666666666666665,3.8333333333333335,3.0
LadyBird_093,3.6666666666666665,2.8333333333333335,3.0,3.5,2.8333333333333335,3.0,3.8333333333333335,3.0
LadyBird_099,2.4,2.0,3.0,3.6,3.0,2.6,3.8,3.0
LadyBird_104,2.0,2.4,3.0,3.2,3.2,2.8,3.8,3.2
LadyBird_109,2.6666666666666665,2.0,3.1666666666666665,3.5,3.1666666666666665,2.8333333333333335,3.6666666666666665,3.1666666666666665
LadyBird_110,3.1666666666666665,2.3333333333333335,3.1666666666666665,3.5,2.8333333333333335,3.0,3.8333333333333335,3.0
TheBlindSide_000,3.0,4.4,3.4,3.4,3.0,2.2,4.0,2.8
TheBlindSide_001,2.8333333333333335,3.0,3.8333333333333335,3.0,2.8333333333333335,2.3333333333333335,4.0,2.6666666666666665
TheBlindSide_002,3.5,2.6666666666666665,3.3333333333333335,3.5,3.0,3.0,4.0,3.1666666666666665
TheBlindSide_003,3.2,2.4,3.6,3.4,3.0,2.6,4.0,3.2
TheBlindSide_004,4.0,3.4,3.8,3.0,2.8,2.6,3.8,3.0
TheBlindSide_005,3.6666666666666665,3.0,3.6666666666666665,3.5,2.8333333333333335,2.8333333333333335,4.0,3.1666666666666665
TheBlindSide_006,2.5,2.1666666666666665,4.0,3.3333333333333335,3.1666666666666665,2.6666666666666665,4.0,2.8333333333333335
TheBlindSide_007,2.6666666666666665,2.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,2.8333333333333335,4.0,3.1666666666666665
TheBlindSide_008,2.8333333333333335,2.0,3.8333333333333335,3.3333333333333335,2.8333333333333335,2.6666666666666665,3.6666666666666665,3.0
TheBlindSide_009,2.6,1.8,3.6,3.4,2.8,3.0,4.0,3.0
TheBlindSide_010,3.5,2.8333333333333335,3.6666666666666665,3.3333333333333335,3.0,2.6666666666666665,4.0,3.0
TheBlindSide_011,2.1666666666666665,2.0,3.3333333333333335,3.5,3.0,2.8333333333333335,4.0,3.3333333333333335
TheBlindSide_012,3.5,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.0,2.6666666666666665,3.8333333333333335,3.1666666666666665
TheBlindSide_013,3.6,2.4,3.8,3.2,2.8,2.4,4.0,3.0
TheBlindSide_014,2.6,2.2,3.4,3.4,3.0,3.0,4.0,3.6
TheBlindSide_015,2.6666666666666665,2.3333333333333335,3.8333333333333335,3.8333333333333335,3.0,3.1666666666666665,3.8333333333333335,3.6666666666666665
TheBlindSide_016,2.8333333333333335,2.8333333333333335,3.8333333333333335,3.1666666666666665,2.8333333333333335,2.1666666666666665,3.5,2.6666666666666665
TheBlindSide_017,3.3333333333333335,3.6666666666666665,3.1666666666666665,3.5,3.0,2.5,4.0,3.1666666666666665
TheBlindSide_018,3.0,2.5,3.6666666666666665,3.1666666666666665,3.0,3.0,4.0,3.3333333333333335
TheBlindSide_019,3.6,3.4,3.6,3.2,3.0,3.0,4.0,3.0
TheBlindSide_020,4.0,3.2,3.2,3.4,3.0,2.8,4.0,3.2
TheBlindSide_021,3.6666666666666665,2.1666666666666665,3.1666666666666665,3.5,3.0,2.6666666666666665,4.0,3.3333333333333335
TheBlindSide_022,3.3333333333333335,2.5,3.3333333333333335,3.1666666666666665,3.0,2.8333333333333335,3.6666666666666665,3.0
TheBlindSide_024,2.4,2.2,3.6,3.2,3.0,2.8,4.0,3.0
TheBlindSide_025,3.6666666666666665,2.6666666666666665,3.3333333333333335,3.1666666666666665,3.0,2.5,4.0,3.1666666666666665
TheBlindSide_027,2.5,2.3333333333333335,3.8333333333333335,3.5,3.0,2.8333333333333335,4.0,3.5
TheBlindSide_028,2.0,2.0,4.0,3.0,2.8,2.8,4.0,3.4
TheBlindSide_029,2.8,2.6,3.2,2.4,2.8,2.2,3.8,2.2
TheBlindSide_031,3.3333333333333335,3.0,3.5,3.3333333333333335,2.8333333333333335,2.5,3.8333333333333335,2.5
TheBlindSide_032,3.1666666666666665,2.6666666666666665,3.3333333333333335,3.3333333333333335,3.0,2.5,4.0,3.1666666666666665
TheBlindSide_033,3.5,2.5,3.3333333333333335,3.3333333333333335,2.8333333333333335,2.3333333333333335,3.8333333333333335,2.8333333333333335
TheBlindSide_034,3.6,2.8,3.6,3.4,3.0,2.6,3.8,3.0
TheBlindSide_035,3.3333333333333335,2.6666666666666665,3.6666666666666665,3.1666666666666665,3.0,2.6666666666666665,3.8333333333333335,3.0
TheBlindSide_036,3.0,2.4,4.0,3.8,3.0,2.8,4.0,3.6
TheBlindSide_037,3.3333333333333335,2.3333333333333335,3.8333333333333335,3.1666666666666665,3.0,2.6666666666666665,4.0,3.3333333333333335
TheBlindSide_038,4.333333333333333,3.3333333333333335,3.5,3.3333333333333335,3.0,2.6666666666666665,4.0,3.1666666666666665
TheBlindSide_039,3.25,3.25,3.5,3.75,3.0,3.0,4.0,3.5
TheBlindSide_040,3.3333333333333335,2.3333333333333335,3.1666666666666665,3.3333333333333335,3.0,2.5,4.0,3.1666666666666665
TheBlindSide_041,3.8,2.4,3.2,3.4,3.0,2.8,4.0,3.4
TheBlindSide_042,4.0,2.75,3.25,3.25,3.0,2.75,3.75,2.75
TheBlindSide_043,3.6,3.0,3.4,3.4,3.0,2.8,4.0,3.2
TheBlindSide_044,3.0,2.0,3.4,2.8,3.0,2.4,3.8,2.8
TheBlindSide_045,4.2,2.8,3.6,3.2,2.8,2.8,4.0,3.0
TheBlindSide_046,3.8,3.6,3.4,3.0,3.0,2.8,4.0,2.8
TheBlindSide_049,4.0,2.8,3.6,3.6,3.0,3.0,4.0,3.2
TheBlindSide_050,3.8333333333333335,3.0,3.1666666666666665,3.1666666666666665,3.0,2.8333333333333335,3.8333333333333335,3.0
TheBlindSide_052,3.3333333333333335,2.3333333333333335,3.5,3.3333333333333335,3.0,2.8333333333333335,3.8333333333333335,3.0
TheBlindSide_053,2.6666666666666665,3.0,3.1666666666666665,3.8333333333333335,3.0,2.8333333333333335,4.0,3.6666666666666665
TheBlindSide_054,3.8333333333333335,3.3333333333333335,3.5,3.3333333333333335,3.0,2.8333333333333335,4.0,3.3333333333333335
TheBlindSide_055,4.0,4.0,3.1666666666666665,3.1666666666666665,3.0,2.5,4.0,3.3333333333333335
TheBlindSide_056,4.6,4.6,3.2,3.4,3.0,2.4,4.0,3.0
TheBlindSide_057,3.1666666666666665,2.8333333333333335,3.6666666666666665,3.6666666666666665,3.0,3.0,4.0,3.3333333333333335
TheBlindSide_058,4.0,3.5,3.5,3.0,3.25,2.75,3.75,2.5
TheBlindSide_059,4.6,3.8,3.8,3.4,2.8,2.6,3.8,3.2
TheBlindSide_060,4.4,3.4,3.0,3.2,2.8,2.4,3.6,2.8
TheBlindSide_061,3.6666666666666665,3.8333333333333335,3.1666666666666665,3.3333333333333335,3.1666666666666665,2.5,3.8333333333333335,3.0
TheBlindSide_062,3.8333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,2.8333333333333335,4.0,3.1666666666666665
TheBlindSide_063,3.4,3.2,3.2,3.2,3.0,3.0,4.0,3.2
TheBlindSide_064,4.4,4.4,3.2,3.8,3.0,3.0,4.0,3.4
TheBlindSide_065,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.0,3.0,2.8333333333333335,4.0,3.3333333333333335
TheBlindSide_066,3.0,2.4,3.6,3.6,3.0,3.2,4.0,3.6
TheBlindSide_067,2.2,2.0,3.8,3.2,3.0,2.4,4.0,2.8
TheBlindSide_068,3.5,4.0,3.6666666666666665,3.3333333333333335,3.0,2.6666666666666665,4.0,3.1666666666666665
TheBlindSide_069,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.1666666666666665,3.0,2.1666666666666665,4.0,3.1666666666666665
TheBlindSide_071,3.4,3.2,3.2,3.2,3.0,2.6,4.0,3.0
TheBlindSide_072,3.0,2.1666666666666665,3.3333333333333335,3.3333333333333335,3.0,2.8333333333333335,4.0,3.0
TheBlindSide_073,2.6,2.4,3.4,3.4,3.0,2.6,4.0,3.2
TheBlindSide_075,2.8333333333333335,1.8333333333333333,3.5,3.8333333333333335,3.0,3.1666666666666665,4.0,3.6666666666666665
TheBlindSide_076,2.8,2.2,3.4,3.6,3.0,2.4,4.0,3.0
TheBlindSide_077,3.6,2.6,3.6,3.2,3.0,2.6,4.0,3.0
TheBlindSide_078,3.5,2.6666666666666665,3.3333333333333335,3.5,3.0,2.8333333333333335,4.0,3.5
TheBlindSide_079,4.5,4.166666666666667,3.3333333333333335,3.0,3.0,2.8333333333333335,4.0,3.0
TheBlindSide_080,4.0,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.1666666666666665,3.1666666666666665,4.0,3.5
TheBlindSide_081,2.6,2.8,3.2,3.4,2.8,3.2,4.0,3.0
TheBlindSide_082,2.4,2.4,3.4,3.6,3.0,3.2,4.0,3.2
TheBlindSide_083,2.6,2.8,3.2,3.0,3.0,2.8,3.8,3.0
TheBlindSide_084,3.1666666666666665,2.5,3.6666666666666665,3.3333333333333335,3.0,2.8333333333333335,4.0,3.3333333333333335
TheBlindSide_085,3.4,2.2,3.8,3.4,3.0,2.8,4.0,3.0
TheBlindSide_086,3.0,2.5,3.75,3.5,3.0,2.75,4.0,3.0
TheBlindSide_087,4.0,3.2,3.4,3.8,3.0,3.0,4.0,3.4
TheBlindSide_088,3.8333333333333335,2.1666666666666665,3.6666666666666665,3.0,2.8333333333333335,2.5,3.8333333333333335,2.5
TheBlindSide_089,3.6666666666666665,2.5,3.5,3.5,3.0,2.8333333333333335,4.0,3.1666666666666665
TheBlindSide_091,3.8333333333333335,3.5,3.6666666666666665,3.5,3.1666666666666665,2.6666666666666665,3.8333333333333335,3.3333333333333335
TheBlindSide_092,4.166666666666667,2.6666666666666665,3.3333333333333335,3.5,3.0,3.1666666666666665,4.0,3.3333333333333335
TheBlindSide_093,4.4,3.4,3.6,3.6,3.0,2.8,4.0,3.6
TheFaultInOurStars_000,3.8,3.0,2.0,3.6,2.8,3.6,2.6,3.4
TheFaultInOurStars_001,3.6666666666666665,2.5,2.0,3.6666666666666665,2.5,3.1666666666666665,3.0,3.5
TheFaultInOurStars_002,4.4,3.4,2.2,3.4,2.6,3.2,3.2,3.4
TheFaultInOurStars_003,4.333333333333333,3.0,2.1666666666666665,3.1666666666666665,2.6666666666666665,2.8333333333333335,3.3333333333333335,3.0
TheFaultInOurStars_004,3.3333333333333335,2.6666666666666665,2.0,3.6666666666666665,2.8333333333333335,3.1666666666666665,3.6666666666666665,3.0
TheFaultInOurStars_005,3.2,3.6,2.2,3.6,2.8,3.0,3.6,3.4
TheFaultInOurStars_006,3.0,3.5,2.0,3.5,2.5,3.0,3.0,3.5
TheFaultInOurStars_007,4.166666666666667,2.8333333333333335,2.0,3.3333333333333335,2.5,2.6666666666666665,2.8333333333333335,2.8333333333333335
TheFaultInOurStars_008,3.3333333333333335,3.3333333333333335,2.0,3.1666666666666665,2.6666666666666665,2.6666666666666665,3.0,2.8333333333333335
TheFaultInOurStars_009,3.6,3.6,2.0,3.0,2.2,3.0,2.6,2.8
TheFaultInOurStars_010,4.0,3.3333333333333335,2.1666666666666665,3.6666666666666665,2.6666666666666665,3.0,3.6666666666666665,3.3333333333333335
TheFaultInOurStars_011,4.0,3.3333333333333335,2.0,3.3333333333333335,2.6666666666666665,3.0,3.5,3.3333333333333335
TheFaultInOurStars_012,4.333333333333333,3.6666666666666665,2.1666666666666665,3.3333333333333335,2.8333333333333335,2.8333333333333335,3.5,3.1666666666666665
TheFaultInOurStars_013,4.0,3.4,2.2,3.2,2.6,3.0,3.0,3.0
TheFaultInOurStars_014,3.3333333333333335,2.3333333333333335,2.3333333333333335,3.1666666666666665,2.6666666666666665,2.6666666666666665,2.8333333333333335,2.8333333333333335
TheFaultInOurStars_015,3.4,4.2,2.0,3.4,2.6,3.0,2.8,3.0
TheFaultInOurStars_016,3.0,3.8,2.0,3.0,2.4,2.8,2.8,2.8
TheFaultInOurStars_017,3.6666666666666665,3.3333333333333335,2.0,3.3333333333333335,2.6666666666666665,2.8333333333333335,3.5,3.1666666666666665
TheFaultInOurStars_018,4.25,4.25,2.0,3.25,2.25,3.0,2.75,2.75
TheFaultInOurStars_019,4.666666666666667,4.166666666666667,2.0,3.3333333333333335,2.6666666666666665,2.8333333333333335,3.1666666666666665,3.3333333333333335
TheFaultInOurStars_020,4.0,3.6666666666666665,2.1666666666666665,3.5,2.5,2.6666666666666665,2.3333333333333335,2.8333333333333335
TheFaultInOurStars_021,3.8333333333333335,3.8333333333333335,2.1666666666666665,3.0,2.5,3.0,2.6666666666666665,2.8333333333333335
TheFaultInOurStars_022,4.4,2.8,2.0,3.2,2.8,3.0,3.0,3.6
TheFaultInOurStars_023,4.4,3.0,2.0,2.8,2.6,2.8,3.2,3.0
TheFaultInOurStars_024,4.333333333333333,3.5,2.0,3.0,2.5,2.6666666666666665,2.5,3.0
TheFaultInOurStars_025,4.2,3.4,2.0,3.2,2.2,3.2,2.6,2.6
TheFaultInOurStars_026,4.0,3.8333333333333335,2.1666666666666665,3.1666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.0
TheFaultInOurStars_027,4.2,3.2,2.0,3.4,2.6,3.2,3.2,3.2
TheFaultInOurStars_028,3.8,3.6,2.2,3.6,2.8,3.2,4.0,3.4
TheFaultInOurStars_029,4.333333333333333,3.5,2.0,4.0,3.0,3.1666666666666665,3.3333333333333335,3.6666666666666665
TheFaultInOurStars_030,4.5,4.166666666666667,2.0,2.8333333333333335,2.5,2.8333333333333335,3.1666666666666665,2.8333333333333335
TheFaultInOurStars_031,4.0,3.5,2.5,3.0,2.6666666666666665,2.6666666666666665,3.0,2.6666666666666665
TheFaultInOurStars_032,2.8333333333333335,3.1666666666666665,2.3333333333333335,3.1666666666666665,2.6666666666666665,3.1666666666666665,3.3333333333333335,3.3333333333333335
TheFaultInOurStars_033,3.2,2.8,2.0,3.2,2.6,2.8,3.2,3.2
TheFaultInOurStars_034,4.2,3.2,2.0,3.0,2.6,2.6,3.0,2.8
TheFaultInOurStars_035,4.2,3.8,2.0,3.2,3.0,3.0,3.8,3.0
TheFaultInOurStars_036,4.333333333333333,4.333333333333333,2.0,3.3333333333333335,2.6666666666666665,2.8333333333333335,3.0,3.0
TheFaultInOurStars_037,3.0,2.6666666666666665,2.0,3.5,2.8333333333333335,3.3333333333333335,3.6666666666666665,3.3333333333333335
TheFaultInOurStars_038,4.25,3.25,2.0,3.5,2.5,2.75,3.0,3.0
TheFaultInOurStars_039,4.0,3.0,2.2,3.4,2.6,3.0,3.0,2.6
TheFaultInOurStars_040,4.8,3.6,2.0,3.4,2.6,2.6,2.8,3.0
TheFaultInOurStars_041,4.333333333333333,3.6666666666666665,2.1666666666666665,3.1666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.8333333333333335
TheFaultInOurStars_042,3.2,2.8,2.2,3.4,3.0,3.2,3.8,3.2
TheFaultInOurStars_043,4.0,3.6,2.0,3.0,2.6,2.6,2.8,2.8
TheFaultInOurStars_044,4.2,3.6,2.2,3.4,2.8,3.0,3.4,3.4
TheFaultInOurStars_045,4.5,3.3333333333333335,2.0,3.1666666666666665,2.5,2.5,3.0,2.5
TheFaultInOurStars_046,4.166666666666667,3.0,2.0,3.1666666666666665,2.6666666666666665,2.6666666666666665,3.1666666666666665,3.0
TheFaultInOurStars_048,4.5,3.6666666666666665,2.1666666666666665,3.5,2.8333333333333335,3.1666666666666665,3.5,3.3333333333333335
TheFaultInOurStars_049,4.5,4.166666666666667,2.0,3.1666666666666665,2.6666666666666665,3.0,3.1666666666666665,3.0
TheFaultInOurStars_050,4.6,3.4,2.0,3.2,2.8,2.8,3.0,3.0
TheFaultInOurStars_051,4.0,3.6666666666666665,2.1666666666666665,3.5,2.6666666666666665,3.0,3.1666666666666665,3.0
TheFaultInOurStars_052,3.0,3.0,2.0,3.4,2.8,3.0,3.2,3.0
TheFaultInOurStars_053,4.6,4.0,2.2,3.4,2.8,3.2,3.2,3.2
TheFaultInOurStars_054,4.333333333333333,4.666666666666667,2.0,3.1666666666666665,2.5,2.6666666666666665,3.0,2.6666666666666665
TheFaultInOurStars_055,4.2,4.2,2.0,3.2,2.4,3.2,3.0,2.8
TheFaultInOurStars_056,4.5,3.6666666666666665,2.0,3.1666666666666665,2.6666666666666665,2.6666666666666665,3.0,3.1666666666666665
TheFaultInOurStars_057,4.0,4.0,2.0,3.2,2.6,3.0,2.4,3.2
TheFaultInOurStars_058,3.8,3.4,2.0,3.4,2.6,3.0,3.2,3.0
TheFaultInOurStars_059,3.4,2.6,2.2,3.6,2.8,2.8,3.0,3.0
TheFaultInOurStars_060,2.3333333333333335,1.6666666666666667,2.1666666666666665,2.8333333333333335,2.5,2.6666666666666665,3.1666666666666665,2.8333333333333335
TheFaultInOurStars_061,1.6,1.8,2.2,3.4,2.6,3.2,2.8,3.0
TheFaultInOurStars_062,3.0,1.6666666666666667,2.0,3.3333333333333335,2.3333333333333335,3.0,2.6666666666666665,3.1666666666666665
TheFaultInOurStars_063,3.4,2.2,2.0,3.2,2.6,2.8,3.4,2.6
TheFaultInOurStars_064,4.2,4.0,2.0,3.8,3.0,3.2,3.4,3.6
TheFaultInOurStars_065,3.8,2.4,2.0,3.2,2.6,2.8,3.0,3.2
TheFaultInOurStars_066,3.6666666666666665,2.8333333333333335,2.1666666666666665,3.0,2.6666666666666665,2.6666666666666665,3.1666666666666665,2.8333333333333335
TheFaultInOurStars_067,4.666666666666667,4.0,2.0,2.8333333333333335,2.3333333333333335,2.5,2.6666666666666665,2.6666666666666665
TheFaultInOurStars_068,4.0,4.166666666666667,2.0,3.1666666666666665,2.5,2.6666666666666665,2.6666666666666665,3.1666666666666665
TheFaultInOurStars_069,3.4,2.6,2.0,3.4,2.8,2.8,3.0,3.2
TheFaultInOurStars_070,2.1666666666666665,2.6666666666666665,2.1666666666666665,3.3333333333333335,2.8333333333333335,2.8333333333333335,3.0,3.3333333333333335
TheFaultInOurStars_071,2.25,3.25,2.0,3.0,2.25,2.75,2.0,2.5
TheFaultInOurStars_072,3.2,2.0,2.2,3.2,2.2,3.0,2.4,2.6
TheFaultInOurStars_073,4.0,2.6,2.4,3.4,2.6,3.0,3.2,3.4
TheFaultInOurStars_074,3.0,2.0,2.0,3.4,2.6,2.8,3.4,3.0
TheFaultInOurStars_075,3.6666666666666665,2.5,2.1666666666666665,3.5,2.6666666666666665,3.0,3.1666666666666665,3.1666666666666665
TheFaultInOurStars_076,4.0,2.8333333333333335,2.0,3.3333333333333335,2.8333333333333335,3.1666666666666665,3.3333333333333335,3.5
TheFaultInOurStars_077,2.3333333333333335,2.3333333333333335,2.0,3.1666666666666665,2.1666666666666665,3.0,2.5,2.6666666666666665
TheSpectacularNow_023,2.6,2.2,3.0,3.6,3.2,2.8,3.8,3.0
TheSpectacularNow_068,2.5,2.3333333333333335,3.0,3.5,3.1666666666666665,2.8333333333333335,3.8333333333333335,3.3333333333333335
TheTheoryOfEverything_001,3.6666666666666665,2.8333333333333335,3.4,3.2,3.0,3.0,3.8333333333333335,3.3333333333333335
TheTheoryOfEverything_003,3.3333333333333335,2.3333333333333335,3.6666666666666665,3.5,2.5,2.6666666666666665,3.3333333333333335,2.6666666666666665
