clip_id,Nishant,ajaycc17,aritra,debjit2001,pranjal123,sayantankuila,avg_inferred_valence
TheFaultInOurStars_032,,3.0,2.0,2.0,2.0,2.0,2.2
TheFaultInOurStars_033,2.0,2.0,,,,2.0,2.0
TheFaultInOurStars_034,2.0,,3.0,3.0,,3.0,2.75
TheFaultInOurStars_035,2.0,3.0,2.0,2.0,,2.0,2.2
TheFaultInOurStars_036,,3.0,2.0,2.0,2.0,2.0,2.2
TheFaultInOurStars_037,2.0,2.0,2.0,2.0,2.0,3.0,2.1666666666666665
TheFaultInOurStars_038,,,3.0,1.5,,3.0,2.5
TheFaultInOurStars_039,2.0,1.0,2.0,1.0,,2.0,1.6
TheFaultInOurStars_040,2.0,4.0,,1.0,,2.0,2.25
TheFaultInOurStars_041,3.0,2.0,,3.0,3.0,1.0,2.4
TheFaultInOurStars_042,,2.0,2.0,2.0,,,2.0
TheFaultInOurStars_043,,3.0,3.0,2.0,,,2.6666666666666665
TheFaultInOurStars_044,3.25,2.0,3.0,,,,2.75
TheFaultInOurStars_045,2.0,3.0,2.0,3.0,2.0,1.0,2.1666666666666665
TheFaultInOurStars_046,3.0,2.0,2.0,2.0,3.0,3.0,2.5
TheFaultInOurStars_048,,2.0,2.0,4.0,4.0,2.0,2.8
TheFaultInOurStars_049,3.0,3.0,3.0,2.0,2.0,3.0,2.6666666666666665
TheFaultInOurStars_050,2.0,3.0,3.0,2.0,,2.0,2.4
TheFaultInOurStars_051,3.0,4.0,2.0,3.0,2.0,3.0,2.8333333333333335
TheFaultInOurStars_052,,2.0,2.0,2.0,,4.0,2.5
TheFaultInOurStars_053,2.0,3.0,3.0,1.0,,3.0,2.4
TheFaultInOurStars_054,2.0,2.0,2.0,2.0,3.0,4.0,2.5
TheFaultInOurStars_055,3.0,2.0,2.0,2.0,,2.0,2.2
TheFaultInOurStars_056,,3.0,3.0,2.0,2.0,3.0,2.6
TheFaultInOurStars_057,,3.0,3.0,3.0,,2.0,2.75
TheFaultInOurStars_058,2.0,,2.0,4.0,,3.0,2.75
TheFaultInOurStars_059,,2.0,2.0,2.0,,3.0,2.25
TheFaultInOurStars_060,2.0,2.0,3.0,2.0,2.0,2.0,2.1666666666666665
TheFaultInOurStars_061,,2.0,2.0,3.0,,2.0,2.25
TheFaultInOurStars_062,2.0,2.0,2.0,2.0,1.0,2.0,1.8333333333333333
TheFaultInOurStars_063,1.0,3.0,2.0,2.0,,2.0,2.0
TheFaultInOurStars_064,3.0,2.0,2.0,2.0,,2.0,2.2
TheFaultInOurStars_065,2.0,2.0,3.0,,,2.0,2.25
TheFaultInOurStars_066,2.0,3.0,3.0,3.0,3.0,1.0,2.5
TheFaultInOurStars_067,,,2.0,4.0,2.0,3.0,2.75
TheFaultInOurStars_068,,3.0,2.0,,2.0,3.0,2.5
TheFaultInOurStars_069,4.0,,3.0,2.0,,3.0,3.0
TheFaultInOurStars_070,,2.0,3.0,2.0,2.0,2.0,2.2
TheFaultInOurStars_071,,,3.0,3.0,,2.0,2.6666666666666665
TheFaultInOurStars_072,2.0,3.0,2.0,2.0,,3.0,2.4
TheFaultInOurStars_073,,3.0,2.0,1.0,,2.0,2.0
TheFaultInOurStars_074,,4.0,2.0,2.0,,3.0,2.75
TheFaultInOurStars_075,,2.0,2.0,2.0,3.0,2.0,2.2
TheFaultInOurStars_076,,,2.0,2.0,2.0,3.0,2.25
TheFaultInOurStars_077,2.0,2.0,2.0,2.0,3.0,3.0,2.3333333333333335
TheSpectacularNow_023,4.0,3.0,4.0,3.0,,2.0,3.2
TheSpectacularNow_068,3.0,4.0,3.0,2.0,3.0,,3.0
TheTheoryOfEverything_001,5.0,3.0,3.0,,4.0,3.0,3.6
TheTheoryOfEverything_003,,4.0,3.0,4.0,3.0,2.0,3.2
TheTheoryOfEverything_005,3.0,4.0,4.0,3.0,3.0,-3.0,2.3333333333333335
TheTheoryOfEverything_009,4.0,5.0,3.0,3.0,3.0,3.0,3.5
TheTheoryOfEverything_012,,3.0,3.0,4.0,,2.0,3.0
TheTheoryOfEverything_016,,4.0,3.0,3.0,,5.0,3.75
TheTheoryOfEverything_018,3.0,3.0,4.0,1.0,,,2.75
TheTheoryOfEverything_021,,4.0,3.0,0.0,,4.0,2.75
TheTheoryOfEverything_022,,4.0,,3.0,,3.0,3.3333333333333335
TheTheoryOfEverything_026,3.0,3.0,4.0,4.0,,3.0,3.4
TheTheoryOfEverything_030,2.0,4.0,3.0,4.0,,3.0,3.2
TheTheoryOfEverything_031,3.0,4.0,2.0,3.0,,4.0,3.2
TheTheoryOfEverything_034,,4.0,3.0,2.0,3.0,4.0,3.2
TheTheoryOfEverything_037,3.0,3.0,,3.0,,5.0,3.5
TheTheoryOfEverything_038,3.0,3.0,3.0,3.0,3.0,,3.0
TheTheoryOfEverything_039,,,3.0,4.0,3.0,3.0,3.25
TheTheoryOfEverything_040,,4.0,4.0,4.0,5.0,4.0,4.2
TheTheoryOfEverything_041,5.0,3.0,3.0,3.0,4.0,5.0,3.8333333333333335
TheTheoryOfEverything_042,2.0,3.0,3.0,5.0,,5.0,3.6
TheTheoryOfEverything_043,,3.0,3.0,3.0,,3.0,3.0
TheTheoryOfEverything_048,,4.0,4.0,,,3.0,3.6666666666666665
TheTheoryOfEverything_051,,,3.0,,,5.0,4.0
TheTheoryOfEverything_054,,3.0,4.0,4.0,2.0,3.0,3.2
TheTheoryOfEverything_057,,,4.0,2.0,,3.0,3.0
Wonder_120,3.0,3.0,3.0,3.0,,2.0,2.8
