timestamp,eda_level_real
2025-07-27T17:15:00.000+05:30,0.12
2025-07-27T17:16:00.000+05:30,0.12
2025-07-27T17:17:00.000+05:30,0.12
2025-07-27T17:18:00.000+05:30,0.12
2025-07-27T17:19:00.000+05:30,0.12
2025-07-27T17:20:00.000+05:30,0.12
2025-07-27T17:21:00.000+05:30,0.12
2025-07-27T17:22:00.000+05:30,0.12
2025-07-27T17:23:00.000+05:30,0.12
2025-07-27T17:24:00.000+05:30,0.12
2025-07-27T17:25:00.000+05:30,0.12
2025-07-27T17:26:00.000+05:30,0.12
2025-07-27T17:27:00.000+05:30,0.12
2025-07-27T17:28:00.000+05:30,0.12
2025-07-27T17:29:00.000+05:30,0.12
2025-07-27T17:30:00.000+05:30,0.12
2025-07-27T17:31:00.000+05:30,0.12
2025-07-27T17:32:00.000+05:30,0.12
2025-07-27T17:33:00.000+05:30,0.12
2025-07-27T17:34:00.000+05:30,0.12
2025-07-27T17:35:00.000+05:30,0.12
2025-07-27T17:36:00.000+05:30,0.12
2025-07-27T17:37:00.000+05:30,0.12
2025-07-27T17:38:00.000+05:30,0.12
2025-07-27T17:39:00.000+05:30,0.12
2025-07-27T17:40:00.000+05:30,0.12
2025-07-27T17:41:00.000+05:30,0.12
2025-07-27T17:42:00.000+05:30,0.12
2025-07-27T17:43:00.000+05:30,0.12
2025-07-27T17:44:00.000+05:30,0.12
2025-07-27T17:45:00.000+05:30,0.12
2025-07-27T17:46:00.000+05:30,0.12
2025-07-27T17:47:00.000+05:30,0.12
2025-07-27T17:48:00.000+05:30,0.12
2025-07-27T17:49:00.000+05:30,0.12
2025-07-27T17:50:00.000+05:30,0.12
2025-07-27T17:51:01.000+05:30,0.12
2025-07-27T17:52:00.000+05:30,0.12
2025-07-27T17:53:00.000+05:30,0.12
2025-07-27T17:54:00.000+05:30,0.12
2025-07-27T17:55:00.000+05:30,0.12
2025-07-27T17:56:00.000+05:30,0.12
2025-07-27T17:57:00.000+05:30,0.12
2025-07-27T17:58:00.000+05:30,0.12
2025-07-27T17:59:00.000+05:30,0.12
2025-07-27T18:00:00.000+05:30,0.12
2025-07-27T18:01:00.000+05:30,0.12
2025-07-27T18:02:00.000+05:30,0.13
2025-07-27T18:03:00.000+05:30,0.13
2025-07-27T18:04:00.000+05:30,0.13
2025-07-27T18:05:00.000+05:30,0.13
2025-07-27T18:06:00.000+05:30,0.13
2025-07-27T18:07:00.000+05:30,0.13
2025-07-27T18:08:00.000+05:30,0.13
2025-07-27T18:09:00.000+05:30,0.13
2025-07-27T18:10:00.000+05:30,0.13
2025-07-27T18:11:00.000+05:30,0.13
2025-07-27T18:12:00.000+05:30,0.13
2025-07-27T18:13:00.000+05:30,0.13
2025-07-27T18:14:00.000+05:30,0.13
2025-07-27T18:15:00.000+05:30,0.13
2025-07-27T18:16:00.000+05:30,0.13
2025-07-27T18:17:00.000+05:30,0.13
2025-07-27T18:18:00.000+05:30,0.13
2025-07-27T18:19:00.000+05:30,0.13
2025-07-27T18:20:00.000+05:30,0.13
2025-07-27T18:21:00.000+05:30,0.13
2025-07-27T18:22:00.000+05:30,0.13
2025-07-27T18:23:00.000+05:30,0.13
2025-07-27T18:24:00.000+05:30,0.13
2025-07-27T18:25:00.000+05:30,0.13
2025-07-27T18:26:00.000+05:30,0.13
2025-07-27T18:27:00.000+05:30,0.13
2025-07-27T18:28:00.000+05:30,0.13
2025-07-27T18:29:00.000+05:30,0.13
2025-07-27T18:30:00.000+05:30,0.13
2025-07-27T18:31:00.000+05:30,0.13
2025-07-27T18:32:00.000+05:30,0.13
2025-07-27T18:33:00.000+05:30,0.13
2025-07-27T18:34:00.000+05:30,0.13
2025-07-27T18:35:00.000+05:30,0.13
2025-07-27T18:36:00.000+05:30,0.13
2025-07-27T18:37:00.000+05:30,0.13
2025-07-27T18:38:00.000+05:30,0.13
2025-07-27T18:39:00.000+05:30,0.13
2025-07-27T18:40:00.000+05:30,0.13
2025-07-27T18:41:00.000+05:30,0.13
2025-07-27T18:42:00.000+05:30,0.13
2025-07-27T18:43:00.000+05:30,0.13
2025-07-27T18:44:00.000+05:30,0.14
2025-07-27T18:45:00.000+05:30,0.14
2025-07-27T18:46:00.000+05:30,0.14
2025-07-27T18:47:00.000+05:30,0.14
2025-07-27T18:48:00.000+05:30,0.14
2025-07-27T18:49:00.000+05:30,0.14
2025-07-27T18:50:01.000+05:30,0.14
2025-07-27T18:51:00.000+05:30,0.14
2025-07-27T18:52:00.000+05:30,0.14
2025-07-27T18:53:00.000+05:30,0.14
2025-07-27T18:54:00.000+05:30,0.14
2025-07-27T18:55:00.000+05:30,0.14
2025-07-27T18:56:00.000+05:30,0.14
2025-07-27T18:57:00.000+05:30,0.14
2025-07-27T18:58:00.000+05:30,0.14
2025-07-27T18:59:00.000+05:30,0.14
2025-07-27T19:00:00.000+05:30,0.14
2025-07-27T19:01:00.000+05:30,0.14
2025-07-27T19:02:00.000+05:30,0.14
2025-07-27T19:03:00.000+05:30,0.14
2025-07-27T19:04:00.000+05:30,0.14
2025-07-27T19:05:00.000+05:30,0.14
2025-07-27T19:06:00.000+05:30,0.14
2025-07-27T19:07:00.000+05:30,0.14
2025-07-27T19:08:00.000+05:30,0.14
2025-07-27T19:09:00.000+05:30,0.14
2025-07-27T19:10:00.000+05:30,0.14
2025-07-27T19:11:00.000+05:30,0.14
2025-07-27T19:12:00.000+05:30,0.14
2025-07-27T19:13:00.000+05:30,0.14
2025-07-27T19:14:00.000+05:30,0.14
2025-07-27T19:15:00.000+05:30,0.14
2025-07-27T19:16:00.000+05:30,0.14
2025-07-27T19:17:00.000+05:30,0.14
2025-07-27T19:18:00.000+05:30,0.14
2025-07-27T19:19:00.000+05:30,0.14
2025-07-27T19:20:00.000+05:30,0.14
2025-07-27T19:21:00.000+05:30,0.14
2025-07-27T19:22:00.000+05:30,0.14
2025-07-27T19:23:00.000+05:30,0.15
2025-07-27T19:24:00.000+05:30,0.15
2025-07-27T19:25:00.000+05:30,0.15
2025-07-27T19:26:00.000+05:30,0.15
2025-07-27T19:27:00.000+05:30,0.15
2025-07-27T19:28:00.000+05:30,0.15
2025-07-27T19:29:00.000+05:30,0.15
2025-07-27T19:30:00.000+05:30,0.15
2025-07-27T19:31:00.000+05:30,0.15
2025-07-27T19:32:00.000+05:30,0.15
2025-07-27T19:33:00.000+05:30,0.15
2025-07-27T19:34:00.000+05:30,0.15
2025-07-27T19:35:00.000+05:30,0.15
2025-07-27T19:36:00.000+05:30,0.15
2025-07-27T19:37:00.000+05:30,0.15
2025-07-27T19:38:00.000+05:30,0.15
2025-07-27T19:39:00.000+05:30,0.15
2025-07-27T19:40:00.000+05:30,0.15
2025-07-27T19:41:00.000+05:30,0.15
2025-07-27T19:42:00.000+05:30,0.15
2025-07-27T19:43:00.000+05:30,0.15
2025-07-27T19:44:00.000+05:30,0.15
2025-07-27T19:45:00.000+05:30,0.15
2025-07-27T19:46:00.000+05:30,0.15
2025-07-27T19:47:00.000+05:30,0.15
2025-07-27T19:48:00.000+05:30,0.15
2025-07-27T19:49:00.000+05:30,0.15
2025-07-27T19:50:00.000+05:30,0.15
2025-07-27T19:51:00.000+05:30,0.15
2025-07-27T19:52:00.000+05:30,0.15
2025-07-27T19:53:00.000+05:30,0.16
2025-07-27T19:54:00.000+05:30,0.16
2025-07-27T19:55:00.000+05:30,0.16
2025-07-27T19:56:00.000+05:30,0.16
2025-07-27T19:57:00.000+05:30,0.16
2025-07-27T19:58:00.000+05:30,0.16
2025-07-27T19:59:00.000+05:30,0.16
2025-07-27T20:00:00.000+05:30,0.16
2025-07-27T20:01:00.000+05:30,0.16
2025-07-27T20:02:00.000+05:30,0.16
2025-07-27T20:03:00.000+05:30,0.16
2025-07-27T20:04:00.000+05:30,0.16
2025-07-27T20:05:00.000+05:30,0.16
2025-07-27T20:06:00.000+05:30,0.16
2025-07-27T20:07:00.000+05:30,0.16
2025-07-27T20:08:00.000+05:30,0.16
2025-07-27T20:09:00.000+05:30,0.16
2025-07-27T20:10:00.000+05:30,0.16
2025-07-27T20:11:00.000+05:30,0.16
2025-07-27T20:12:00.000+05:30,0.16
2025-07-27T20:13:00.000+05:30,0.16
2025-07-27T20:14:00.000+05:30,0.16
2025-07-27T20:15:00.000+05:30,0.16
2025-07-27T20:16:00.000+05:30,0.16
2025-07-27T20:17:00.000+05:30,0.16
2025-07-27T20:18:00.000+05:30,0.16
2025-07-27T20:19:00.000+05:30,0.16
2025-07-27T20:20:00.000+05:30,0.16
2025-07-27T20:21:00.000+05:30,0.16
2025-07-27T20:22:00.000+05:30,0.16
2025-07-27T20:23:00.000+05:30,0.16
2025-07-27T20:24:00.000+05:30,0.16
2025-07-27T20:25:00.000+05:30,0.16
2025-07-27T20:26:00.000+05:30,0.17
2025-07-27T20:27:00.000+05:30,0.17
2025-07-27T20:28:00.000+05:30,0.17
2025-07-27T20:29:00.000+05:30,0.17
2025-07-27T20:30:00.000+05:30,0.17
2025-07-27T20:31:00.000+05:30,0.17
2025-07-27T20:32:00.000+05:30,0.17
2025-07-27T20:33:00.000+05:30,0.17
2025-07-27T20:34:00.000+05:30,0.17
2025-07-27T20:35:00.000+05:30,0.17
2025-07-27T20:36:00.000+05:30,0.17
2025-07-27T20:37:00.000+05:30,0.17
2025-07-27T20:38:00.000+05:30,0.17
2025-07-27T20:39:00.000+05:30,0.17
2025-07-27T20:40:00.000+05:30,0.17
2025-07-27T20:41:00.000+05:30,0.17
2025-07-27T20:42:00.000+05:30,0.17
2025-07-27T20:43:00.000+05:30,0.17
2025-07-27T20:44:00.000+05:30,0.17
2025-07-27T20:45:00.000+05:30,0.17
2025-07-27T20:46:00.000+05:30,0.17
2025-07-27T20:47:00.000+05:30,0.17
2025-07-27T20:48:00.000+05:30,0.17
2025-07-27T20:49:00.000+05:30,0.17
2025-07-27T20:50:00.000+05:30,0.17
2025-07-27T20:51:00.000+05:30,0.17
2025-07-27T20:52:00.000+05:30,0.17
2025-07-27T20:53:00.000+05:30,0.17
2025-07-27T20:54:00.000+05:30,0.18
2025-07-27T20:55:00.000+05:30,0.18
2025-07-27T20:56:00.000+05:30,0.18
2025-07-27T20:57:00.000+05:30,0.18
2025-07-27T20:58:00.000+05:30,0.18
2025-07-27T20:59:00.000+05:30,0.18
2025-07-27T21:00:00.000+05:30,0.18
2025-07-27T21:01:00.000+05:30,0.18
2025-07-27T21:02:00.000+05:30,0.18
2025-07-27T21:03:00.000+05:30,0.18
2025-07-27T21:04:00.000+05:30,0.18
2025-07-27T21:05:00.000+05:30,0.18
2025-07-27T21:06:00.000+05:30,0.18
2025-07-27T21:07:00.000+05:30,0.18
2025-07-27T21:08:00.000+05:30,0.18
2025-07-27T21:09:00.000+05:30,0.18
2025-07-27T21:10:00.000+05:30,0.18
2025-07-27T21:11:00.000+05:30,0.18
2025-07-27T21:12:00.000+05:30,0.18
2025-07-27T21:13:00.000+05:30,0.18
2025-07-27T21:14:00.000+05:30,0.18
2025-07-27T21:15:00.000+05:30,0.18
2025-07-27T21:16:00.000+05:30,0.18
2025-07-27T21:17:00.000+05:30,0.18
2025-07-27T21:18:00.000+05:30,0.18
2025-07-27T21:19:00.000+05:30,0.18
2025-07-27T21:20:00.000+05:30,0.18
2025-07-27T21:21:00.000+05:30,0.18
2025-07-27T21:22:00.000+05:30,0.18
2025-07-27T21:23:00.000+05:30,0.18
2025-07-27T21:24:00.000+05:30,0.18
2025-07-27T21:25:00.000+05:30,0.19
2025-07-27T21:26:00.000+05:30,0.19
2025-07-27T21:27:00.000+05:30,0.19
2025-07-27T21:28:00.000+05:30,0.19
2025-07-27T21:29:00.000+05:30,0.19
2025-07-27T21:30:00.000+05:30,0.19
2025-07-27T21:31:00.000+05:30,0.19
2025-07-27T21:32:00.000+05:30,0.19
2025-07-27T21:33:00.000+05:30,0.19
2025-07-27T21:34:00.000+05:30,0.19
2025-07-27T21:35:00.000+05:30,0.19
2025-07-27T21:36:00.000+05:30,0.19
2025-07-27T21:37:00.000+05:30,0.19
2025-07-27T21:38:00.000+05:30,0.19
2025-07-27T21:39:00.000+05:30,0.19
2025-07-27T21:40:00.000+05:30,0.19
2025-07-27T21:41:00.000+05:30,0.19
2025-07-27T21:42:00.000+05:30,0.19
2025-07-27T21:43:00.000+05:30,0.19
2025-07-27T21:44:00.000+05:30,0.19
2025-07-27T21:45:00.000+05:30,0.19
2025-07-27T21:46:00.000+05:30,0.19
2025-07-27T21:47:00.000+05:30,0.19
2025-07-27T21:48:00.000+05:30,0.2
2025-07-27T21:49:00.000+05:30,0.2
2025-07-27T21:50:00.000+05:30,0.2
2025-07-27T21:51:00.000+05:30,0.2
2025-07-27T21:52:00.000+05:30,0.2
2025-07-27T21:53:00.000+05:30,0.2
2025-07-27T21:54:00.000+05:30,0.2
2025-07-27T21:55:00.000+05:30,0.2
2025-07-27T21:56:00.000+05:30,0.2
2025-07-27T21:57:00.000+05:30,0.2
2025-07-27T21:58:00.000+05:30,0.2
2025-07-27T21:59:00.000+05:30,0.2
2025-07-27T22:00:00.000+05:30,0.2
2025-07-27T22:01:00.000+05:30,0.2
2025-07-27T22:02:00.000+05:30,0.2
2025-07-27T22:03:00.000+05:30,0.2
2025-07-27T22:04:00.000+05:30,0.2
2025-07-27T22:05:00.000+05:30,0.2
2025-07-27T22:06:00.000+05:30,0.2
2025-07-27T22:07:00.000+05:30,0.2
2025-07-27T22:08:00.000+05:30,0.2
2025-07-27T22:09:00.000+05:30,0.2
2025-07-27T22:10:00.000+05:30,0.2
2025-07-27T22:11:00.000+05:30,0.2
2025-07-27T22:12:00.000+05:30,0.2
2025-07-27T22:13:00.000+05:30,0.2
2025-07-27T22:14:00.000+05:30,0.2
2025-07-27T22:15:00.000+05:30,0.2
2025-07-27T22:16:00.000+05:30,0.2
2025-07-27T22:17:00.000+05:30,0.2
2025-07-27T22:18:00.000+05:30,0.2
2025-07-27T22:36:00.000+05:30,0.21
2025-07-27T22:37:00.000+05:30,0.21
2025-07-27T22:38:00.000+05:30,0.21
2025-07-27T22:39:00.000+05:30,0.21
2025-07-27T22:40:00.000+05:30,0.21
2025-07-27T22:41:00.000+05:30,0.21
2025-07-27T22:42:00.000+05:30,0.21
2025-07-27T22:43:00.000+05:30,0.21
2025-07-27T22:44:00.000+05:30,0.21
2025-07-27T22:45:00.000+05:30,0.21
2025-07-27T22:46:00.000+05:30,0.21
2025-07-27T22:47:00.000+05:30,0.21
2025-07-27T22:48:00.000+05:30,0.21
2025-07-27T22:49:00.000+05:30,0.21
2025-07-27T22:50:00.000+05:30,0.21
2025-07-27T22:51:00.000+05:30,0.21
2025-07-27T22:52:00.000+05:30,0.21
2025-07-27T22:53:00.000+05:30,0.21
2025-07-27T22:54:00.000+05:30,0.21
2025-07-27T22:55:00.000+05:30,0.21
2025-07-27T22:56:00.000+05:30,0.21
2025-07-27T22:57:00.000+05:30,0.21
2025-07-27T22:58:00.000+05:30,0.21
2025-07-27T22:59:00.000+05:30,0.21
2025-07-27T23:00:00.000+05:30,0.21
2025-07-27T23:01:00.000+05:30,0.21
2025-07-27T23:02:00.000+05:30,0.21
2025-07-27T23:03:00.000+05:30,0.21
2025-07-27T23:04:00.000+05:30,0.21
2025-07-27T23:05:00.000+05:30,0.21
2025-07-27T23:06:00.000+05:30,0.21
2025-07-27T23:07:00.000+05:30,0.21
2025-07-27T23:08:00.000+05:30,0.21
2025-07-27T23:09:00.000+05:30,0.21
2025-07-27T23:10:00.000+05:30,0.21
2025-07-27T23:11:00.000+05:30,0.21
2025-07-27T23:12:00.000+05:30,0.21
2025-07-27T23:13:00.000+05:30,0.21
2025-07-27T23:14:00.000+05:30,0.21
2025-07-27T23:15:00.000+05:30,0.21
2025-07-27T23:16:00.000+05:30,0.21
2025-07-27T23:17:00.000+05:30,0.21
2025-07-27T23:18:00.000+05:30,0.21
2025-07-27T23:19:00.000+05:30,0.21
2025-07-27T23:20:00.000+05:30,0.21
2025-07-27T23:21:00.000+05:30,0.21
2025-07-27T23:22:00.000+05:30,0.21
2025-07-27T23:23:00.000+05:30,0.21
2025-07-27T23:24:00.000+05:30,0.21
2025-07-27T23:25:00.000+05:30,0.21
2025-07-27T23:26:00.000+05:30,0.21
2025-07-27T23:27:00.000+05:30,0.21
2025-07-27T23:28:00.000+05:30,0.21
2025-07-27T23:29:00.000+05:30,0.21
2025-07-27T23:30:00.000+05:30,0.21
2025-07-27T23:31:00.000+05:30,0.21
2025-07-27T23:32:00.000+05:30,0.21
2025-07-27T23:33:00.000+05:30,0.21
2025-07-27T23:34:00.000+05:30,0.22
2025-07-27T23:35:00.000+05:30,0.22
2025-07-27T23:36:00.000+05:30,0.22
2025-07-27T23:37:00.000+05:30,0.22
2025-07-27T23:38:00.000+05:30,0.22
2025-07-27T23:39:00.000+05:30,0.22
2025-07-27T23:40:00.000+05:30,0.22
2025-07-27T23:41:00.000+05:30,0.22
2025-07-27T23:42:00.000+05:30,0.22
2025-07-27T23:43:00.000+05:30,0.22
2025-07-27T23:44:00.000+05:30,0.22
2025-07-27T23:45:00.000+05:30,0.22
2025-07-27T23:46:00.000+05:30,0.22
2025-07-27T23:47:00.000+05:30,0.22
2025-07-27T23:48:00.000+05:30,0.22
2025-07-27T23:49:00.000+05:30,0.22
2025-07-27T23:50:00.000+05:30,0.22
2025-07-27T23:51:00.000+05:30,0.22
2025-07-27T23:52:00.000+05:30,0.22
2025-07-27T23:53:00.000+05:30,0.22
2025-07-27T23:54:00.000+05:30,0.22
2025-07-27T23:55:00.000+05:30,0.22
2025-07-27T23:56:00.000+05:30,0.22
2025-07-27T23:57:00.000+05:30,0.22
2025-07-27T23:58:00.000+05:30,0.22
2025-07-27T23:59:00.000+05:30,0.22
2025-07-28T00:00:00.000+05:30,0.22
2025-07-28T00:01:00.000+05:30,0.22
2025-07-28T00:02:00.000+05:30,0.22
2025-07-28T00:03:00.000+05:30,0.22
2025-07-28T00:04:00.000+05:30,0.22
2025-07-28T00:05:00.000+05:30,0.22
2025-07-28T00:06:00.000+05:30,0.22
2025-07-28T00:07:00.000+05:30,0.22
2025-07-28T00:08:01.000+05:30,0.22
2025-07-28T00:09:00.000+05:30,0.22
2025-07-28T00:10:00.000+05:30,0.22
2025-07-28T00:11:00.000+05:30,0.22
2025-07-28T00:12:00.000+05:30,0.22
2025-07-28T00:13:00.000+05:30,0.22
2025-07-28T00:14:00.000+05:30,0.22
2025-07-28T00:15:00.000+05:30,0.22
2025-07-28T00:16:00.000+05:30,0.22
2025-07-28T00:17:00.000+05:30,0.22
2025-07-28T00:18:00.000+05:30,0.22
2025-07-28T00:19:00.000+05:30,0.22
2025-07-28T00:20:00.000+05:30,0.22
2025-07-28T00:21:00.000+05:30,0.22
2025-07-28T00:22:00.000+05:30,0.22
2025-07-28T00:23:00.000+05:30,0.22
2025-07-28T00:24:00.000+05:30,0.22
2025-07-28T00:25:00.000+05:30,0.22
2025-07-28T00:26:00.000+05:30,0.22
2025-07-28T00:27:00.000+05:30,0.23
2025-07-28T00:28:00.000+05:30,0.23
2025-07-28T00:29:00.000+05:30,0.23
2025-07-28T00:30:00.000+05:30,0.23
2025-07-28T00:31:00.000+05:30,0.23
2025-07-28T00:32:00.000+05:30,0.23
2025-07-28T00:33:00.000+05:30,0.23
2025-07-28T00:34:00.000+05:30,0.23
2025-07-28T00:35:00.000+05:30,0.23
2025-07-28T00:36:00.000+05:30,0.23
2025-07-28T00:37:00.000+05:30,0.23
2025-07-28T00:38:00.000+05:30,0.23
2025-07-28T00:39:00.000+05:30,0.23
2025-07-28T00:40:00.000+05:30,0.23
2025-07-28T00:41:00.000+05:30,0.23
2025-07-28T00:42:00.000+05:30,0.23
2025-07-28T00:43:00.000+05:30,0.23
2025-07-28T00:44:00.000+05:30,0.23
2025-07-28T00:45:00.000+05:30,0.23
2025-07-28T00:46:00.000+05:30,0.23
2025-07-28T00:47:00.000+05:30,0.23
2025-07-28T00:48:00.000+05:30,0.23
2025-07-28T00:49:00.000+05:30,0.23
2025-07-28T00:50:00.000+05:30,0.23
2025-07-28T00:51:00.000+05:30,0.23
2025-07-28T00:52:00.000+05:30,0.23
2025-07-28T00:53:00.000+05:30,0.23
2025-07-28T00:54:00.000+05:30,0.23
2025-07-28T00:55:00.000+05:30,0.23
2025-07-28T00:56:00.000+05:30,0.23
2025-07-28T00:57:00.000+05:30,0.24
2025-07-28T00:58:00.000+05:30,0.24
2025-07-28T00:59:00.000+05:30,0.23
2025-07-28T01:00:00.000+05:30,0.23
2025-07-28T01:01:00.000+05:30,0.23
2025-07-28T01:02:00.000+05:30,0.23
2025-07-28T01:03:00.000+05:30,0.23
2025-07-28T01:04:00.000+05:30,0.23
2025-07-28T01:05:00.000+05:30,0.23
2025-07-28T19:21:00.000+05:30,0.11
2025-07-28T19:22:00.000+05:30,0.11
2025-07-28T19:23:00.000+05:30,0.11
2025-07-28T19:24:00.000+05:30,0.11
2025-07-28T19:25:00.000+05:30,0.11
2025-07-28T19:26:01.000+05:30,0.11
2025-07-28T19:27:00.000+05:30,0.11
2025-07-28T19:28:00.000+05:30,0.11
2025-07-28T19:29:00.000+05:30,0.11
2025-07-28T19:30:00.000+05:30,0.11
2025-07-28T19:31:00.000+05:30,0.11
2025-07-28T19:32:00.000+05:30,0.11
2025-07-28T19:33:00.000+05:30,0.11
2025-07-28T19:34:00.000+05:30,0.11
2025-07-28T19:35:00.000+05:30,0.11
2025-07-28T19:36:00.000+05:30,0.11
2025-07-28T19:37:00.000+05:30,0.11
2025-07-28T19:38:00.000+05:30,0.11
2025-07-28T19:39:00.000+05:30,0.11
2025-07-28T19:40:00.000+05:30,0.11
2025-07-28T19:41:00.000+05:30,0.11
2025-07-28T19:42:00.000+05:30,0.11
2025-07-28T19:43:00.000+05:30,0.11
2025-07-28T19:44:00.000+05:30,0.11
2025-07-28T19:45:00.000+05:30,0.11
2025-07-28T19:46:00.000+05:30,0.12
2025-07-28T19:47:00.000+05:30,0.12
2025-07-28T19:48:00.000+05:30,0.12
2025-07-28T19:49:00.000+05:30,0.12
2025-07-28T19:50:00.000+05:30,0.12
2025-07-28T19:51:00.000+05:30,0.12
2025-07-28T19:52:00.000+05:30,0.12
2025-07-28T19:53:00.000+05:30,0.12
2025-07-28T19:54:00.000+05:30,0.12
2025-07-28T19:55:00.000+05:30,0.12
2025-07-28T19:56:00.000+05:30,0.12
2025-07-28T19:57:00.000+05:30,0.12
2025-07-28T19:58:00.000+05:30,0.12
2025-07-28T19:59:00.000+05:30,0.12
2025-07-28T20:00:00.000+05:30,0.12
2025-07-28T20:01:00.000+05:30,0.12
2025-07-28T20:02:00.000+05:30,0.12
2025-07-28T20:03:00.000+05:30,0.12
2025-07-28T20:04:00.000+05:30,0.12
2025-07-28T20:05:00.000+05:30,0.12
2025-07-28T20:06:00.000+05:30,0.12
2025-07-28T20:07:00.000+05:30,0.12
2025-07-28T20:08:00.000+05:30,0.12
2025-07-28T20:09:00.000+05:30,0.12
2025-07-28T20:10:00.000+05:30,0.12
2025-07-28T20:11:00.000+05:30,0.12
2025-07-28T20:12:00.000+05:30,0.12
2025-07-28T20:13:00.000+05:30,0.12
2025-07-28T20:14:00.000+05:30,0.12
2025-07-28T20:15:00.000+05:30,0.12
2025-07-28T20:16:00.000+05:30,0.12
2025-07-28T20:17:00.000+05:30,0.12
2025-07-28T20:18:00.000+05:30,0.12
2025-07-28T20:19:00.000+05:30,0.12
2025-07-28T20:20:00.000+05:30,0.12
2025-07-28T20:21:00.000+05:30,0.12
2025-07-28T20:22:00.000+05:30,0.12
2025-07-28T20:23:00.000+05:30,0.12
2025-07-28T20:24:00.000+05:30,0.12
2025-07-28T20:25:00.000+05:30,0.12
2025-07-28T20:26:00.000+05:30,0.12
2025-07-28T20:27:00.000+05:30,0.12
2025-07-28T20:28:00.000+05:30,0.12
2025-07-28T20:29:00.000+05:30,0.12
2025-07-28T20:30:00.000+05:30,0.12
2025-07-28T20:31:00.000+05:30,0.12
2025-07-28T20:32:00.000+05:30,0.12
2025-07-28T20:33:00.000+05:30,0.12
2025-07-28T20:34:00.000+05:30,0.12
2025-07-28T20:35:01.000+05:30,0.12
2025-07-28T20:36:00.000+05:30,0.12
2025-07-28T20:37:00.000+05:30,0.12
2025-07-28T20:38:00.000+05:30,0.12
2025-07-28T20:39:00.000+05:30,0.12
2025-07-28T20:40:00.000+05:30,0.12
2025-07-28T20:41:00.000+05:30,0.12
2025-07-28T20:42:00.000+05:30,0.12
2025-07-28T20:43:00.000+05:30,0.12
2025-07-28T20:44:00.000+05:30,0.12
2025-07-28T20:45:00.000+05:30,0.12
2025-07-28T20:46:00.000+05:30,0.12
2025-07-28T20:47:00.000+05:30,0.12
2025-07-28T20:48:00.000+05:30,0.12
2025-07-28T20:49:00.000+05:30,0.12
2025-07-28T20:50:00.000+05:30,0.12
2025-07-28T20:51:00.000+05:30,0.12
2025-07-28T20:52:00.000+05:30,0.12
2025-07-28T20:53:00.000+05:30,0.12
2025-07-28T20:54:00.000+05:30,0.12
2025-07-28T20:55:00.000+05:30,0.12
