clip_id,Nishant,ajaycc17,aritra,debjit2001,pranjal123,sayantankuila,avg_inferred_arousal
TheBlindSide_004,3.0,2.0,2.0,2.0,,3.0,2.4
TheBlindSide_005,,3.0,2.0,2.0,2.0,3.0,2.4
TheBlindSide_006,2.0,3.0,2.0,2.0,2.0,2.0,2.1666666666666665
TheBlindSide_007,,3.0,3.0,2.0,2.0,3.0,2.6
TheBlindSide_008,2.0,4.0,2.0,2.0,3.0,3.0,2.6666666666666665
TheBlindSide_009,3.0,3.0,2.0,2.0,,3.0,2.6
TheBlindSide_010,,3.0,2.0,3.0,2.0,2.0,2.4
TheBlindSide_011,3.0,2.0,,3.0,2.0,3.0,2.6
TheBlindSide_012,,3.0,2.0,2.0,2.0,2.0,2.2
TheBlindSide_013,3.0,3.0,2.0,3.0,,2.0,2.6
TheBlindSide_014,2.0,3.0,2.0,3.0,,2.0,2.4
TheBlindSide_015,2.0,3.0,2.0,2.0,2.0,3.0,2.3333333333333335
TheBlindSide_016,3.0,3.0,2.0,3.0,2.0,3.0,2.6666666666666665
TheBlindSide_017,3.0,2.0,2.0,2.0,3.0,3.0,2.5
TheBlindSide_018,2.0,3.0,2.0,3.0,2.0,2.0,2.3333333333333335
TheBlindSide_019,,3.0,3.0,3.0,,2.0,2.75
TheBlindSide_020,,2.0,3.0,3.0,,3.0,2.75
TheBlindSide_021,2.0,3.0,2.0,2.0,2.0,3.0,2.3333333333333335
TheBlindSide_022,2.0,2.0,2.0,2.0,2.0,3.0,2.1666666666666665
TheBlindSide_024,,3.0,,2.0,,4.0,3.0
TheBlindSide_025,,2.0,2.0,3.0,2.0,3.0,2.4
TheBlindSide_027,2.0,3.0,2.0,2.0,2.0,4.0,2.5
TheBlindSide_028,2.0,3.0,2.0,2.0,,2.0,2.2
TheBlindSide_029,2.0,,3.0,3.0,2.0,3.0,2.6
TheBlindSide_031,,2.0,3.0,2.0,3.0,2.0,2.4
TheBlindSide_032,,2.0,2.0,2.0,2.0,3.0,2.2
TheBlindSide_033,2.0,3.0,3.0,3.0,2.0,3.0,2.6666666666666665
TheBlindSide_034,,3.0,2.0,2.0,,2.0,2.25
TheBlindSide_035,2.0,3.0,3.0,2.0,2.0,3.0,2.5
TheBlindSide_036,2.0,3.0,2.0,2.0,,2.0,2.2
TheBlindSide_037,,3.0,3.0,2.0,2.0,3.0,2.6
TheBlindSide_038,3.0,2.0,2.0,2.0,2.0,2.0,2.1666666666666665
TheBlindSide_039,,,4.0,2.0,,3.0,3.0
TheBlindSide_040,,2.0,2.0,2.0,3.0,2.0,2.2
TheBlindSide_041,,3.0,2.0,2.0,,3.0,2.5
TheBlindSide_042,2.0,,2.0,4.0,,4.0,3.0
TheBlindSide_043,,,2.0,2.0,,3.0,2.3333333333333335
TheBlindSide_044,5.0,3.0,3.0,5.0,,4.0,4.0
TheBlindSide_045,3.0,4.0,3.0,4.0,,4.0,3.6
TheBlindSide_046,,4.0,,3.0,,5.0,4.0
TheBlindSide_049,2.0,5.0,5.0,3.0,,3.0,3.6
TheBlindSide_050,3.0,2.0,4.0,,4.0,4.0,3.4
TheBlindSide_052,3.0,,3.0,4.0,4.0,3.0,3.4
TheBlindSide_053,2.0,3.0,4.0,3.0,3.0,3.0,3.0
TheBlindSide_054,2.0,,2.0,5.0,3.0,3.0,3.0
TheBlindSide_055,,4.0,3.0,4.0,5.0,5.0,4.2
TheBlindSide_056,,4.0,5.0,4.0,,4.0,4.25
TheBlindSide_057,,5.0,4.0,,5.0,5.0,4.75
TheBlindSide_058,,,2.0,4.0,,3.0,3.0
TheBlindSide_059,,3.0,3.0,4.0,,5.0,3.75
TheBlindSide_060,4.0,4.0,4.0,3.0,,4.0,3.8
TheBlindSide_061,2.0,5.0,3.0,3.0,4.0,3.5,3.4166666666666665
TheBlindSide_062,,,3.0,,4.0,3.0,3.3333333333333335
TheBlindSide_063,2.0,2.0,4.0,2.0,,3.0,2.6
TheBlindSide_064,,3.0,2.0,3.0,,4.0,3.0
TheBlindSide_065,,,3.0,4.0,5.0,3.0,3.75
TheBlindSide_066,,5.0,3.0,,,2.0,3.3333333333333335
TheBlindSide_067,4.0,4.0,3.46,3.0,,3.0,3.492
TheBlindSide_068,4.0,,5.0,5.0,4.0,5.0,4.6
TheBlindSide_069,,5.0,5.0,3.0,4.0,2.0,3.8
TheBlindSide_071,5.0,2.0,3.0,3.0,,2.0,3.0
TheBlindSide_072,3.0,4.0,3.5,2.0,3.0,3.0,3.0833333333333335
TheBlindSide_073,,4.0,4.0,3.0,,3.0,3.5
TheBlindSide_075,5.0,4.0,3.0,2.0,5.0,4.0,3.8333333333333335
TheBlindSide_076,4.0,4.0,2.0,4.0,,3.0,3.4
TheBlindSide_077,,4.0,2.0,3.0,,5.0,3.5
TheBlindSide_078,3.0,3.0,3.0,5.0,5.0,4.0,3.8333333333333335
TheBlindSide_079,3.0,5.0,3.0,4.0,4.0,4.0,3.8333333333333335
TheBlindSide_080,3.0,4.0,4.0,3.0,4.0,3.0,3.5
TheBlindSide_081,,4.0,3.0,,,3.0,3.3333333333333335
TheBlindSide_082,2.0,4.0,4.0,5.0,,5.0,4.0
TheBlindSide_083,,3.0,4.0,3.0,,3.0,3.25
TheBlindSide_084,3.0,4.0,4.0,4.0,5.0,2.0,3.6666666666666665
TheBlindSide_085,4.0,4.0,5.0,3.0,,3.0,3.8
TheBlindSide_086,4.0,,5.0,3.0,,3.0,3.75
TheBlindSide_087,,3.0,5.0,3.0,,3.0,3.5
TheBlindSide_088,,5.0,5.0,3.0,5.0,4.0,4.4
TheBlindSide_089,4.0,4.0,3.0,4.0,2.0,4.0,3.5
TheBlindSide_091,,5.0,4.0,4.0,3.0,4.0,4.0
TheBlindSide_092,3.0,3.0,5.0,,3.0,3.0,3.4
TheBlindSide_093,3.31,4.0,2.0,2.0,,4.0,3.0620000000000003
TheFaultInOurStars_000,3.0,3.0,3.0,3.0,,2.0,2.8
TheFaultInOurStars_001,2.0,3.0,3.0,3.0,3.0,4.0,3.0
TheFaultInOurStars_002,,3.0,4.0,4.0,,3.0,3.5
TheFaultInOurStars_003,3.0,3.0,4.0,2.0,3.0,3.0,3.0
TheFaultInOurStars_004,,2.0,2.0,3.0,5.0,2.0,2.8
TheFaultInOurStars_005,4.0,,4.0,3.0,,1.5,3.125
TheFaultInOurStars_006,,3.0,,,,3.0,3.0
TheFaultInOurStars_007,,1.0,2.0,4.0,5.0,4.0,3.2
TheFaultInOurStars_008,2.0,3.0,4.0,2.0,2.0,3.0,2.6666666666666665
TheFaultInOurStars_009,,1.0,3.0,2.0,,3.0,2.25
TheFaultInOurStars_010,,4.0,3.0,2.0,4.0,4.0,3.4
TheFaultInOurStars_011,,3.0,,2.0,2.0,,2.3333333333333335
TheFaultInOurStars_012,3.0,3.0,,,2.0,3.0,2.75
TheFaultInOurStars_013,,,3.0,3.0,,4.0,3.3333333333333335
TheFaultInOurStars_014,3.0,3.0,2.0,2.0,3.0,3.0,2.6666666666666665
TheFaultInOurStars_015,,3.0,3.0,2.0,,3.0,2.75
TheFaultInOurStars_016,4.0,3.0,4.0,3.0,,3.0,3.4
TheFaultInOurStars_017,4.0,3.0,2.0,3.0,2.0,3.0,2.8333333333333335
TheFaultInOurStars_018,,,2.0,3.0,,,2.5
TheFaultInOurStars_019,,,3.0,3.0,3.0,2.0,2.75
TheFaultInOurStars_020,,4.0,4.0,2.0,3.0,2.0,3.0
TheFaultInOurStars_021,3.0,3.0,4.0,4.0,3.0,3.0,3.3333333333333335
TheFaultInOurStars_022,,3.0,3.0,3.0,,3.0,3.0
TheFaultInOurStars_023,2.0,3.0,3.0,3.0,,4.0,3.0
TheFaultInOurStars_024,,3.0,4.0,3.0,2.0,3.0,3.0
TheFaultInOurStars_025,3.0,4.0,3.0,4.0,,2.0,3.2
TheFaultInOurStars_026,3.0,2.0,4.0,3.0,2.0,3.0,2.8333333333333335
TheFaultInOurStars_027,2.0,4.0,3.0,4.0,,4.0,3.4
TheFaultInOurStars_028,2.0,2.0,3.0,2.0,,4.0,2.6
TheFaultInOurStars_029,3.0,3.0,,3.0,4.0,3.0,3.2
TheFaultInOurStars_030,,2.0,3.0,3.0,3.0,2.0,2.6
TheFaultInOurStars_031,1.0,3.0,,4.0,3.0,2.0,2.6
TheFaultInOurStars_032,,4.0,4.0,3.0,2.0,2.0,3.0
TheFaultInOurStars_033,3.0,2.0,,,,3.0,2.6666666666666665
TheFaultInOurStars_034,3.0,,2.0,4.0,,3.0,3.0
TheFaultInOurStars_035,2.0,3.0,3.0,2.0,,2.0,2.4
TheFaultInOurStars_036,,4.0,3.0,3.0,2.0,1.0,2.6
TheFaultInOurStars_037,2.0,3.0,2.0,2.0,4.0,2.0,2.5
TheFaultInOurStars_038,,,4.0,2.0,,4.0,3.3333333333333335
TheFaultInOurStars_039,3.0,2.0,2.0,4.0,,3.0,2.8
TheFaultInOurStars_040,3.0,3.0,,1.0,,3.0,2.5
TheFaultInOurStars_041,2.0,3.0,,4.0,4.0,2.0,3.0
TheFaultInOurStars_042,,3.0,4.0,4.0,,,3.6666666666666665
TheFaultInOurStars_043,,3.0,3.0,3.0,,,3.0
TheFaultInOurStars_044,2.33,3.0,3.0,,,,2.776666666666667
TheFaultInOurStars_045,3.0,4.0,2.0,3.0,2.0,4.0,3.0
TheFaultInOurStars_046,3.0,2.0,4.0,3.0,3.0,2.0,2.8333333333333335
TheFaultInOurStars_048,,5.0,2.0,2.0,4.0,3.0,3.2
TheFaultInOurStars_049,2.0,4.0,3.0,4.0,3.0,2.0,3.0
TheFaultInOurStars_050,3.0,4.0,3.0,4.0,,2.0,3.2
TheFaultInOurStars_051,4.0,4.0,3.0,2.0,3.0,3.0,3.1666666666666665
TheFaultInOurStars_052,,2.0,3.0,2.0,,4.0,2.75
TheFaultInOurStars_053,4.0,3.0,2.0,2.0,,2.0,2.6
TheFaultInOurStars_054,2.0,3.0,3.0,2.0,3.0,4.0,2.8333333333333335
TheFaultInOurStars_055,4.0,2.0,3.0,4.0,,4.0,3.4
TheFaultInOurStars_056,,3.0,4.0,2.0,3.0,2.0,2.8
TheFaultInOurStars_057,,3.0,5.0,3.0,,3.0,3.5
TheFaultInOurStars_058,1.0,,2.0,5.0,,3.0,2.75
TheFaultInOurStars_059,,4.0,3.0,3.0,,3.0,3.25
TheFaultInOurStars_060,3.0,4.0,3.0,3.0,2.0,3.0,3.0
TheFaultInOurStars_061,,4.0,4.0,2.0,,3.0,3.25
TheFaultInOurStars_062,1.0,2.0,4.0,2.0,1.0,2.0,2.0
TheFaultInOurStars_063,3.0,3.0,3.0,3.0,,4.0,3.2
TheFaultInOurStars_064,3.0,3.0,3.0,3.0,,3.0,3.0
TheFaultInOurStars_065,2.0,2.0,4.0,,,3.0,2.75
TheFaultInOurStars_066,2.0,3.0,4.0,3.0,4.0,1.0,2.8333333333333335
TheFaultInOurStars_067,,,3.0,3.0,2.0,3.0,2.75
TheFaultInOurStars_068,,2.0,2.0,,2.0,2.0,2.0
TheFaultInOurStars_069,3.0,,2.0,3.0,,2.5,2.625
TheFaultInOurStars_070,,2.0,3.0,2.0,4.0,3.0,2.8
TheFaultInOurStars_071,,,3.0,4.0,,2.0,3.0
TheFaultInOurStars_072,3.0,3.0,2.0,1.0,,4.0,2.6
TheFaultInOurStars_073,,4.0,2.0,1.0,,3.0,2.5
TheFaultInOurStars_074,,4.0,3.0,3.0,,3.0,3.25
TheFaultInOurStars_075,,3.0,2.0,2.0,3.0,3.0,2.6
TheFaultInOurStars_076,,,3.0,2.0,2.0,2.0,2.25
TheFaultInOurStars_077,2.0,4.0,3.0,3.0,3.0,2.0,2.8333333333333335
TheSpectacularNow_023,4.0,3.0,4.0,4.0,,3.0,3.6
TheSpectacularNow_068,4.0,4.0,4.0,4.0,3.0,,3.8
TheTheoryOfEverything_001,5.0,3.0,3.0,,4.0,2.0,3.4
TheTheoryOfEverything_003,,5.0,3.0,5.0,3.0,3.0,3.8
TheTheoryOfEverything_005,3.0,4.0,3.0,2.0,2.0,-1.0,2.1666666666666665
TheTheoryOfEverything_009,3.0,5.0,3.0,2.0,3.0,4.0,3.3333333333333335
TheTheoryOfEverything_012,,3.0,3.0,3.0,,3.0,3.0
TheTheoryOfEverything_016,,3.0,3.0,2.0,,5.0,3.25
TheTheoryOfEverything_018,2.0,3.0,4.0,3.0,,,3.0
TheTheoryOfEverything_021,,3.0,3.0,3.0,,3.0,3.0
TheTheoryOfEverything_022,,5.0,,3.0,,4.0,4.0
TheTheoryOfEverything_026,4.0,4.0,3.5,3.0,,3.0,3.5
TheTheoryOfEverything_030,4.0,5.0,3.0,3.0,,4.0,3.8
TheTheoryOfEverything_031,4.0,4.0,2.0,3.0,,4.0,3.4
TheTheoryOfEverything_034,,5.0,2.0,2.0,3.0,4.0,3.2
TheTheoryOfEverything_037,3.0,3.0,,4.0,,4.0,3.5
TheTheoryOfEverything_038,2.0,3.0,4.0,2.0,3.0,,2.8
TheTheoryOfEverything_039,,,3.0,4.0,2.0,3.0,3.0
TheTheoryOfEverything_040,3.0,3.0,3.0,3.0,4.0,5.0,3.5
TheTheoryOfEverything_041,4.0,4.0,3.0,3.0,3.0,5.0,3.6666666666666665
TheTheoryOfEverything_042,2.0,3.0,3.0,5.0,,4.0,3.4
TheTheoryOfEverything_043,,4.0,3.0,3.0,,3.0,3.25
TheTheoryOfEverything_048,,4.0,4.0,,,3.0,3.6666666666666665
TheTheoryOfEverything_051,,,2.0,,,4.0,3.0
TheTheoryOfEverything_054,,4.0,4.0,3.0,4.0,4.0,3.8
TheTheoryOfEverything_057,,,2.0,2.0,,4.0,2.6666666666666665
Wonder_120,3.0,3.0,2.0,3.0,,3.0,2.8
