timestamp,eda level real micro siemens,eda slope real micro siemens per minute,scr detection count,leads contact count,minimum i ohms,maximum i ohms,median i ohms,minimum q ohms,maximum q ohms,median q ohms,data source
2025-07-27T07:37:00Z,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T07:38:00Z,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T07:59:00Z,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:00:00Z,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:01:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:02:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:03:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:04:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:05:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:06:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:07:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:08:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:09:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:10:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T08:11:00Z,0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:19:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:20:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:21:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:22:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:23:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:24:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:25:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:26:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:27:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:28:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:29:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:30:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:31:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:32:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:33:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:34:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:35:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:36:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:37:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:38:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:39:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:40:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:41:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:42:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:43:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:44:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:45:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:46:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:47:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:48:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:49:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:50:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:51:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:52:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:53:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:54:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:55:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:56:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:57:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:58:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T11:59:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:00:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:01:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:02:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:03:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:04:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:05:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:06:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:07:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:08:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:09:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:10:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:11:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:12:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:13:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:14:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:15:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:16:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:17:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:18:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:19:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:20:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:21:01Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:22:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:23:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:24:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:25:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:26:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:27:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:28:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:29:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:30:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:31:00Z,0.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:32:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:33:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:34:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:35:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:36:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:37:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:38:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:39:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:40:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:41:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:42:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:43:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:44:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:45:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:46:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:47:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:48:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:49:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:50:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:51:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:52:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:53:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:54:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:55:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:56:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:57:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:58:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T12:59:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:00:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:01:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:02:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:03:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:04:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:05:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:06:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:07:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:08:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:09:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:10:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:11:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:12:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:13:00Z,0.13,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:14:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:15:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:16:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:17:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:18:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:19:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:20:01Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:21:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:22:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:23:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:24:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:25:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:26:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:27:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:28:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:29:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:30:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:31:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:32:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:33:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:34:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:35:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:36:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:37:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:38:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:39:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:40:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:41:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:42:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:43:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:44:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:45:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:46:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:47:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:48:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:49:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:50:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:51:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:52:00Z,0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:53:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:54:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:55:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:56:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:57:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:58:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T13:59:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:00:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:01:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:02:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:03:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:04:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:05:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:06:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:07:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:08:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:09:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:10:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:11:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:12:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:13:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:14:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:15:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:16:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:17:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:18:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:19:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:20:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:21:00Z,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:22:00Z,0.15,0.0,0,96,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:23:00Z,0.16,0.0,0,190,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:24:00Z,0.16,0.0,0,237,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:25:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:26:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:27:00Z,0.16,0.0,0,254,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:28:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:29:00Z,0.16,0.0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:30:00Z,0.16,0.0,0,249,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:31:00Z,0.16,0.0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:32:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:33:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:34:00Z,0.16,0.0,0,244,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:35:00Z,0.16,0.0,0,253,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:36:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:37:00Z,0.16,0.0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:38:00Z,0.16,0.0,0,250,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:39:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:40:00Z,0.16,0.0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:41:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:42:00Z,0.16,0.0,0,253,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:43:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
2025-07-27T14:44:00Z,0.16,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0.0,Fitbit App
