timestamp,heart rate zone type,kcal,data source
2025-03-25T08:17:00Z,LIGHT,4.568436,Fitbit App
2025-03-25T08:18:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:19:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:20:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:21:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:22:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:23:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:24:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:25:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:26:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:27:00Z,LIGHT,4.80888,Fitbit App
2025-03-25T08:28:00Z,LIGHT,3.8471040000000003,Fitbit App
2025-03-25T08:29:00Z,LIGHT,5.049324,Fitbit App
2025-03-25T08:30:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:31:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T08:32:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T08:33:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:34:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:35:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:36:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:37:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:38:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:39:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:40:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:41:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T08:42:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:43:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:44:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:45:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:46:00Z,LIGHT,1.80333,Fitbit App
2025-03-25T08:47:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:48:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T08:49:00Z,LIGHT,1.80333,Fitbit App
2025-03-25T08:50:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:51:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T08:52:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T08:53:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:54:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:55:00Z,LIGHT,1.80333,Fitbit App
2025-03-25T08:56:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:57:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:58:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T08:59:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:00:00Z,LIGHT,1.80333,Fitbit App
2025-03-25T09:01:00Z,LIGHT,1.80333,Fitbit App
2025-03-25T09:02:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:03:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:04:00Z,LIGHT,1.80333,Fitbit App
2025-03-25T09:05:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:06:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:07:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:08:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:09:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:10:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:11:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:12:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:13:00Z,LIGHT,1.683108,Fitbit App
2025-03-25T09:14:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:15:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:16:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:17:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:18:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:19:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:20:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:21:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:22:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:23:00Z,LIGHT,3.1257720000000004,Fitbit App
2025-03-25T09:24:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:25:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:26:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:27:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T09:28:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:29:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:30:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:31:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:32:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:33:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:34:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:35:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:36:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:37:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:38:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:39:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:40:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:41:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T09:42:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T09:43:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:44:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:45:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:46:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:47:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:48:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:49:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:50:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:51:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:52:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:53:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:54:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T09:55:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:56:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:57:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T09:58:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T09:59:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:00:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T10:01:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:02:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:03:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T10:04:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T10:05:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:06:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T10:07:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:08:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:09:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:10:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T10:11:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:12:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:13:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:14:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:15:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:16:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:17:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:18:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T10:19:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T10:20:00Z,LIGHT,3.1257720000000004,Fitbit App
2025-03-25T10:21:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T10:22:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:23:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:24:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:25:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:26:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:27:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:28:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:29:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:30:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:31:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:32:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:33:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:34:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:35:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:36:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:37:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:38:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:39:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:40:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T10:41:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:42:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:43:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:44:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:45:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:46:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:47:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:48:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:49:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:50:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:51:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:52:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:53:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:54:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T10:55:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:56:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:57:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T10:58:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T10:59:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:00:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:01:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:02:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:03:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:04:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:05:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:06:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:07:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:08:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:09:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:10:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:11:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:12:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:13:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:14:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:15:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:16:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:17:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:18:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:19:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:20:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:21:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:22:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:23:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:24:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:25:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:26:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:27:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:28:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:29:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:30:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:31:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:32:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:33:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:34:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:35:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:36:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:37:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T11:38:00Z,LIGHT,6.491988000000001,Fitbit App
2025-03-25T11:39:00Z,LIGHT,6.251544000000001,Fitbit App
2025-03-25T11:40:00Z,LIGHT,8.41554,Fitbit App
2025-03-25T11:41:00Z,LIGHT,4.568436,Fitbit App
2025-03-25T11:42:00Z,LIGHT,3.60666,Fitbit App
2025-03-25T11:43:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:44:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:45:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T11:46:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T11:47:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T11:48:00Z,LIGHT,4.087548,Fitbit App
2025-03-25T11:49:00Z,LIGHT,3.8471040000000003,Fitbit App
2025-03-25T11:50:00Z,LIGHT,6.732432,Fitbit App
2025-03-25T11:51:00Z,LIGHT,6.251544000000001,Fitbit App
2025-03-25T11:52:00Z,LIGHT,3.60666,Fitbit App
2025-03-25T11:53:00Z,LIGHT,3.366216,Fitbit App
2025-03-25T11:54:00Z,LIGHT,3.366216,Fitbit App
2025-03-25T11:55:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T11:56:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T11:57:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T11:58:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T11:59:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:00:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T12:01:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:02:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:03:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:04:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:05:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:06:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:07:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:08:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:09:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:10:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:11:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:12:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:13:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:14:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:15:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:16:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:17:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:18:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:19:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:20:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:21:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:22:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:23:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:24:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:25:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:26:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:27:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:28:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:29:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:30:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:31:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:32:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:33:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:34:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:35:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:36:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:37:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:38:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:39:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:40:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:41:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T12:42:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:43:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T12:44:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:45:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:46:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:47:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:48:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:49:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:50:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:51:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:52:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:53:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:54:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T12:55:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:56:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:57:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:58:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T12:59:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:00:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:01:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:02:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:03:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:04:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:05:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:06:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:07:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:08:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T13:09:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:10:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:11:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:12:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:13:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:14:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:15:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:16:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:17:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:18:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:19:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:20:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:21:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:22:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:23:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:24:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:25:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:26:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:27:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:28:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:29:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:30:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:31:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:32:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:33:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:34:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:35:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:36:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:37:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:38:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.20222,Fitbit App
2025-03-25T13:39:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.3224420000000001,Fitbit App
2025-03-25T13:40:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:41:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:42:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:43:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:44:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:45:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:46:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:47:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:48:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:49:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:50:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T13:51:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T13:52:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T13:53:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T13:54:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T13:55:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:56:00Z,LIGHT,3.366216,Fitbit App
2025-03-25T13:57:00Z,LIGHT,1.5628860000000002,Fitbit App
2025-03-25T13:58:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T13:59:00Z,LIGHT,3.366216,Fitbit App
2025-03-25T14:00:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T14:01:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:02:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:03:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:04:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:05:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:06:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:07:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:08:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:09:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:10:00Z,LIGHT,1.20222,Fitbit App
2025-03-25T14:11:00Z,LIGHT,1.3224420000000001,Fitbit App
2025-03-25T14:12:00Z,LIGHT,1.442664,Fitbit App
2025-03-25T14:13:00Z,LIGHT,1.20222,Fitbit App
