timestamp,steps,data source
2025-04-02T07:38:00Z,91,Sense
2025-04-02T07:39:00Z,88,Sense
2025-04-02T07:40:00Z,96,Sense
2025-04-02T07:41:00Z,75,Sense
2025-04-02T07:42:00Z,66,Sense
2025-04-02T07:43:00Z,3,Sense
2025-04-02T07:44:00Z,24,Sense
2025-04-02T07:45:00Z,97,Sense
2025-04-02T07:46:00Z,96,Sense
2025-04-02T07:47:00Z,81,Sense
2025-04-02T07:48:00Z,11,Sense
2025-04-02T08:11:00Z,8,Sense
2025-04-02T08:12:00Z,8,Sense
2025-04-02T08:13:00Z,73,Sense
2025-04-02T08:14:00Z,92,Sense
2025-04-02T08:15:00Z,93,Sense
2025-04-02T08:16:00Z,91,Sense
2025-04-02T08:17:00Z,96,Sense
2025-04-02T08:18:00Z,93,Sense
2025-04-02T08:19:00Z,67,Sense
2025-04-02T08:20:00Z,50,Sense
2025-04-02T08:21:00Z,25,Sense
2025-04-02T08:23:00Z,14,Sense
2025-04-02T08:24:00Z,91,Sense
2025-04-02T08:25:00Z,20,Sense
2025-04-02T09:23:00Z,12,Sense
2025-04-02T09:24:00Z,87,Sense
2025-04-02T09:25:00Z,93,Sense
2025-04-02T09:26:00Z,41,Sense
2025-04-02T09:27:00Z,46,Sense
2025-04-02T10:09:00Z,88,Sense
2025-04-02T10:10:00Z,98,Sense
2025-04-02T10:11:00Z,66,Sense
2025-04-02T10:12:00Z,44,Sense
2025-04-02T10:13:00Z,12,Sense
2025-04-02T10:14:00Z,5,Sense
2025-04-02T10:15:00Z,37,Sense
2025-04-02T10:18:00Z,13,Sense
2025-04-02T10:19:00Z,35,Sense
2025-04-02T10:20:00Z,21,Sense
2025-04-02T10:22:00Z,21,Sense
2025-04-02T10:27:00Z,5,Sense
2025-04-02T10:28:00Z,37,Sense
2025-04-02T10:29:00Z,70,Sense
2025-04-02T10:30:00Z,56,Sense
2025-04-02T10:31:00Z,8,Sense
2025-04-02T10:32:00Z,23,Sense
2025-04-02T10:34:00Z,65,Sense
2025-04-02T10:35:00Z,90,Sense
2025-04-02T10:36:00Z,6,Sense
2025-04-03T02:30:00Z,11,Sense
2025-04-03T02:31:00Z,6,Sense
2025-04-03T02:33:00Z,7,Sense
2025-04-03T02:34:00Z,9,Sense
2025-04-03T02:35:00Z,72,Sense
2025-04-03T02:36:00Z,100,Sense
2025-04-03T02:37:00Z,87,Sense
2025-04-03T02:38:00Z,33,Sense
2025-04-03T02:40:00Z,13,Sense
2025-04-03T02:44:00Z,5,Sense
2025-04-03T02:46:00Z,65,Sense
2025-04-03T02:47:00Z,103,Sense
2025-04-03T03:16:00Z,7,Sense
2025-04-03T03:17:00Z,53,Sense
2025-04-03T03:18:00Z,93,Sense
2025-04-03T03:19:00Z,70,Sense
2025-04-03T03:20:00Z,62,Sense
2025-04-03T03:21:00Z,45,Sense
2025-04-03T03:22:00Z,18,Sense
2025-04-03T03:24:00Z,36,Sense
2025-04-03T03:26:00Z,42,Sense
2025-04-03T03:27:00Z,76,Sense
2025-04-03T03:28:00Z,72,Sense
2025-04-03T03:29:00Z,86,Sense
2025-04-03T03:30:00Z,6,Sense
2025-04-03T03:40:00Z,11,Sense
2025-04-03T03:41:00Z,2,Sense
2025-04-03T03:47:00Z,6,Sense
2025-04-03T04:21:00Z,7,Sense
2025-04-03T04:34:00Z,65,Sense
2025-04-03T04:35:00Z,54,Sense
2025-04-03T04:36:00Z,68,Sense
2025-04-03T04:37:00Z,85,Sense
2025-04-03T04:38:00Z,74,Sense
2025-04-03T04:39:00Z,87,Sense
2025-04-03T04:40:00Z,90,Sense
2025-04-03T04:41:00Z,37,Sense
2025-04-03T04:42:00Z,80,Sense
2025-04-03T04:43:00Z,77,Sense
2025-04-03T04:44:00Z,30,Sense
2025-04-03T04:46:00Z,8,Sense
2025-04-03T05:19:00Z,9,Sense
2025-04-03T05:30:00Z,85,Sense
2025-04-03T05:31:00Z,89,Sense
2025-04-03T05:32:00Z,57,Sense
2025-04-03T05:33:00Z,71,Sense
2025-04-03T05:34:00Z,91,Sense
2025-04-03T05:35:00Z,90,Sense
2025-04-03T05:36:00Z,54,Sense
2025-04-03T05:39:00Z,106,Sense
2025-04-03T05:40:00Z,45,Sense
2025-04-03T06:30:00Z,10,Sense
2025-04-03T06:31:00Z,95,Sense
2025-04-03T06:32:00Z,69,Sense
2025-04-03T06:33:00Z,94,Sense
2025-04-03T06:34:00Z,99,Sense
2025-04-03T06:35:00Z,99,Sense
2025-04-03T06:36:00Z,104,Sense
2025-04-03T06:37:00Z,78,Sense
2025-04-03T06:38:00Z,66,Sense
2025-04-03T06:39:00Z,63,Sense
2025-04-03T06:40:00Z,63,Sense
2025-04-03T06:41:00Z,15,Sense
2025-04-03T06:45:00Z,14,Sense
2025-04-03T06:46:00Z,22,Sense
2025-04-03T06:48:00Z,50,Sense
2025-04-03T06:49:00Z,83,Sense
2025-04-03T06:50:00Z,6,Sense
