timestamp,heart rate zone type
2025-10-17T08:51:00Z,LIGHT
2025-10-17T08:52:00Z,LIGHT
2025-10-17T08:53:00Z,LIGHT
2025-10-17T08:54:00Z,LIGHT
2025-10-17T08:55:00Z,LIGHT
2025-10-17T08:56:00Z,LIGHT
2025-10-17T08:57:00Z,LIGHT
2025-10-17T08:58:00Z,LIGHT
2025-10-17T08:59:00Z,LIGHT
2025-10-17T09:00:00Z,LIGHT
2025-10-17T09:01:00Z,LIGHT
2025-10-17T09:02:00Z,LIGHT
2025-10-17T09:03:00Z,LIGHT
2025-10-17T09:04:00Z,LIGHT
2025-10-17T09:05:00Z,LIGHT
2025-10-17T09:06:00Z,LIGHT
2025-10-17T09:07:00Z,LIGHT
2025-10-17T09:08:00Z,LIGHT
2025-10-17T09:09:00Z,LIGHT
2025-10-17T09:10:00Z,LIGHT
2025-10-17T09:11:00Z,LIGHT
2025-10-17T09:12:00Z,LIGHT
2025-10-17T09:13:00Z,LIGHT
2025-10-17T09:14:00Z,LIGHT
2025-10-17T09:15:00Z,LIGHT
2025-10-17T09:16:00Z,LIGHT
2025-10-17T09:17:00Z,LIGHT
2025-10-17T09:18:00Z,LIGHT
2025-10-17T09:19:00Z,LIGHT
2025-10-17T09:20:00Z,LIGHT
2025-10-17T09:21:00Z,LIGHT
2025-10-17T09:22:00Z,LIGHT
2025-10-17T09:23:00Z,LIGHT
2025-10-17T09:24:00Z,LIGHT
2025-10-17T09:25:00Z,LIGHT
2025-10-17T09:26:00Z,LIGHT
2025-10-17T09:27:00Z,LIGHT
2025-10-17T09:28:00Z,LIGHT
2025-10-17T09:29:00Z,LIGHT
2025-10-17T09:30:00Z,LIGHT
2025-10-17T09:31:00Z,LIGHT
2025-10-17T09:32:00Z,LIGHT
2025-10-17T09:33:00Z,LIGHT
2025-10-17T09:34:00Z,LIGHT
2025-10-17T09:35:00Z,LIGHT
2025-10-17T09:36:00Z,LIGHT
2025-10-17T09:37:00Z,LIGHT
2025-10-17T09:38:00Z,LIGHT
2025-10-17T09:39:00Z,LIGHT
2025-10-17T09:40:00Z,LIGHT
2025-10-17T09:41:00Z,LIGHT
2025-10-17T09:42:00Z,LIGHT
2025-10-17T09:43:00Z,LIGHT
2025-10-17T09:44:00Z,LIGHT
2025-10-17T09:45:00Z,LIGHT
2025-10-17T09:46:00Z,LIGHT
2025-10-17T09:47:00Z,LIGHT
2025-10-17T09:48:00Z,LIGHT
2025-10-17T09:49:00Z,LIGHT
2025-10-17T09:50:00Z,LIGHT
2025-10-17T09:51:00Z,LIGHT
2025-10-17T09:52:00Z,LIGHT
2025-10-17T09:53:00Z,LIGHT
2025-10-17T09:54:00Z,LIGHT
2025-10-17T09:55:00Z,LIGHT
2025-10-17T09:56:00Z,LIGHT
2025-10-17T09:57:00Z,LIGHT
2025-10-17T09:58:00Z,LIGHT
2025-10-17T09:59:00Z,LIGHT
2025-10-17T10:00:00Z,LIGHT
2025-10-17T10:01:00Z,LIGHT
2025-10-17T10:02:00Z,LIGHT
2025-10-17T10:03:00Z,LIGHT
2025-10-17T10:04:00Z,LIGHT
2025-10-17T10:05:00Z,LIGHT
2025-10-17T10:06:00Z,LIGHT
2025-10-17T10:07:00Z,LIGHT
2025-10-17T10:08:00Z,LIGHT
2025-10-17T10:09:00Z,LIGHT
2025-10-17T10:10:00Z,LIGHT
2025-10-17T10:11:00Z,LIGHT
2025-10-17T10:12:00Z,LIGHT
2025-10-17T10:13:00Z,LIGHT
2025-10-17T10:14:00Z,LIGHT
2025-10-17T10:15:00Z,LIGHT
2025-10-17T10:16:00Z,LIGHT
2025-10-17T10:17:00Z,LIGHT
2025-10-17T10:18:00Z,LIGHT
2025-10-17T10:19:00Z,LIGHT
2025-10-17T10:20:00Z,LIGHT
2025-10-17T10:21:00Z,LIGHT
2025-10-17T10:43:00Z,LIGHT
2025-10-17T10:44:00Z,LIGHT
2025-10-17T10:45:00Z,LIGHT
2025-10-17T10:46:00Z,LIGHT
2025-10-17T10:47:00Z,LIGHT
2025-10-17T10:48:00Z,LIGHT
2025-10-17T10:49:00Z,LIGHT
2025-10-17T10:50:00Z,LIGHT
2025-10-17T10:55:00Z,LIGHT
2025-10-17T10:56:00Z,LIGHT
2025-10-17T10:57:00Z,LIGHT
2025-10-17T10:58:00Z,LIGHT
2025-10-17T10:59:00Z,LIGHT
2025-10-17T11:00:00Z,LIGHT
2025-10-17T11:01:00Z,LIGHT
2025-10-17T11:02:00Z,LIGHT
2025-10-17T11:03:00Z,LIGHT
2025-10-17T11:04:00Z,LIGHT
2025-10-17T11:05:00Z,LIGHT
2025-10-17T11:06:00Z,LIGHT
2025-10-17T11:07:00Z,LIGHT
2025-10-17T11:08:00Z,LIGHT
2025-10-17T11:09:00Z,LIGHT
2025-10-17T11:10:00Z,LIGHT
2025-10-17T11:11:00Z,LIGHT
2025-10-17T11:12:00Z,LIGHT
2025-10-17T11:13:00Z,LIGHT
2025-10-17T11:14:00Z,LIGHT
2025-10-17T11:15:00Z,LIGHT
2025-10-17T11:16:00Z,LIGHT
2025-10-17T11:17:00Z,LIGHT
2025-10-17T11:18:00Z,LIGHT
2025-10-17T11:19:00Z,LIGHT
2025-10-17T11:20:00Z,LIGHT
2025-10-17T11:21:00Z,LIGHT
2025-10-17T11:22:00Z,LIGHT
2025-10-17T11:23:00Z,LIGHT
2025-10-17T11:24:00Z,LIGHT
2025-10-17T11:25:00Z,LIGHT
2025-10-17T11:26:00Z,LIGHT
2025-10-17T11:27:00Z,LIGHT
2025-10-17T11:28:00Z,LIGHT
2025-10-17T11:29:00Z,LIGHT
2025-10-17T11:30:00Z,LIGHT
2025-10-17T11:31:00Z,LIGHT
2025-10-17T11:32:00Z,LIGHT
2025-10-17T11:33:00Z,LIGHT
2025-10-17T11:34:00Z,LIGHT
2025-10-17T11:35:00Z,LIGHT
2025-10-17T11:36:00Z,LIGHT
2025-10-17T11:37:00Z,LIGHT
2025-10-17T11:38:00Z,LIGHT
2025-10-17T11:39:00Z,LIGHT
2025-10-17T11:40:00Z,LIGHT
2025-10-17T11:41:00Z,LIGHT
2025-10-17T11:42:00Z,LIGHT
2025-10-17T11:43:00Z,LIGHT
2025-10-17T11:44:00Z,LIGHT
2025-10-17T11:45:00Z,LIGHT
2025-10-17T11:46:00Z,LIGHT
2025-10-17T11:47:00Z,LIGHT
2025-10-17T11:48:00Z,LIGHT
2025-10-17T11:49:00Z,LIGHT
2025-10-17T11:50:00Z,MODERATE
2025-10-17T11:51:00Z,LIGHT
2025-10-17T11:52:00Z,LIGHT
2025-10-17T11:53:00Z,LIGHT
2025-10-17T11:54:00Z,LIGHT
2025-10-17T11:55:00Z,LIGHT
2025-10-17T11:56:00Z,LIGHT
2025-10-17T11:57:00Z,LIGHT
2025-10-17T11:58:00Z,LIGHT
2025-10-17T11:59:00Z,LIGHT
2025-10-17T12:00:00Z,LIGHT
2025-10-17T12:01:00Z,LIGHT
2025-10-17T12:02:00Z,LIGHT
2025-10-17T12:03:00Z,LIGHT
2025-10-17T12:04:00Z,LIGHT
2025-10-17T12:05:00Z,LIGHT
2025-10-17T12:06:00Z,LIGHT
2025-10-17T12:07:00Z,LIGHT
2025-10-17T12:08:00Z,LIGHT
2025-10-17T12:09:00Z,LIGHT
2025-10-17T12:10:00Z,LIGHT
2025-10-17T12:11:00Z,LIGHT
2025-10-17T12:12:00Z,LIGHT
2025-10-17T12:13:00Z,LIGHT
2025-10-17T12:14:00Z,LIGHT
2025-10-17T12:15:00Z,LIGHT
2025-10-17T12:16:00Z,LIGHT
2025-10-17T12:17:00Z,LIGHT
2025-10-17T12:18:00Z,LIGHT
2025-10-17T12:19:00Z,LIGHT
2025-10-17T12:20:00Z,LIGHT
2025-10-17T12:21:00Z,LIGHT
2025-10-17T12:22:00Z,LIGHT
2025-10-17T12:23:00Z,LIGHT
2025-10-17T12:24:00Z,LIGHT
2025-10-17T12:25:00Z,LIGHT
2025-10-17T12:26:00Z,LIGHT
2025-10-17T12:27:00Z,LIGHT
2025-10-17T12:28:00Z,LIGHT
2025-10-17T12:29:00Z,LIGHT
2025-10-17T12:30:00Z,LIGHT
2025-10-17T12:31:00Z,LIGHT
2025-10-17T12:32:00Z,LIGHT
2025-10-17T12:33:00Z,LIGHT
2025-10-17T12:34:00Z,LIGHT
2025-10-17T12:35:00Z,LIGHT
2025-10-17T12:36:00Z,LIGHT
2025-10-17T12:37:00Z,LIGHT
2025-10-17T12:38:00Z,LIGHT
2025-10-17T12:39:00Z,LIGHT
2025-10-17T12:40:00Z,LIGHT
2025-10-17T12:41:00Z,LIGHT
2025-10-17T12:42:00Z,LIGHT
2025-10-17T12:43:00Z,LIGHT
2025-10-17T12:44:00Z,LIGHT
2025-10-17T12:45:00Z,LIGHT
2025-10-17T12:46:00Z,LIGHT
2025-10-17T12:47:00Z,LIGHT
2025-10-17T12:48:00Z,LIGHT
2025-10-17T12:49:00Z,LIGHT
2025-10-17T12:50:00Z,LIGHT
2025-10-17T12:51:00Z,LIGHT
2025-10-17T12:52:00Z,LIGHT
2025-10-17T12:53:00Z,LIGHT
2025-10-17T12:54:00Z,LIGHT
2025-10-17T12:55:00Z,LIGHT
2025-10-17T12:56:00Z,LIGHT
2025-10-17T12:57:00Z,LIGHT
2025-10-17T12:58:00Z,LIGHT
2025-10-17T12:59:00Z,LIGHT
2025-10-17T13:00:00Z,LIGHT
2025-10-17T13:01:00Z,LIGHT
2025-10-17T13:02:00Z,LIGHT
2025-10-17T13:03:00Z,LIGHT
2025-10-17T13:04:00Z,LIGHT
2025-10-17T13:05:00Z,LIGHT
2025-10-17T13:06:00Z,LIGHT
2025-10-17T13:07:00Z,LIGHT
2025-10-17T13:08:00Z,LIGHT
2025-10-17T13:09:00Z,LIGHT
2025-10-17T13:10:00Z,MODERATE
2025-10-17T13:11:00Z,LIGHT
2025-10-17T13:12:00Z,LIGHT
2025-10-17T13:13:00Z,LIGHT
2025-10-17T13:14:00Z,MODERATE
2025-10-17T13:15:00Z,LIGHT
2025-10-17T13:16:00Z,LIGHT
2025-10-17T13:17:00Z,LIGHT
2025-10-17T13:18:00Z,LIGHT
2025-10-17T13:19:00Z,LIGHT
2025-10-17T13:20:00Z,LIGHT
2025-10-17T13:21:00Z,LIGHT
2025-10-17T13:22:00Z,LIGHT
2025-10-17T13:23:00Z,LIGHT
2025-10-17T13:24:00Z,LIGHT
2025-10-17T13:25:00Z,LIGHT
2025-10-17T13:26:00Z,LIGHT
2025-10-17T13:27:00Z,LIGHT
2025-10-17T13:28:00Z,LIGHT
2025-10-17T13:29:00Z,LIGHT
2025-10-17T13:30:00Z,MODERATE
2025-10-17T13:31:00Z,LIGHT
2025-10-17T13:32:00Z,LIGHT
2025-10-17T13:33:00Z,LIGHT
2025-10-17T13:34:00Z,LIGHT
2025-10-17T13:35:00Z,LIGHT
2025-10-17T13:36:00Z,LIGHT
2025-10-17T13:37:00Z,LIGHT
2025-10-17T13:38:00Z,LIGHT
2025-10-17T13:39:00Z,LIGHT
2025-10-17T13:40:00Z,LIGHT
2025-10-17T13:41:00Z,LIGHT
2025-10-17T13:42:00Z,LIGHT
2025-10-17T13:43:00Z,LIGHT
2025-10-17T13:44:00Z,MODERATE
2025-10-17T13:45:00Z,LIGHT
2025-10-17T13:46:00Z,LIGHT
2025-10-17T13:47:00Z,MODERATE
2025-10-17T13:48:00Z,MODERATE
2025-10-17T13:49:00Z,LIGHT
2025-10-17T13:50:00Z,LIGHT
2025-10-17T13:51:00Z,MODERATE
2025-10-17T13:52:00Z,VIGOROUS
2025-10-17T13:53:00Z,VIGOROUS
2025-10-17T13:54:00Z,MODERATE
2025-10-17T13:55:00Z,MODERATE
2025-10-17T13:56:00Z,LIGHT
2025-10-17T13:57:00Z,LIGHT
2025-10-17T13:58:00Z,LIGHT
2025-10-17T13:59:00Z,LIGHT
2025-10-17T14:00:00Z,LIGHT
2025-10-17T14:01:00Z,LIGHT
2025-10-17T14:02:00Z,LIGHT
2025-10-17T14:03:00Z,MODERATE
2025-10-17T14:04:00Z,LIGHT
2025-10-17T14:05:00Z,LIGHT
2025-10-17T14:06:00Z,MODERATE
2025-10-17T14:07:00Z,VIGOROUS
2025-10-17T14:08:00Z,VIGOROUS
2025-10-17T14:09:00Z,VIGOROUS
2025-10-17T14:10:00Z,MODERATE
2025-10-17T14:11:00Z,MODERATE
2025-10-17T14:12:00Z,VIGOROUS
2025-10-17T14:13:00Z,VIGOROUS
2025-10-17T14:14:00Z,MODERATE
2025-10-17T14:15:00Z,LIGHT
2025-10-17T14:16:00Z,LIGHT
2025-10-17T14:17:00Z,LIGHT
2025-10-17T14:18:00Z,LIGHT
2025-10-17T14:19:00Z,LIGHT
2025-10-17T14:20:00Z,LIGHT
2025-10-17T14:21:00Z,LIGHT
2025-10-17T14:22:00Z,LIGHT
2025-10-17T14:23:00Z,LIGHT
2025-10-17T14:24:00Z,MODERATE
2025-10-17T14:25:00Z,VIGOROUS
2025-10-17T14:26:00Z,MODERATE
2025-10-17T14:27:00Z,MODERATE
2025-10-17T14:28:00Z,MODERATE
2025-10-17T14:29:00Z,MODERATE
2025-10-17T14:30:00Z,VIGOROUS
2025-10-17T14:31:00Z,MODERATE
2025-10-17T14:32:00Z,VIGOROUS
2025-10-17T14:33:00Z,VIGOROUS
2025-10-17T14:34:00Z,MODERATE
2025-10-17T14:35:00Z,LIGHT
2025-10-17T14:36:00Z,LIGHT
2025-10-17T14:37:00Z,LIGHT
2025-10-17T14:38:00Z,MODERATE
2025-10-17T14:39:00Z,LIGHT
2025-10-17T14:40:00Z,LIGHT
2025-10-17T14:41:00Z,LIGHT
2025-10-17T14:42:00Z,LIGHT
2025-10-17T14:43:00Z,LIGHT
2025-10-17T14:44:00Z,LIGHT
2025-10-17T14:45:00Z,LIGHT
2025-10-17T14:46:00Z,LIGHT
2025-10-17T14:47:00Z,LIGHT
2025-10-17T14:48:00Z,LIGHT
2025-10-17T14:49:00Z,LIGHT
2025-10-17T14:50:00Z,LIGHT
2025-10-17T14:51:00Z,LIGHT
2025-10-17T14:52:00Z,LIGHT
2025-10-17T14:53:00Z,LIGHT
2025-10-17T14:54:00Z,LIGHT
2025-10-17T14:55:00Z,LIGHT
2025-10-17T14:56:00Z,LIGHT
2025-10-17T14:57:00Z,LIGHT
2025-10-17T14:58:00Z,LIGHT
2025-10-17T14:59:00Z,LIGHT
2025-10-17T15:00:00Z,LIGHT
2025-10-17T15:01:00Z,LIGHT
2025-10-17T15:02:00Z,LIGHT
2025-10-17T15:03:00Z,LIGHT
2025-10-17T15:04:00Z,MODERATE
2025-10-17T15:05:00Z,MODERATE
2025-10-17T15:06:00Z,MODERATE
2025-10-17T15:07:00Z,MODERATE
2025-10-17T15:08:00Z,MODERATE
2025-10-17T15:09:00Z,VIGOROUS
2025-10-17T15:10:00Z,VIGOROUS
2025-10-17T15:11:00Z,MODERATE
2025-10-17T15:12:00Z,MODERATE
2025-10-17T15:13:00Z,MODERATE
2025-10-17T15:14:00Z,MODERATE
2025-10-17T15:15:00Z,LIGHT
2025-10-17T15:16:00Z,LIGHT
2025-10-17T15:17:00Z,LIGHT
2025-10-17T15:18:00Z,MODERATE
2025-10-17T15:19:00Z,VIGOROUS
2025-10-17T15:20:00Z,LIGHT
2025-10-17T15:21:00Z,LIGHT
2025-10-17T15:22:00Z,LIGHT
2025-10-17T15:23:00Z,MODERATE
2025-10-17T15:24:00Z,VIGOROUS
2025-10-17T15:25:00Z,MODERATE
2025-10-17T15:26:00Z,VIGOROUS
2025-10-17T15:27:00Z,VIGOROUS
2025-10-17T15:28:00Z,VIGOROUS
2025-10-17T15:29:00Z,MODERATE
2025-10-17T15:30:00Z,VIGOROUS
2025-10-17T15:31:00Z,VIGOROUS
2025-10-17T15:32:00Z,VIGOROUS
2025-10-17T15:33:00Z,VIGOROUS
2025-10-17T17:16:00Z,LIGHT
2025-10-17T17:17:00Z,LIGHT
2025-10-17T19:35:00Z,LIGHT
2025-10-17T19:36:00Z,LIGHT
2025-10-17T19:37:00Z,LIGHT
2025-10-18T15:44:00Z,LIGHT
2025-10-18T15:45:00Z,LIGHT
2025-10-18T15:46:00Z,LIGHT
2025-10-18T15:47:00Z,LIGHT
2025-10-18T15:48:00Z,LIGHT
2025-10-18T16:57:00Z,LIGHT
2025-10-18T16:58:00Z,LIGHT
2025-10-18T16:59:00Z,LIGHT
2025-10-18T17:00:00Z,LIGHT
2025-10-18T17:01:00Z,LIGHT
2025-10-18T17:02:00Z,LIGHT
2025-10-18T17:03:00Z,LIGHT
2025-10-18T17:04:00Z,LIGHT
2025-10-18T17:05:00Z,LIGHT
2025-10-18T17:06:00Z,LIGHT
2025-10-18T17:07:00Z,LIGHT
2025-10-18T17:08:00Z,LIGHT
2025-10-18T17:09:00Z,LIGHT
2025-10-18T17:10:00Z,LIGHT
2025-10-18T17:11:00Z,LIGHT
2025-10-18T17:12:00Z,LIGHT
2025-10-18T17:13:00Z,LIGHT
2025-10-18T17:14:00Z,LIGHT
2025-10-18T17:15:00Z,LIGHT
2025-10-18T17:16:00Z,LIGHT
2025-10-18T17:17:00Z,LIGHT
2025-10-18T17:18:00Z,LIGHT
2025-10-18T17:19:00Z,LIGHT
2025-10-18T17:20:00Z,LIGHT
2025-10-18T17:21:00Z,LIGHT
2025-10-18T17:22:00Z,LIGHT
2025-10-18T17:23:00Z,LIGHT
2025-10-18T17:24:00Z,LIGHT
2025-10-18T17:25:00Z,LIGHT
2025-10-18T17:26:00Z,LIGHT
2025-10-18T17:27:00Z,LIGHT
2025-10-18T17:28:00Z,LIGHT
2025-10-18T17:29:00Z,LIGHT
2025-10-18T17:30:00Z,LIGHT
2025-10-18T17:31:00Z,LIGHT
2025-10-18T17:32:00Z,LIGHT
2025-10-18T17:33:00Z,LIGHT
2025-10-18T17:34:00Z,LIGHT
2025-10-18T17:35:00Z,LIGHT
2025-10-18T17:36:00Z,LIGHT
2025-10-18T17:37:00Z,LIGHT
2025-10-18T17:38:00Z,LIGHT
2025-10-18T17:39:00Z,LIGHT
2025-10-18T17:40:00Z,LIGHT
2025-10-18T17:41:00Z,LIGHT
2025-10-18T17:42:00Z,LIGHT
2025-10-18T17:43:00Z,LIGHT
2025-10-18T17:44:00Z,LIGHT
2025-10-18T17:45:00Z,LIGHT
2025-10-18T17:46:00Z,LIGHT
2025-10-18T17:47:00Z,LIGHT
2025-10-18T17:48:00Z,LIGHT
2025-10-18T17:49:00Z,LIGHT
2025-10-18T17:50:00Z,MODERATE
2025-10-18T17:51:00Z,MODERATE
2025-10-18T17:52:00Z,MODERATE
2025-10-18T17:53:00Z,MODERATE
2025-10-18T17:54:00Z,MODERATE
2025-10-18T17:55:00Z,VIGOROUS
2025-10-18T17:56:00Z,VIGOROUS
2025-10-18T17:57:00Z,MODERATE
2025-10-18T17:58:00Z,MODERATE
2025-10-18T17:59:00Z,VIGOROUS
2025-10-18T18:00:00Z,MODERATE
2025-10-18T18:01:00Z,VIGOROUS
2025-10-18T18:02:00Z,VIGOROUS
2025-10-18T18:03:00Z,MODERATE
2025-10-18T18:04:00Z,MODERATE
2025-10-18T18:05:00Z,VIGOROUS
2025-10-18T18:06:00Z,VIGOROUS
2025-10-18T18:07:00Z,VIGOROUS
2025-10-18T18:08:00Z,VIGOROUS
2025-10-18T18:09:00Z,VIGOROUS
2025-10-18T18:10:00Z,VIGOROUS
2025-10-18T18:11:00Z,VIGOROUS
2025-10-18T18:12:00Z,VIGOROUS
2025-10-18T18:13:00Z,MODERATE
2025-10-18T18:14:00Z,VIGOROUS
2025-10-18T18:15:00Z,VIGOROUS
2025-10-18T18:16:00Z,VIGOROUS
2025-10-18T18:17:00Z,VIGOROUS
2025-10-18T18:18:00Z,VIGOROUS
2025-10-18T18:19:00Z,MODERATE
2025-10-18T18:20:00Z,MODERATE
2025-10-18T18:21:00Z,VIGOROUS
2025-10-18T18:22:00Z,VIGOROUS
2025-10-18T18:23:00Z,VIGOROUS
2025-10-18T18:24:00Z,VIGOROUS
2025-10-18T18:25:00Z,VIGOROUS
2025-10-18T18:26:00Z,VIGOROUS
2025-10-18T18:35:00Z,LIGHT
2025-10-18T18:36:00Z,LIGHT
2025-10-18T18:39:00Z,LIGHT
2025-10-18T18:40:00Z,LIGHT
2025-10-18T18:45:00Z,MODERATE
2025-10-18T18:46:00Z,MODERATE
2025-10-18T18:47:00Z,MODERATE
2025-10-18T18:48:00Z,LIGHT
2025-10-18T18:49:00Z,LIGHT
2025-10-18T18:50:00Z,LIGHT
2025-10-18T18:51:00Z,LIGHT
2025-10-19T03:06:00Z,LIGHT
2025-10-19T03:07:00Z,LIGHT
2025-10-19T05:16:00Z,LIGHT
2025-10-19T05:17:00Z,LIGHT
2025-10-19T05:18:00Z,LIGHT
2025-10-19T07:07:00Z,LIGHT
2025-10-19T07:08:00Z,LIGHT
2025-10-19T07:09:00Z,LIGHT
2025-10-19T07:10:00Z,LIGHT
2025-10-19T07:11:00Z,LIGHT
2025-10-19T07:15:00Z,LIGHT
2025-10-19T07:16:00Z,LIGHT
2025-10-19T07:22:00Z,LIGHT
2025-10-19T07:42:00Z,LIGHT
2025-10-19T07:43:00Z,LIGHT
2025-10-19T07:44:00Z,LIGHT
2025-10-19T07:45:00Z,LIGHT
2025-10-19T07:46:00Z,LIGHT
2025-10-19T07:47:00Z,LIGHT
2025-10-19T07:48:00Z,LIGHT
2025-10-19T07:49:00Z,LIGHT
2025-10-19T12:20:00Z,LIGHT
2025-10-19T12:21:00Z,LIGHT
2025-10-19T12:22:00Z,LIGHT
2025-10-19T12:23:00Z,LIGHT
2025-10-19T12:24:00Z,LIGHT
2025-10-19T12:25:00Z,LIGHT
2025-10-19T12:26:00Z,LIGHT
2025-10-19T21:28:00Z,LIGHT
2025-10-19T21:29:00Z,LIGHT
2025-10-19T21:30:00Z,LIGHT
2025-10-20T05:18:00Z,LIGHT
2025-10-20T05:19:00Z,LIGHT
2025-10-20T05:20:00Z,LIGHT
2025-10-20T05:21:00Z,LIGHT
2025-10-20T05:22:00Z,LIGHT
2025-10-20T05:23:00Z,LIGHT
2025-10-20T05:24:00Z,LIGHT
2025-10-20T05:25:00Z,LIGHT
2025-10-20T05:26:00Z,LIGHT
2025-10-20T05:27:00Z,LIGHT
2025-10-20T06:44:00Z,LIGHT
2025-10-20T06:45:00Z,LIGHT
2025-10-20T06:48:00Z,LIGHT
2025-10-20T06:49:00Z,LIGHT
2025-10-20T12:57:00Z,LIGHT
2025-10-20T12:58:00Z,LIGHT
2025-10-20T12:59:00Z,LIGHT
2025-10-20T13:00:00Z,LIGHT
2025-10-20T13:01:00Z,LIGHT
2025-10-20T13:02:00Z,LIGHT
2025-10-20T13:03:00Z,LIGHT
2025-10-20T13:04:00Z,LIGHT
2025-10-20T13:05:00Z,LIGHT
2025-10-20T13:06:00Z,LIGHT
2025-10-20T13:07:00Z,LIGHT
2025-10-20T13:08:00Z,LIGHT
2025-10-20T13:09:00Z,LIGHT
2025-10-20T13:10:00Z,LIGHT
2025-10-20T13:11:00Z,MODERATE
2025-10-20T13:12:00Z,LIGHT
2025-10-20T13:13:00Z,LIGHT
2025-10-20T13:14:00Z,LIGHT
2025-10-20T13:15:00Z,LIGHT
2025-10-20T13:16:00Z,LIGHT
2025-10-20T13:17:00Z,LIGHT
2025-10-20T13:18:00Z,LIGHT
2025-10-20T13:19:00Z,LIGHT
2025-10-20T13:20:00Z,LIGHT
2025-10-20T13:21:00Z,LIGHT
2025-10-20T13:22:00Z,LIGHT
2025-10-20T13:23:00Z,LIGHT
2025-10-20T13:24:00Z,LIGHT
2025-10-20T15:57:00Z,LIGHT
2025-10-20T15:58:00Z,LIGHT
2025-10-20T15:59:00Z,LIGHT
2025-10-20T17:55:00Z,LIGHT
2025-10-20T17:56:00Z,LIGHT
2025-10-20T17:57:00Z,LIGHT
2025-10-20T17:58:00Z,LIGHT
2025-10-20T17:59:00Z,LIGHT
2025-10-20T18:00:00Z,LIGHT
2025-10-20T18:01:00Z,LIGHT
2025-10-20T18:02:00Z,LIGHT
2025-10-20T18:03:00Z,LIGHT
2025-10-20T18:04:00Z,LIGHT
2025-10-20T18:05:00Z,LIGHT
2025-10-20T18:06:00Z,LIGHT
2025-10-20T18:07:00Z,LIGHT
2025-10-20T18:08:00Z,LIGHT
2025-10-20T18:09:00Z,LIGHT
2025-10-20T18:10:00Z,LIGHT
2025-10-20T18:11:00Z,LIGHT
2025-10-20T18:12:00Z,LIGHT
2025-10-20T18:13:00Z,LIGHT
2025-10-20T18:14:00Z,LIGHT
2025-10-20T18:15:00Z,LIGHT
2025-10-20T18:16:00Z,LIGHT
2025-10-20T18:17:00Z,LIGHT
2025-10-20T18:18:00Z,LIGHT
2025-10-20T18:19:00Z,LIGHT
2025-10-20T18:20:00Z,LIGHT
2025-10-20T18:21:00Z,LIGHT
2025-10-20T18:22:00Z,LIGHT
2025-10-20T18:23:00Z,LIGHT
2025-10-20T18:24:00Z,LIGHT
2025-10-20T18:25:00Z,LIGHT
2025-10-20T18:26:00Z,LIGHT
2025-10-20T18:27:00Z,LIGHT
2025-10-20T18:28:00Z,LIGHT
2025-10-20T18:29:00Z,LIGHT
2025-10-20T18:30:00Z,LIGHT
2025-10-20T18:31:00Z,LIGHT
2025-10-20T18:32:00Z,LIGHT
2025-10-20T18:33:00Z,LIGHT
2025-10-20T18:34:00Z,LIGHT
2025-10-20T18:35:00Z,LIGHT
2025-10-20T18:36:00Z,LIGHT
2025-10-20T18:37:00Z,LIGHT
2025-10-20T18:38:00Z,MODERATE
2025-10-20T18:39:00Z,LIGHT
2025-10-20T18:40:00Z,LIGHT
2025-10-20T18:41:00Z,LIGHT
2025-10-20T18:42:00Z,LIGHT
2025-10-20T18:43:00Z,LIGHT
