clip_id,expressed_valence,expressed_arousal
TheBlindSide_051,2.6399999999999997,2.52
TheBlindSide_052,4.12,2.76
TheBlindSide_053,3.24,2.24
TheBlindSide_054,3.48,3.24
TheBlindSide_055,3.76,3.76
TheBlindSide_056,5.0,4.0
TheBlindSide_057,2.76,3.48
TheBlindSide_058,3.76,2.0
TheBlindSide_059,4.76,3.48
TheBlindSide_060,4.88,4.0
TheBlindSide_061,4.12,3.48
TheBlindSide_062,3.12,3.0
TheBlindSide_063,3.88,3.0
TheBlindSide_064,4.640000000000001,4.52
TheBlindSide_065,2.88,3.48
TheBlindSide_066,2.3600000000000003,3.24
TheBlindSide_067,2.24,3.76
TheBlindSide_068,4.0,3.24
TheBlindSide_069,4.640000000000001,3.48
TheBlindSide_070,3.0,3.0
TheBlindSide_071,2.52,3.48
TheBlindSide_072,2.88,3.0
TheBlindSide_073,3.12,2.52
TheBlindSide_074,2.76,2.76
TheBlindSide_075,1.88,1.76
TheBlindSide_076,3.64,2.24
TheBlindSide_077,4.52,3.0
TheBlindSide_078,3.76,2.76
TheBlindSide_079,4.88,2.52
TheBlindSide_080,4.52,3.24
TheBlindSide_081,1.6400000000000001,4.76
TheBlindSide_082,1.24,3.24
TheBlindSide_083,1.48,3.24
TheBlindSide_084,2.52,2.0
TheBlindSide_085,2.0,1.76
TheBlindSide_086,2.6399999999999997,2.24
TheBlindSide_087,3.88,2.52
TheBlindSide_088,4.52,2.76
TheBlindSide_089,4.359999999999999,3.24
TheBlindSide_090,4.0,2.76
TheBlindSide_091,4.0,3.24
TheBlindSide_092,4.12,3.24
TheBlindSide_093,5.0,4.0
AboutTime_000,3.88,1.48
AboutTime_001,4.359999999999999,2.0
AboutTime_002,4.12,2.52
AboutTime_003,3.36,2.0
AboutTime_004,3.64,4.0
AboutTime_005,3.36,4.52
AboutTime_006,3.76,3.24
AboutTime_007,2.76,3.76
AboutTime_008,3.0,4.0
AboutTime_009,2.76,4.24
AboutTime_010,4.0,4.24
AboutTime_011,4.52,4.52
AboutTime_012,3.64,3.76
AboutTime_013,3.12,2.52
AboutTime_014,4.12,4.24
AboutTime_015,2.6399999999999997,4.52
AboutTime_016,4.0,2.24
AboutTime_017,4.12,2.76
AboutTime_018,3.24,3.0
AboutTime_019,4.12,2.24
AboutTime_020,3.0,3.24
AboutTime_021,2.0,3.24
AboutTime_022,4.359999999999999,4.0
AboutTime_023,2.76,3.24
AboutTime_024,2.0,1.48
AboutTime_025,3.24,2.0
AboutTime_026,4.0,3.24
AboutTime_027,4.52,3.76
AboutTime_028,4.640000000000001,3.76
AboutTime_029,4.359999999999999,2.52
AboutTime_030,3.0,2.76
AboutTime_031,4.0,4.52
AboutTime_032,4.24,4.24
AboutTime_033,3.0,4.52
AboutTime_034,2.24,3.48
AboutTime_035,2.0,4.0
AboutTime_036,3.24,3.48
AboutTime_037,3.76,3.76
AboutTime_038,1.48,4.24
AboutTime_039,3.24,3.24
AboutTime_040,4.24,4.0
AboutTime_041,3.36,2.76
AboutTime_042,4.359999999999999,4.24
AboutTime_043,4.12,2.52
AboutTime_044,4.359999999999999,2.52
AboutTime_045,3.48,2.24
AboutTime_046,4.359999999999999,4.52
AboutTime_047,3.76,4.0
AboutTime_048,4.12,4.24
AboutTime_049,3.88,2.52
AboutTime_050,3.88,3.0
AboutTime_051,4.12,2.76
AboutTime_052,3.88,4.24
AboutTime_053,4.24,3.0
AboutTime_054,3.76,3.0
AboutTime_055,4.359999999999999,2.76
AboutTime_056,4.359999999999999,1.76
AboutTime_057,3.0,5.0
AboutTime_058,2.88,2.24
AboutTime_059,3.0,3.24
AboutTime_060,3.24,2.76
AboutTime_061,4.52,3.0
AboutTime_062,4.359999999999999,3.0
AboutTime_063,4.359999999999999,2.52
AboutTime_064,4.52,2.24
AboutTime_065,4.359999999999999,3.48
AboutTime_066,4.640000000000001,4.0
AboutTime_067,2.52,3.0
AboutTime_068,4.76,4.76
AboutTime_069,4.76,4.76
AboutTime_070,2.24,4.0
AboutTime_071,4.640000000000001,4.52
AboutTime_072,5.0,3.48
AboutTime_073,4.359999999999999,4.52
AboutTime_074,3.88,2.76
AboutTime_075,4.76,1.48
AboutTime_076,2.12,2.24
AboutTime_077,3.88,1.48
AboutTime_078,4.640000000000001,2.52
AboutTime_079,4.12,3.0
AboutTime_080,4.52,2.52
AboutTime_081,3.64,2.76
AboutTime_082,1.12,3.0
AboutTime_083,3.36,2.76
AboutTime_084,2.12,2.52
AboutTime_085,1.88,2.0
AboutTime_086,1.12,2.0
AboutTime_087,2.3600000000000003,2.24
AboutTime_088,2.88,3.48
AboutTime_089,3.0,4.24
AboutTime_090,3.12,3.48
AboutTime_091,1.76,5.0
AboutTime_092,2.6399999999999997,3.76
AboutTime_093,3.64,3.48
AboutTime_094,3.24,2.0
AboutTime_095,4.52,2.0
AboutTime_096,4.24,3.0
AboutTime_097,2.24,3.24
AboutTime_098,1.3599999999999999,2.24
AboutTime_099,2.88,2.0
AboutTime_100,4.0,2.52
AboutTime_101,4.359999999999999,3.0
AboutTime_102,4.52,2.76
AboutTime_103,4.76,3.24
AboutTime_104,4.0,3.0
AboutTime_105,3.0,3.48
AboutTime_106,2.88,3.24
AboutTime_107,1.88,4.52
AboutTime_108,1.76,2.76
AboutTime_109,1.3599999999999999,2.24
AboutTime_110,2.0,2.24
AboutTime_111,1.3599999999999999,2.24
AboutTime_112,2.3600000000000003,1.76
AboutTime_113,1.76,2.24
AboutTime_114,3.12,3.0
AboutTime_115,3.48,2.0
AboutTime_116,3.64,2.52
AboutTime_117,1.6400000000000001,2.0
AboutTime_118,3.12,1.48
AboutTime_119,3.76,1.24
AboutTime_120,2.12,1.48
AboutTime_121,3.48,3.48
AboutTime_122,3.88,3.0
AboutTime_123,3.48,2.76
AboutTime_124,3.88,2.52
AboutTime_125,3.64,2.76
AboutTime_126,3.0,3.24
AboutTime_127,1.76,2.24
AboutTime_128,3.24,2.24
AboutTime_129,5.0,2.52
AboutTime_130,4.0,1.48
AboutTime_131,4.0,1.48
AboutTime_132,3.88,1.76
AboutTime_133,4.52,1.76
AboutTime_134,4.640000000000001,2.0
AboutTime_135,4.640000000000001,1.48
AboutTime_136,4.88,1.76
TheJudge_000,2.0,2.52
TheJudge_001,3.88,2.76
TheJudge_002,1.88,3.48
TheJudge_003,1.3599999999999999,4.52
TheJudge_004,1.12,4.76
TheJudge_005,1.3599999999999999,4.0
TheJudge_006,2.6399999999999997,2.0
TheJudge_007,2.0,1.76
TheJudge_008,2.76,2.76
TheJudge_009,2.76,2.76
TheJudge_010,2.76,2.76
TheJudge_011,2.12,2.52
TheJudge_012,3.0,2.52
TheJudge_013,3.0,2.52
TheJudge_014,2.12,3.48
TheJudge_015,2.0,2.76
TheJudge_016,1.88,2.24
TheJudge_017,2.88,2.76
TheJudge_018,2.12,3.48
TheJudge_019,2.88,3.0
TheJudge_020,3.36,2.76
TheJudge_021,3.12,2.76
TheJudge_022,2.0,2.52
TheJudge_023,1.88,3.48
TheJudge_024,2.52,2.24
TheJudge_025,3.0,3.48
TheJudge_026,2.0,2.52
TheJudge_027,4.0,3.0
TheJudge_028,3.88,3.0
TheJudge_029,3.0,2.76
TheJudge_030,2.3600000000000003,3.48
TheJudge_031,2.76,3.48
TheJudge_032,2.52,3.0
TheJudge_033,1.48,4.52
TheJudge_034,1.24,4.76
TheJudge_035,1.24,5.0
TheJudge_036,1.6400000000000001,4.0
TheJudge_037,1.3599999999999999,5.0
TheJudge_038,1.6400000000000001,4.0
TheJudge_039,1.76,2.76
TheJudge_040,1.76,3.24
TheJudge_041,1.0,3.24
TheJudge_042,1.24,4.76
TheJudge_043,2.0,4.0
TheJudge_044,2.12,4.0
TheJudge_045,1.12,5.0
TheJudge_046,3.36,1.48
TheJudge_047,4.12,1.24
TheJudge_048,4.24,2.0
TheJudge_049,3.64,1.24
TheJudge_050,4.52,2.24
TheJudge_051,2.88,2.76
TheJudge_052,2.76,3.24
TheJudge_053,2.6399999999999997,3.0
TheJudge_054,2.76,2.0
TheJudge_055,4.0,3.24
TheJudge_056,3.0,2.76
TheJudge_057,1.6400000000000001,2.76
TheJudge_058,1.6400000000000001,5.0
TheJudge_059,1.3599999999999999,4.52
TheJudge_060,2.76,3.24
TheJudge_061,2.0,4.52
TheJudge_062,3.24,2.76
TheJudge_063,3.36,3.48
TheJudge_064,3.64,3.24
TheJudge_065,3.48,3.48
TheJudge_066,4.52,3.24
TheJudge_067,3.48,3.0
TheJudge_068,4.640000000000001,2.0
TheJudge_069,4.52,3.0
TheJudge_070,2.0,2.24
TheJudge_071,3.0,2.52
TheJudge_072,2.12,4.52
TheJudge_073,1.88,3.24
TheJudge_074,2.12,3.24
TheJudge_075,4.24,3.0
TheJudge_076,4.24,3.0
TheJudge_077,4.52,3.0
TheJudge_078,4.359999999999999,3.24
TheJudge_079,4.24,4.52
TheJudge_080,3.88,3.48
TheJudge_081,2.3600000000000003,3.0
TheJudge_082,2.3600000000000003,2.76
TheJudge_083,3.0,2.76
TheJudge_084,1.24,4.52
TheJudge_085,2.12,2.76
TheJudge_086,3.12,2.76
TheJudge_087,4.12,3.0
TheJudge_088,4.0,2.76
TheJudge_089,4.24,2.52
TheJudge_090,4.24,3.0
TheJudge_091,3.88,3.0
TheJudge_092,2.0,2.52
TheJudge_093,1.6400000000000001,1.76
TheJudge_094,4.359999999999999,3.24
TheJudge_095,3.12,2.24
TheJudge_096,3.64,2.76
TheJudge_097,3.36,2.52
TheJudge_098,3.24,2.24
TheJudge_099,4.12,2.0
TheJudge_100,2.88,2.76
TheJudge_101,3.76,3.24
TheJudge_102,4.88,2.76
TheJudge_103,4.76,3.48
TheJudge_104,1.12,5.0
TheJudge_105,1.0,5.0
TheJudge_106,1.0,5.0
TheJudge_107,1.24,5.0
TheJudge_108,1.0,5.0
TheJudge_109,1.24,4.76
TheJudge_110,1.12,5.0
TheJudge_111,1.12,4.76
TheJudge_112,1.3599999999999999,3.48
TheJudge_113,2.88,3.0
TheJudge_114,2.0,2.76
TheJudge_115,1.48,2.0
TheJudge_116,1.6400000000000001,2.52
TheJudge_117,3.36,2.52
TheJudge_118,3.24,2.76
TheJudge_119,2.88,3.0
TheJudge_120,2.24,2.52
TheJudge_121,3.24,2.52
TheJudge_122,1.88,4.52
TheJudge_123,3.12,3.0
TheJudge_124,1.3599999999999999,3.76
TheJudge_125,1.48,5.0
TheJudge_126,1.88,3.76
