clip_id,Nishant,ajaycc17,aritra,debjit2001,pranjal123,sayantankuila,avg_inferred_valence
AboutTime_056,3.1,2.5,2.55,3.42,,2.5,2.81
AboutTime_066,2.55,2.4,3.42,3.22,2.55,2.55,2.78
AboutTime_068,2.5,2.5,2.5,3.2,,2.41,2.62
AboutTime_069,2.9,2.29,2.9,3.42,,2.5,2.8
AboutTime_071,2.55,2.29,2.59,3.42,,2.5,2.67
AboutTime_073,2.59,2.29,2.9,2.9,,2.9,2.72
AboutTime_075,2.55,2.5,2.9,3.42,2.59,2.5,2.74
AboutTime_077,2.9,2.1,2.55,3.42,2.55,2.5,2.67
AboutTime_085,2.9,2.5,2.9,3.42,,2.5,2.84
AboutTime_086,2.55,2.5,2.55,3.42,,2.5,2.7
AboutTime_091,2.59,2.5,2.9,3.4,2.55,2.9,2.81
AboutTime_095,2.59,2.5,2.5,3.42,,2.5,2.7
AboutTime_117,2.9,2.1,2.9,3.42,2.55,2.5,2.73
AboutTime_120,2.59,2.1,2.55,3.21,2.95,2.55,2.66
AboutTime_130,2.55,,3.42,3.42,2.55,2.55,2.9
AboutTime_131,2.41,2.5,2.9,3.42,2.59,2.5,2.72
AboutTime_132,2.59,2.41,2.9,3.42,,2.59,2.78
AboutTime_133,2.5,2.5,2.55,2.9,,2.5,2.59
AboutTime_134,2.59,2.5,2.55,3.4,,2.5,2.71
AboutTime_135,2.45,2.5,3.42,3.2,,2.5,2.81
AboutTime_136,2.59,2.5,2.55,3.42,2.95,2.5,2.75
Gifted_041,2.41,2.45,2.55,3.21,,2.45,2.61
Gifted_045,2.5,2.5,2.59,3.2,2.41,2.5,2.62
Gifted_049,2.59,2.55,2.9,3.42,,2.5,2.79
LadyBird_001,2.5,2.5,2.9,2.91,2.45,2.55,2.64
LadyBird_003,2.59,2.4,2.59,2.95,2.55,2.5,2.6
LadyBird_005,2.55,2.5,2.55,3.42,,2.55,2.71
LadyBird_011,2.5,2.5,2.55,3.21,2.55,2.5,2.64
LadyBird_013,2.59,2.5,2.5,2.95,,2.5,2.61
LadyBird_017,2.9,2.5,2.45,3.42,2.41,2.5,2.7
LadyBird_019,2.55,2.5,2.9,3.42,2.95,2.5,2.8
LadyBird_024,2.9,2.45,2.9,3.21,,3.2,2.93
LadyBird_030,2.45,2.5,2.9,3.42,2.55,2.5,2.72
LadyBird_031,2.9,2.5,2.55,3.42,,2.5,2.77
LadyBird_045,2.55,2.5,2.9,3.42,2.9,2.9,2.86
LadyBird_048,2.55,2.5,2.55,3.42,,2.5,2.7
LadyBird_054,2.55,2.5,2.55,2.95,,2.5,2.61
LadyBird_055,2.5,2.1,3.42,3.42,2.59,2.5,2.76
LadyBird_056,2.55,2.45,2.55,2.59,,2.5,2.53
LadyBird_057,2.9,2.5,2.9,2.9,,2.5,2.74
LadyBird_066,2.59,2.5,2.59,3.42,2.55,2.5,2.69
LadyBird_068,2.55,2.1,2.55,3.42,2.9,2.5,2.67
LadyBird_069,2.55,2.5,2.9,3.21,,2.5,2.73
LadyBird_077,2.55,2.5,2.55,3.2,,2.5,2.66
LadyBird_080,2.5,2.5,2.55,3.21,,2.5,2.65
LadyBird_081,2.9,2.5,2.5,3.2,2.55,2.5,2.69
LadyBird_088,2.41,2.1,2.55,2.59,2.41,2.55,2.44
LadyBird_092,2.5,2.29,2.9,3.42,2.59,2.95,2.78
LadyBird_093,2.55,2.5,2.9,3.42,2.41,2.5,2.71
LadyBird_099,2.55,2.5,2.5,3.42,,2.5,2.69
LadyBird_104,2.55,2.4,2.5,3.42,,2.5,2.67
LadyBird_109,2.45,2.5,2.5,2.9,2.55,2.5,2.57
LadyBird_110,2.41,2.5,2.55,3.42,2.55,2.5,2.66
TheBlindSide_000,2.5,2.5,2.55,3.42,,2.5,2.69
TheBlindSide_001,2.59,2.1,2.55,3.42,2.41,2.5,2.6
TheBlindSide_002,2.59,2.5,3.21,3.42,3.2,2.55,2.91
TheBlindSide_003,2.55,2.4,2.5,3.42,,2.5,2.67
TheBlindSide_004,2.55,2.5,2.9,3.2,,2.5,2.73
TheBlindSide_005,2.59,2.5,2.45,3.2,2.59,2.5,2.64
TheBlindSide_006,2.9,2.1,2.9,3.42,2.5,2.5,2.72
TheBlindSide_007,2.59,2.5,2.55,3.21,2.1,2.5,2.58
TheBlindSide_008,2.95,2.5,2.9,3.42,2.55,2.5,2.8
TheBlindSide_009,2.65,2.1,3.2,3.42,,2.5,2.77
TheBlindSide_010,2.55,2.5,2.9,3.42,2.91,2.5,2.8
TheBlindSide_011,2.55,2.5,2.9,2.95,2.55,2.1,2.59
TheBlindSide_012,2.9,2.5,2.9,3.42,2.41,2.5,2.77
TheBlindSide_013,2.55,2.45,2.59,3.42,,2.5,2.7
TheBlindSide_014,2.55,2.5,3.42,3.42,,2.55,2.89
TheBlindSide_015,2.9,2.5,2.9,3.4,2.59,2.5,2.8
TheBlindSide_016,2.59,2.1,3.21,3.42,2.45,2.55,2.72
TheBlindSide_017,2.9,2.55,3.42,3.42,2.59,2.5,2.9
TheBlindSide_018,2.9,2.5,2.91,3.21,2.9,2.5,2.82
TheBlindSide_019,2.55,2.4,3.2,2.55,,2.59,2.66
TheBlindSide_020,2.9,2.5,2.9,3.42,,2.5,2.84
TheBlindSide_021,2.59,2.1,2.5,3.4,2.55,2.5,2.61
TheBlindSide_022,2.9,2.5,2.5,3.42,2.1,2.5,2.65
TheBlindSide_024,2.55,2.1,2.55,2.9,,2.55,2.53
TheBlindSide_025,2.59,2.5,3.2,3.42,2.9,2.59,2.87
TheBlindSide_027,2.55,2.5,3.21,3.42,2.41,2.55,2.77
TheBlindSide_028,2.59,2.55,3.2,3.42,,2.5,2.85
TheBlindSide_029,2.55,,2.9,3.42,2.45,2.45,2.75
TheBlindSide_031,2.9,2.55,2.55,2.9,2.41,2.55,2.64
TheBlindSide_032,2.45,2.5,2.9,3.42,2.55,2.5,2.72
TheBlindSide_033,2.55,2.5,2.55,3.42,2.55,2.5,2.68
TheBlindSide_034,2.91,2.41,2.55,3.42,,2.55,2.77
TheBlindSide_035,2.59,2.55,2.5,3.42,2.41,2.5,2.66
TheBlindSide_036,2.9,2.5,2.5,3.2,,2.5,2.72
TheBlindSide_037,2.55,2.5,2.55,3.42,2.59,2.5,2.68
TheBlindSide_038,2.45,2.15,2.5,3.42,2.59,2.5,2.6
TheBlindSide_039,2.55,,2.55,3.42,,2.5,2.76
TheBlindSide_040,2.55,2.1,2.91,3.2,2.55,2.55,2.64
TheBlindSide_041,2.55,2.5,3.42,3.42,,2.5,2.88
TheBlindSide_042,2.55,,2.59,3.21,,2.5,2.71
TheBlindSide_043,2.55,2.35,2.5,2.91,,2.55,2.57
TheBlindSide_044,2.55,2.1,3.42,3.42,,2.5,2.8
TheBlindSide_045,2.55,2.5,2.9,2.9,,2.5,2.67
TheBlindSide_046,2.55,2.5,2.55,3.42,,2.5,2.7
TheBlindSide_049,2.45,2.5,2.95,3.21,,3.2,2.86
TheBlindSide_050,2.9,2.5,2.59,3.42,2.55,2.55,2.75
TheBlindSide_052,2.5,2.59,2.9,3.22,2.41,2.59,2.7
TheBlindSide_053,2.5,2.1,2.91,3.42,2.41,2.5,2.64
TheBlindSide_054,2.5,2.5,3.21,3.42,2.41,2.5,2.76
TheBlindSide_055,2.59,2.5,3.21,3.42,2.55,2.5,2.8
TheBlindSide_056,2.59,2.5,2.41,2.95,,2.5,2.59
TheBlindSide_057,2.55,2.5,2.55,3.42,2.59,2.5,2.68
TheBlindSide_058,2.5,,2.59,3.42,,2.55,2.76
TheBlindSide_059,2.55,2.5,2.9,3.42,,2.5,2.77
TheBlindSide_060,2.59,2.1,3.42,3.21,,2.59,2.78
TheBlindSide_061,2.55,2.5,2.91,3.42,2.41,2.5,2.72
TheBlindSide_062,2.59,2.5,2.91,3.2,2.55,2.5,2.71
TheBlindSide_063,2.55,2.5,2.55,3.4,,2.5,2.7
TheBlindSide_064,2.55,2.5,3.2,3.42,,3.2,2.97
TheBlindSide_065,2.55,2.5,2.41,3.42,2.55,2.5,2.66
TheBlindSide_066,2.5,2.5,2.9,3.21,,2.5,2.72
TheBlindSide_067,2.9,2.5,2.55,3.42,,2.1,2.69
TheBlindSide_068,2.9,2.5,2.5,3.42,2.55,2.5,2.73
TheBlindSide_069,2.55,2.5,2.95,3.42,2.59,2.5,2.75
TheBlindSide_071,2.55,2.5,2.55,3.42,,2.5,2.7
TheBlindSide_072,2.41,2.4,2.9,3.42,2.55,2.55,2.7
TheBlindSide_073,2.55,2.5,2.55,3.4,,2.5,2.7
TheBlindSide_075,2.59,2.5,2.59,3.42,2.55,2.5,2.69
TheBlindSide_076,2.59,2.5,2.9,3.42,,2.55,2.79
TheBlindSide_077,2.41,2.45,2.5,3.2,,2.55,2.62
TheBlindSide_078,2.55,2.5,2.55,3.42,2.55,2.5,2.68
TheBlindSide_079,2.9,2.5,2.9,2.91,2.41,2.5,2.69
TheBlindSide_080,2.55,2.4,2.5,3.42,2.41,2.5,2.63
TheBlindSide_081,2.55,2.5,2.41,3.42,,2.5,2.68
TheBlindSide_082,2.59,2.5,2.55,3.21,,2.5,2.67
TheBlindSide_083,2.55,2.5,2.5,3.21,,2.5,2.65
TheBlindSide_084,2.9,2.5,2.55,2.55,2.41,2.5,2.57
TheBlindSide_085,2.55,2.5,2.59,3.21,,2.5,2.67
TheBlindSide_086,2.59,,2.91,3.42,,2.5,2.86
TheBlindSide_087,2.5,2.5,2.9,2.95,,2.5,2.67
TheBlindSide_088,2.55,2.5,2.55,2.91,2.41,2.5,2.57
TheBlindSide_089,2.55,2.5,3.42,3.4,2.59,2.55,2.83
TheBlindSide_091,2.59,2.1,2.59,3.42,2.55,2.55,2.63
TheBlindSide_092,2.41,2.1,2.9,2.59,2.41,2.5,2.48
TheBlindSide_093,2.55,2.5,2.9,3.42,,2.5,2.77
TheFaultInOurStars_000,2.55,2.5,3.42,2.9,,2.5,2.77
TheFaultInOurStars_001,2.5,2.5,2.9,3.2,2.41,2.5,2.67
TheFaultInOurStars_002,2.59,2.1,2.55,3.42,,2.55,2.64
TheFaultInOurStars_003,2.5,2.5,3.42,2.95,2.41,2.5,2.71
TheFaultInOurStars_004,2.5,2.5,2.9,3.42,2.41,2.5,2.7
TheFaultInOurStars_005,2.55,2.55,2.9,3.42,,2.5,2.78
TheFaultInOurStars_006,2.55,2.5,2.9,,,2.55,2.62
TheFaultInOurStars_007,2.5,2.5,2.55,3.42,2.55,2.41,2.66
TheFaultInOurStars_008,2.55,2.5,2.59,3.2,2.55,2.95,2.72
TheFaultInOurStars_009,2.55,2.5,2.91,3.2,,2.5,2.73
TheFaultInOurStars_010,2.5,2.29,2.59,3.4,2.41,2.5,2.62
TheFaultInOurStars_011,2.5,2.5,2.55,3.42,2.55,2.5,2.67
TheFaultInOurStars_012,2.55,2.5,2.55,3.42,2.59,2.9,2.75
TheFaultInOurStars_013,2.55,2.1,2.55,3.2,,2.5,2.58
TheFaultInOurStars_014,2.9,2.1,2.9,3.42,3.2,2.1,2.77
TheFaultInOurStars_015,2.59,2.5,3.42,3.42,,2.5,2.89
TheFaultInOurStars_016,2.9,2.5,2.95,2.55,,2.55,2.69
TheFaultInOurStars_017,2.59,2.5,2.9,3.42,2.41,2.59,2.74
TheFaultInOurStars_018,2.9,,2.55,3.2,,2.5,2.79
TheFaultInOurStars_019,2.9,2.5,3.42,3.42,2.55,2.9,2.95
TheFaultInOurStars_020,2.55,2.4,2.55,3.42,2.45,2.5,2.64
TheFaultInOurStars_021,2.55,2.5,2.55,3.42,2.41,2.5,2.66
TheFaultInOurStars_022,2.59,2.45,2.9,2.9,,2.55,2.68
TheFaultInOurStars_023,2.45,2.5,3.2,3.42,,3.2,2.95
TheFaultInOurStars_024,2.55,2.5,2.55,3.42,2.9,2.5,2.74
TheFaultInOurStars_025,2.55,2.5,2.59,3.2,,2.59,2.69
TheFaultInOurStars_026,2.95,2.5,2.9,3.42,2.45,2.9,2.85
TheFaultInOurStars_027,2.55,2.5,3.42,2.55,,2.5,2.7
TheFaultInOurStars_028,2.45,2.4,2.9,3.42,,2.5,2.73
TheFaultInOurStars_029,2.55,2.5,2.95,3.4,2.55,2.5,2.74
TheFaultInOurStars_030,2.59,2.35,3.2,3.42,2.55,2.55,2.78
TheFaultInOurStars_031,2.59,2.5,2.9,3.2,2.41,2.5,2.68
TheFaultInOurStars_032,2.59,2.5,2.9,2.55,2.55,2.5,2.6
TheFaultInOurStars_033,2.55,2.5,2.95,2.55,,2.5,2.61
TheFaultInOurStars_034,2.55,2.5,2.9,2.91,,2.59,2.69
TheFaultInOurStars_035,2.5,2.5,2.9,3.42,,2.55,2.77
TheFaultInOurStars_036,2.55,2.35,3.21,3.42,2.9,2.5,2.82
TheFaultInOurStars_037,2.9,2.1,2.59,3.42,2.45,2.5,2.66
TheFaultInOurStars_038,2.59,,2.91,2.9,,2.45,2.71
TheFaultInOurStars_039,2.5,2.5,2.59,3.2,,2.45,2.65
TheFaultInOurStars_040,2.41,2.5,2.9,3.21,,2.5,2.7
TheFaultInOurStars_041,2.45,2.5,2.5,2.55,2.41,2.5,2.48
TheFaultInOurStars_042,2.45,2.5,2.9,3.42,,2.5,2.75
TheFaultInOurStars_043,2.55,2.5,3.42,3.42,,2.5,2.88
TheFaultInOurStars_044,2.55,2.5,2.55,2.9,,2.5,2.6
TheFaultInOurStars_045,2.59,2.5,3.21,3.42,2.41,3.2,2.89
TheFaultInOurStars_046,2.5,2.5,2.5,3.42,2.55,2.45,2.65
TheFaultInOurStars_048,2.59,2.5,2.9,3.22,2.45,2.55,2.7
TheFaultInOurStars_049,2.55,2.1,2.5,3.4,2.41,3.2,2.69
TheFaultInOurStars_050,2.55,2.4,3.42,3.2,,2.5,2.81
TheFaultInOurStars_051,2.45,2.55,2.55,3.21,2.5,2.5,2.63
TheFaultInOurStars_052,3.2,2.5,2.55,3.21,,2.5,2.79
TheFaultInOurStars_053,2.9,2.5,2.55,3.42,,2.5,2.77
TheFaultInOurStars_054,2.55,2.41,3.4,3.2,2.41,2.5,2.74
TheFaultInOurStars_055,2.5,2.5,2.49,3.42,,2.5,2.68
TheFaultInOurStars_056,2.5,2.5,2.5,3.42,2.95,2.55,2.74
TheFaultInOurStars_057,2.55,2.1,2.9,3.42,,2.5,2.69
TheFaultInOurStars_058,2.5,2.1,2.55,3.21,,2.5,2.57
TheFaultInOurStars_059,2.55,2.5,3.2,3.2,,2.5,2.79
TheFaultInOurStars_060,2.59,2.4,3.42,3.42,2.41,2.5,2.79
TheFaultInOurStars_061,2.55,2.5,2.55,3.42,,2.5,2.7
TheFaultInOurStars_062,2.9,2.41,2.55,3.42,2.55,2.5,2.72
TheFaultInOurStars_063,2.55,2.5,2.9,3.42,,2.55,2.78
TheFaultInOurStars_064,2.55,2.5,3.2,3.42,,2.5,2.83
TheFaultInOurStars_065,2.9,2.5,2.9,3.4,,2.95,2.93
TheFaultInOurStars_066,2.5,2.5,2.41,3.2,2.41,2.55,2.6
TheFaultInOurStars_067,2.59,2.5,2.55,3.42,2.9,2.5,2.74
TheFaultInOurStars_068,2.5,2.5,3.2,2.55,2.55,3.2,2.75
TheFaultInOurStars_069,2.9,2.59,2.9,3.21,,2.5,2.82
TheFaultInOurStars_070,2.5,2.5,3.42,2.45,2.59,2.5,2.66
TheFaultInOurStars_071,2.55,,2.55,2.9,,2.5,2.62
TheFaultInOurStars_072,3.1,2.5,2.91,2.95,,2.5,2.79
TheFaultInOurStars_073,2.55,2.55,2.55,3.2,,2.5,2.67
TheFaultInOurStars_074,2.55,2.5,2.9,3.42,,2.5,2.77
TheFaultInOurStars_075,2.55,2.5,2.9,3.42,2.59,2.5,2.74
TheFaultInOurStars_076,2.9,2.55,3.42,3.42,2.41,2.5,2.87
TheFaultInOurStars_077,2.55,2.5,2.9,3.42,2.59,2.5,2.74
TheSpectacularNow_023,2.5,2.5,2.9,3.42,,2.5,2.76
TheSpectacularNow_068,2.59,2.1,2.9,3.4,2.59,2.5,2.68
TheTheoryOfEverything_001,2.55,2.59,2.55,3.4,2.55,2.5,2.69
TheTheoryOfEverything_003,2.55,2.4,2.55,3.21,2.55,2.5,2.63
TheTheoryOfEverything_005,2.45,2.5,2.91,2.55,2.95,2.5,2.64
TheTheoryOfEverything_009,2.9,2.5,2.59,3.42,2.55,2.5,2.74
TheTheoryOfEverything_012,2.45,2.55,3.2,2.95,,2.5,2.73
TheTheoryOfEverything_016,2.59,2.5,2.59,2.9,,2.5,2.62
TheTheoryOfEverything_018,2.5,2.5,2.41,3.42,,2.5,2.67
TheTheoryOfEverything_021,2.5,2.5,3.42,3.42,,2.95,2.96
TheTheoryOfEverything_022,2.55,2.5,2.9,3.42,,2.45,2.76
TheTheoryOfEverything_026,2.9,2.5,2.9,3.42,,2.5,2.84
TheTheoryOfEverything_030,2.59,2.29,2.55,3.21,,2.5,2.63
TheTheoryOfEverything_031,2.9,2.5,2.55,3.21,,2.5,2.73
TheTheoryOfEverything_034,2.55,2.1,2.5,3.2,2.5,2.5,2.56
TheTheoryOfEverything_037,2.9,2.5,2.55,3.42,,2.5,2.77
TheTheoryOfEverything_038,2.41,2.59,3.2,3.2,2.41,2.55,2.73
TheTheoryOfEverything_039,2.59,2.55,2.55,3.21,2.29,2.5,2.62
TheTheoryOfEverything_040,2.59,2.5,2.9,3.21,2.55,2.5,2.71
TheTheoryOfEverything_041,2.9,2.4,2.9,3.42,2.55,2.5,2.78
TheTheoryOfEverything_042,2.5,2.5,2.9,3.42,,2.5,2.76
TheTheoryOfEverything_043,2.55,2.5,3.2,3.2,2.41,2.5,2.73
TheTheoryOfEverything_048,2.59,2.5,3.42,3.4,,2.5,2.88
TheTheoryOfEverything_051,2.59,,2.55,3.4,,2.5,2.76
TheTheoryOfEverything_054,2.59,2.5,2.9,2.9,2.41,2.55,2.64
TheTheoryOfEverything_057,2.5,,2.9,3.42,,2.5,2.83
Wonder_120,2.59,2.1,2.9,2.9,,2.5,2.6
