clip_id,expressed_valence,expressed_arousal
LadyBird_009,4.2,4.12
LadyBird_061,4.2,4.52
LadyBird_099,4.2,4.52
LadyBird_090,3.68,4.12
LadyBird_062,4.2,4.12
LadyBird_038,4.2,4.52
LadyBird_081,4.2,4.52
LadyBird_036,3.68,4.12
LadyBird_084,3.68,4.12
LadyBird_043,4.2,4.52
LadyBird_060,3.48,3.76
LadyBird_105,3.68,4.12
LadyBird_071,4.2,4.52
LadyBird_095,3.8,3.88
LadyBird_102,3.68,4.12
LadyBird_025,4.2,4.52
LadyBird_051,4.2,4.52
LadyBird_046,3.28,4.16
LadyBird_067,3.68,4.12
LadyBird_028,4.2,4.12
LadyBird_106,4.2,4.52
LadyBird_113,3.48,3.76
LadyBird_001,4.2,4.52
LadyBird_049,3.8,3.96
LadyBird_018,3.68,4.12
LadyBird_065,3.68,4.12
LadyBird_059,3.68,4.12
LadyBird_007,3.68,4.12
LadyBird_080,3.8,3.56
LadyBird_107,3.8,3.56
LadyBird_082,3.48,3.76
LadyBird_031,3.52,4.4
LadyBird_011,4.2,4.12
LadyBird_073,4.2,4.12
LadyBird_074,4.2,4.52
LadyBird_091,3.68,4.12
LadyBird_005,3.52,4.4
LadyBird_050,4.2,4.52
LadyBird_019,4.2,4.52
LadyBird_047,3.48,3.76
LadyBird_002,4.2,4.52
LadyBird_110,3.68,4.12
LadyBird_052,3.68,4.12
LadyBird_066,4.2,4.52
LadyBird_015,3.8,3.96
LadyBird_004,4.2,4.52
LadyBird_022,4.2,4.52
LadyBird_094,3.8,3.96
LadyBird_012,3.68,4.12
LadyBird_013,3.48,3.76
LadyBird_086,3.68,4.12
LadyBird_100,4.2,4.52
LadyBird_057,3.8,3.96
LadyBird_027,4.2,4.52
LadyBird_000,3.72,4.16
LadyBird_103,3.68,4.12
LadyBird_017,4.2,4.52
LadyBird_077,3.68,4.12
LadyBird_058,4.2,4.52
LadyBird_040,3.48,3.76
LadyBird_037,3.68,4.12
LadyBird_030,3.68,4.12
LadyBird_076,3.4,3.96
LadyBird_023,3.8,3.96
LadyBird_045,3.68,4.12
LadyBird_064,3.48,3.76
LadyBird_109,4.2,4.52
LadyBird_035,4.2,4.52
LadyBird_112,3.52,4.4
LadyBird_092,3.8,3.88
LadyBird_097,3.68,4.12
LadyBird_104,4.2,4.52
LadyBird_008,4.2,4.52
LadyBird_111,4.2,4.52
LadyBird_063,3.68,4.12
LadyBird_098,3.68,4.12
LadyBird_034,4.2,4.52
LadyBird_029,3.52,4.4
LadyBird_108,3.48,3.76
LadyBird_006,3.68,4.12
LadyBird_039,4.2,4.52
LadyBird_020,3.52,4.4
LadyBird_044,4.2,4.12
LadyBird_070,3.68,4.12
LadyBird_010,3.8,3.96
LadyBird_014,3.8,3.88
LadyBird_096,3.8,3.88
LadyBird_072,3.48,3.76
LadyBird_069,3.8,3.88
LadyBird_024,3.8,3.96
LadyBird_055,3.72,4.16
LadyBird_068,3.68,4.12
LadyBird_085,3.8,3.96
LadyBird_088,3.8,3.96
LadyBird_042,3.68,4.12
LadyBird_026,3.8,3.88
LadyBird_041,3.68,4.12
LadyBird_033,3.48,3.76
LadyBird_079,3.68,4.12
LadyBird_053,3.68,4.12
LadyBird_083,3.68,4.12
LadyBird_101,4.2,4.52
LadyBird_021,4.2,4.12
TheFaultInOurStars_013,3.68,4.12
TheFaultInOurStars_021,3.8,3.96
TheFaultInOurStars_077,3.8,3.96
TheFaultInOurStars_030,4.2,4.52
TheFaultInOurStars_059,3.68,4.12
TheFaultInOurStars_006,3.48,3.76
TheFaultInOurStars_026,3.68,4.12
TheFaultInOurStars_069,3.68,4.12
TheFaultInOurStars_050,4.2,4.12
TheFaultInOurStars_039,4.2,4.12
TheFaultInOurStars_071,3.8,3.96
TheFaultInOurStars_017,4.2,4.52
TheFaultInOurStars_051,4.2,4.12
TheFaultInOurStars_024,3.68,4.12
TheFaultInOurStars_010,3.68,4.12
TheFaultInOurStars_065,4.2,4.12
TheFaultInOurStars_037,4.2,4.12
TheFaultInOurStars_008,4.2,4.52
TheFaultInOurStars_073,3.68,4.12
TheFaultInOurStars_014,4.2,4.52
TheFaultInOurStars_034,4.2,4.52
TheFaultInOurStars_018,3.72,4.04
TheFaultInOurStars_041,3.68,4.12
TheFaultInOurStars_001,3.68,4.12
TheFaultInOurStars_072,4.2,4.52
TheFaultInOurStars_053,4.2,4.52
TheFaultInOurStars_025,3.68,4.12
TheFaultInOurStars_067,3.68,4.12
TheFaultInOurStars_022,4.2,4.52
TheFaultInOurStars_019,3.68,4.12
TheFaultInOurStars_062,3.68,4.12
TheFaultInOurStars_054,3.68,4.12
TheFaultInOurStars_004,4.2,4.52
TheFaultInOurStars_057,4.2,4.52
TheFaultInOurStars_028,4.2,4.52
TheFaultInOurStars_027,3.68,4.12
TheFaultInOurStars_007,3.64,3.68
TheFaultInOurStars_052,4.2,4.52
TheFaultInOurStars_003,3.68,4.12
TheFaultInOurStars_061,4.2,4.52
TheFaultInOurStars_064,3.8,3.96
TheFaultInOurStars_016,4.2,4.52
TheFaultInOurStars_066,4.2,4.52
TheFaultInOurStars_076,3.68,4.12
TheFaultInOurStars_045,4.2,4.52
TheFaultInOurStars_046,3.8,3.96
TheFaultInOurStars_055,3.8,3.96
TheFaultInOurStars_033,3.52,4.4
TheFaultInOurStars_042,4.2,4.52
TheFaultInOurStars_002,3.68,4.12
TheFaultInOurStars_043,3.8,3.96
TheFaultInOurStars_036,3.68,4.12
TheFaultInOurStars_058,4.2,4.52
TheFaultInOurStars_068,4.2,4.12
TheFaultInOurStars_040,3.48,3.76
TheFaultInOurStars_047,3.68,4.12
TheFaultInOurStars_060,3.68,4.12
TheFaultInOurStars_048,3.68,4.12
TheFaultInOurStars_031,4.2,4.12
TheFaultInOurStars_035,4.2,4.52
TheFaultInOurStars_075,3.2,3.88
TheFaultInOurStars_009,3.8,3.88
TheFaultInOurStars_032,3.48,3.76
TheFaultInOurStars_038,3.8,3.96
TheFaultInOurStars_011,3.68,4.12
TheFaultInOurStars_023,4.2,4.52
TheFaultInOurStars_063,3.68,4.12
TheFaultInOurStars_012,4.2,4.52
TheFaultInOurStars_044,3.8,3.96
TheFaultInOurStars_049,4.2,4.52
TheFaultInOurStars_029,3.68,4.12
TheFaultInOurStars_005,3.68,4.12
TheFaultInOurStars_074,3.68,4.12
TheFaultInOurStars_020,3.68,4.12
TheFaultInOurStars_056,4.2,4.52
TheFaultInOurStars_000,3.68,4.12
TheFaultInOurStars_015,4.2,4.52
TheFaultInOurStars_070,3.68,4.12
TheSpectacularNow_040,4.2,4.52
TheSpectacularNow_075,3.48,3.76
TheSpectacularNow_036,4.2,4.12
TheSpectacularNow_053,3.2,3.88
TheSpectacularNow_015,3.68,4.12
TheSpectacularNow_065,3.68,4.12
TheSpectacularNow_016,3.8,3.88
TheSpectacularNow_046,4.2,4.52
TheSpectacularNow_058,3.52,4.4
TheSpectacularNow_044,4.2,4.12
TheSpectacularNow_019,4.2,4.52
TheSpectacularNow_052,3.48,3.76
TheSpectacularNow_002,3.68,4.12
TheSpectacularNow_077,4.2,4.52
TheSpectacularNow_059,4.2,4.52
TheSpectacularNow_047,4.2,4.12
TheSpectacularNow_037,3.48,3.76
TheSpectacularNow_014,3.68,4.12
TheSpectacularNow_030,3.68,4.12
TheSpectacularNow_033,3.52,4.4
TheSpectacularNow_076,3.68,4.12
TheSpectacularNow_029,3.8,4.4
TheSpectacularNow_005,3.68,4.12
TheSpectacularNow_011,4.2,4.52
TheSpectacularNow_071,3.68,4.12
TheSpectacularNow_032,3.52,4.4
TheSpectacularNow_048,3.8,3.88
TheSpectacularNow_072,4.2,4.52
TheSpectacularNow_025,3.8,3.96
TheSpectacularNow_082,3.8,3.96
TheSpectacularNow_042,3.68,4.12
TheSpectacularNow_060,4.2,4.12
TheSpectacularNow_074,4.2,4.12
TheSpectacularNow_054,3.48,3.76
TheSpectacularNow_004,3.68,4.12
TheSpectacularNow_038,4.08,4.279999999999999
TheSpectacularNow_078,3.28,4.16
TheSpectacularNow_079,3.68,4.12
TheSpectacularNow_043,3.68,4.12
TheSpectacularNow_062,3.68,4.12
TheSpectacularNow_023,3.52,4.4
TheSpectacularNow_081,3.68,4.12
TheSpectacularNow_067,3.28,4.16
TheSpectacularNow_045,3.68,4.12
TheSpectacularNow_068,3.68,4.12
TheSpectacularNow_010,3.68,4.12
TheSpectacularNow_073,3.68,4.12
TheSpectacularNow_035,4.2,4.12
TheSpectacularNow_056,3.72,4.04
TheSpectacularNow_001,3.8,3.96
TheSpectacularNow_026,4.2,4.52
TheSpectacularNow_050,4.2,4.52
TheSpectacularNow_066,3.68,4.12
TheSpectacularNow_049,3.68,4.12
TheSpectacularNow_017,3.68,4.12
TheSpectacularNow_055,3.8,3.96
TheSpectacularNow_039,3.68,4.12
TheSpectacularNow_006,3.28,4.16
TheSpectacularNow_080,3.68,4.12
TheSpectacularNow_018,3.8,3.88
TheSpectacularNow_061,3.8,3.96
TheSpectacularNow_051,3.8,3.56
TheSpectacularNow_012,3.48,3.76
TheSpectacularNow_070,3.68,4.12
TheSpectacularNow_064,4.2,4.52
TheSpectacularNow_057,4.2,4.52
TheSpectacularNow_007,3.68,4.12
TheSpectacularNow_009,3.8,3.88
TheSpectacularNow_063,3.68,4.12
TheSpectacularNow_024,3.52,4.4
TheSpectacularNow_013,4.2,4.52
TheSpectacularNow_028,3.68,4.12
TheSpectacularNow_000,3.68,4.12
TheSpectacularNow_022,3.68,4.12
TheSpectacularNow_041,4.08,4.279999999999999
TheSpectacularNow_020,3.72,4.04
TheSpectacularNow_008,3.68,4.12
TheSpectacularNow_003,4.2,4.52
TheSpectacularNow_034,3.68,4.12
TheSpectacularNow_021,4.2,4.12
TheSpectacularNow_027,3.52,4.4
TheSpectacularNow_031,4.2,4.52
TheSpectacularNow_069,3.68,4.12
TheTheoryOfEverything_003,4.2,4.12
TheTheoryOfEverything_010,3.8,3.96
TheTheoryOfEverything_054,3.68,4.12
TheTheoryOfEverything_020,3.68,4.12
TheTheoryOfEverything_047,3.68,4.12
TheTheoryOfEverything_018,4.2,4.12
TheTheoryOfEverything_058,4.2,4.12
TheTheoryOfEverything_044,3.68,4.12
TheTheoryOfEverything_034,3.68,4.12
TheTheoryOfEverything_041,3.8,3.96
TheTheoryOfEverything_000,3.8,3.92
TheTheoryOfEverything_021,4.2,4.12
TheTheoryOfEverything_050,3.68,4.12
TheTheoryOfEverything_033,3.68,4.12
TheTheoryOfEverything_016,4.2,4.52
TheTheoryOfEverything_039,3.68,4.12
TheTheoryOfEverything_011,3.68,4.12
TheTheoryOfEverything_049,3.8,3.96
TheTheoryOfEverything_024,3.8,3.96
TheTheoryOfEverything_036,4.2,4.52
TheTheoryOfEverything_057,4.2,4.12
TheTheoryOfEverything_009,3.8,3.96
TheTheoryOfEverything_045,3.8,3.96
TheTheoryOfEverything_004,3.68,4.12
TheTheoryOfEverything_040,3.8,3.88
TheTheoryOfEverything_051,4.2,4.12
TheTheoryOfEverything_026,4.2,4.12
TheTheoryOfEverything_027,4.2,4.12
TheTheoryOfEverything_019,3.8,3.96
TheTheoryOfEverything_056,3.8,3.96
TheTheoryOfEverything_028,4.2,4.52
TheTheoryOfEverything_038,4.2,4.12
TheTheoryOfEverything_046,3.68,4.12
TheTheoryOfEverything_031,4.2,4.52
TheTheoryOfEverything_037,4.2,4.52
TheTheoryOfEverything_007,3.68,4.12
TheTheoryOfEverything_042,3.48,3.76
TheTheoryOfEverything_029,4.2,4.52
TheTheoryOfEverything_023,4.2,4.52
TheTheoryOfEverything_052,4.2,4.52
TheTheoryOfEverything_008,4.2,4.52
TheTheoryOfEverything_012,4.2,4.52
TheTheoryOfEverything_002,4.2,4.12
TheTheoryOfEverything_032,3.68,4.12
TheTheoryOfEverything_013,3.68,4.12
TheTheoryOfEverything_035,3.52,4.4
TheTheoryOfEverything_025,3.52,4.4
TheTheoryOfEverything_005,3.8,3.96
TheTheoryOfEverything_055,3.68,4.12
TheTheoryOfEverything_053,3.68,4.12
TheTheoryOfEverything_006,3.8,3.96
TheTheoryOfEverything_017,4.2,4.52
TheTheoryOfEverything_030,4.2,4.12
TheTheoryOfEverything_014,4.2,4.52
TheTheoryOfEverything_001,3.68,4.12
TheTheoryOfEverything_015,3.68,4.12
TheTheoryOfEverything_022,4.2,4.52
TheTheoryOfEverything_048,3.68,4.12
TheTheoryOfEverything_043,3.48,3.76
TheBlindSide_000,4.2,4.52
TheBlindSide_068,3.48,3.76
TheBlindSide_039,3.8,3.88
TheBlindSide_006,4.2,4.52
TheBlindSide_011,4.2,4.52
TheBlindSide_088,3.68,4.12
TheBlindSide_008,3.48,3.76
TheBlindSide_001,4.2,4.52
TheBlindSide_035,3.68,4.12
TheBlindSide_064,3.8,3.88
TheBlindSide_034,3.48,3.76
TheBlindSide_078,3.8,3.96
TheBlindSide_040,4.2,4.52
TheBlindSide_045,4.2,4.52
TheBlindSide_087,3.8,3.96
TheBlindSide_025,3.68,4.12
TheBlindSide_048,3.68,4.12
TheBlindSide_014,3.68,4.12
TheBlindSide_054,3.52,4.4
TheBlindSide_047,3.68,4.12
TheBlindSide_050,4.2,4.52
TheBlindSide_058,3.68,4.12
TheBlindSide_018,4.2,4.12
TheBlindSide_024,3.68,4.12
TheBlindSide_012,3.68,4.12
TheBlindSide_033,4.2,4.52
TheBlindSide_052,3.48,3.76
TheBlindSide_046,3.68,4.12
TheBlindSide_013,4.2,4.52
TheBlindSide_076,4.2,4.52
TheBlindSide_073,4.2,4.52
TheBlindSide_017,3.8,3.88
TheBlindSide_063,3.68,4.12
TheBlindSide_005,3.8,3.96
TheBlindSide_072,3.8,3.96
TheBlindSide_029,3.68,4.12
TheBlindSide_016,3.8,3.96
TheBlindSide_084,3.68,4.12
TheBlindSide_032,3.68,4.12
TheBlindSide_051,3.68,4.12
TheBlindSide_077,3.68,4.12
TheBlindSide_027,3.68,4.12
TheBlindSide_037,4.2,4.52
TheBlindSide_042,4.2,4.52
TheBlindSide_060,3.52,4.4
TheBlindSide_028,4.2,4.12
TheBlindSide_020,4.2,4.52
TheBlindSide_038,3.68,4.12
TheBlindSide_059,3.68,4.12
TheBlindSide_030,4.2,4.52
TheBlindSide_089,3.68,4.12
TheBlindSide_091,4.2,4.12
TheBlindSide_090,4.2,4.12
TheBlindSide_093,3.68,4.12
TheBlindSide_075,3.68,4.12
TheBlindSide_036,3.68,4.12
TheBlindSide_083,3.2,3.88
TheBlindSide_057,3.68,4.12
TheBlindSide_079,4.2,4.12
TheBlindSide_061,3.52,4.4
TheBlindSide_056,3.52,4.4
TheBlindSide_022,4.2,4.12
TheBlindSide_080,3.68,4.12
TheBlindSide_065,4.2,4.52
TheBlindSide_082,4.2,4.52
TheBlindSide_015,4.2,4.12
TheBlindSide_003,3.48,3.76
TheBlindSide_067,3.8,3.96
TheBlindSide_066,3.68,4.12
TheBlindSide_053,4.2,4.12
TheBlindSide_009,4.2,4.12
TheBlindSide_023,3.68,4.12
TheBlindSide_010,3.68,4.12
TheBlindSide_026,4.2,4.52
TheBlindSide_043,3.8,3.96
TheBlindSide_069,3.68,4.12
TheBlindSide_086,3.2,3.88
TheBlindSide_002,3.8,3.96
TheBlindSide_070,4.2,4.52
TheBlindSide_092,3.68,4.12
TheBlindSide_007,4.2,4.12
TheBlindSide_081,3.68,4.12
TheBlindSide_071,3.68,4.12
TheBlindSide_041,3.68,4.12
TheBlindSide_044,3.68,4.12
TheBlindSide_019,3.68,4.12
TheBlindSide_055,4.2,4.52
TheBlindSide_062,3.68,4.12
TheBlindSide_074,3.48,3.28
TheBlindSide_085,3.48,3.28
TheBlindSide_031,3.8,3.96
TheBlindSide_004,3.68,4.12
TheBlindSide_049,4.2,4.12
TheBlindSide_021,4.2,4.52
AboutTime_024,3.52,4.4
AboutTime_005,4.2,4.52
AboutTime_082,4.2,4.12
AboutTime_026,3.68,4.12
AboutTime_038,3.48,3.76
AboutTime_091,3.68,4.12
AboutTime_080,4.2,4.52
AboutTime_022,3.68,4.12
AboutTime_074,3.48,3.76
AboutTime_095,3.48,3.76
AboutTime_050,4.2,4.52
AboutTime_034,3.2,3.88
AboutTime_118,4.2,4.52
AboutTime_052,3.68,4.12
AboutTime_099,3.8,3.96
AboutTime_049,4.2,4.52
AboutTime_058,3.52,4.4
AboutTime_009,4.08,4.279999999999999
AboutTime_066,4.2,4.52
AboutTime_117,3.68,4.12
AboutTime_105,3.8,4.4
AboutTime_104,4.2,4.12
AboutTime_068,3.8,3.96
AboutTime_065,4.2,4.52
AboutTime_128,3.68,4.12
AboutTime_113,3.8,3.88
AboutTime_020,3.68,4.12
AboutTime_039,3.68,4.12
AboutTime_071,4.2,4.52
AboutTime_035,4.2,4.12
AboutTime_040,4.2,4.52
AboutTime_088,4.2,4.52
AboutTime_076,4.2,4.52
AboutTime_122,4.2,4.52
AboutTime_008,3.8,3.88
AboutTime_007,4.2,4.52
AboutTime_107,3.68,4.12
AboutTime_086,3.68,4.12
AboutTime_081,4.2,4.52
AboutTime_014,4.2,4.12
AboutTime_062,4.2,4.52
AboutTime_047,3.52,4.4
AboutTime_094,3.4,3.96
AboutTime_132,3.8,3.96
AboutTime_003,4.2,4.52
AboutTime_028,4.2,4.52
AboutTime_130,3.68,4.12
AboutTime_036,3.68,4.12
AboutTime_030,3.8,3.96
AboutTime_123,3.68,4.12
AboutTime_108,3.68,4.12
AboutTime_064,3.68,4.12
AboutTime_072,3.72,4.16
AboutTime_000,3.52,4.4
AboutTime_077,3.72,4.16
AboutTime_048,3.68,4.12
AboutTime_090,3.8,3.96
AboutTime_070,4.2,4.52
AboutTime_136,4.2,4.52
AboutTime_001,3.52,4.4
AboutTime_002,3.52,4.4
AboutTime_075,3.2,3.88
AboutTime_025,3.8,3.96
AboutTime_089,4.2,4.52
AboutTime_059,4.2,4.52
AboutTime_043,4.2,4.12
AboutTime_079,3.68,4.12
AboutTime_016,3.8,3.88
AboutTime_100,3.68,4.12
AboutTime_109,3.68,4.12
AboutTime_053,3.52,4.4
AboutTime_056,3.52,4.4
AboutTime_032,4.2,4.12
AboutTime_046,3.68,4.12
AboutTime_114,3.68,4.12
AboutTime_127,4.2,4.52
AboutTime_012,4.2,4.52
AboutTime_085,3.68,4.12
AboutTime_045,4.2,4.52
AboutTime_004,3.68,4.12
AboutTime_073,3.72,4.16
AboutTime_061,3.8,3.96
AboutTime_037,3.68,4.12
AboutTime_112,3.68,4.12
AboutTime_033,3.68,4.12
AboutTime_115,4.2,4.52
AboutTime_135,4.2,4.52
AboutTime_029,3.68,4.12
AboutTime_103,4.2,4.52
AboutTime_019,4.2,4.12
AboutTime_110,3.48,3.76
AboutTime_097,3.48,3.76
AboutTime_041,4.2,4.12
AboutTime_133,4.2,4.52
AboutTime_134,4.2,4.52
AboutTime_119,3.8,3.96
AboutTime_055,3.8,3.96
AboutTime_098,3.48,3.76
AboutTime_063,4.2,4.52
AboutTime_027,3.68,4.12
AboutTime_121,4.2,4.52
AboutTime_054,3.68,4.12
AboutTime_060,4.2,4.52
AboutTime_015,3.28,4.16
AboutTime_126,3.8,3.88
AboutTime_067,4.2,4.52
AboutTime_017,3.48,4.0
AboutTime_057,3.68,4.12
AboutTime_084,3.68,4.12
AboutTime_125,3.52,4.4
AboutTime_010,3.68,4.12
AboutTime_042,3.68,4.12
AboutTime_011,4.2,4.12
AboutTime_069,4.08,4.279999999999999
AboutTime_124,3.68,4.12
AboutTime_021,3.8,3.96
AboutTime_120,3.8,3.96
AboutTime_131,3.68,4.12
AboutTime_111,3.48,3.76
AboutTime_023,3.68,4.12
AboutTime_096,4.2,4.52
AboutTime_018,3.68,4.12
AboutTime_101,3.68,4.12
AboutTime_051,4.2,4.12
AboutTime_044,4.2,4.52
AboutTime_093,4.2,4.52
AboutTime_106,3.68,4.12
AboutTime_083,4.2,4.52
AboutTime_013,3.8,3.96
AboutTime_116,3.68,4.12
AboutTime_006,4.2,4.52
AboutTime_087,3.68,4.12
AboutTime_129,4.2,4.52
AboutTime_102,3.68,4.12
AboutTime_078,4.2,4.52
AboutTime_031,3.28,4.16
AboutTime_092,3.68,4.12
TheJudge_002,3.8,3.88
TheJudge_005,4.2,4.12
TheJudge_059,3.68,4.12
TheJudge_076,3.68,4.12
TheJudge_106,3.68,4.12
TheJudge_047,3.68,4.12
TheJudge_108,4.2,4.52
TheJudge_114,3.68,4.12
TheJudge_068,3.8,3.88
TheJudge_089,3.68,4.12
TheJudge_151,3.8,3.96
TheJudge_021,3.52,4.4
TheJudge_006,3.68,4.12
TheJudge_103,3.52,4.4
TheJudge_125,3.68,4.12
TheJudge_141,4.2,4.52
TheJudge_009,3.68,4.12
TheJudge_147,3.8,3.96
TheJudge_104,3.48,3.76
TheJudge_062,3.68,4.12
TheJudge_016,3.8,3.96
TheJudge_148,3.28,4.16
TheJudge_074,3.28,4.16
TheJudge_045,3.68,4.12
TheJudge_031,3.68,4.12
TheJudge_015,3.8,3.96
TheJudge_000,3.8,3.88
TheJudge_085,3.52,4.4
TheJudge_037,3.48,3.76
TheJudge_041,3.52,4.4
TheJudge_134,3.64,3.68
TheJudge_110,3.68,4.12
TheJudge_136,3.8,3.96
TheJudge_097,3.8,3.96
TheJudge_137,3.68,4.12
TheJudge_083,3.8,3.96
TheJudge_066,4.2,4.52
TheJudge_115,3.68,4.12
TheJudge_077,3.68,4.12
TheJudge_113,3.8,3.96
TheJudge_007,3.68,4.12
TheJudge_038,3.8,3.96
TheJudge_075,4.2,4.52
TheJudge_028,3.68,4.12
TheJudge_040,3.52,4.4
TheJudge_128,3.8,3.88
TheJudge_071,4.2,4.52
TheJudge_046,4.2,4.52
TheJudge_088,3.68,4.12
TheJudge_122,3.28,4.16
TheJudge_011,3.68,4.12
TheJudge_051,3.48,3.76
TheJudge_120,3.68,4.12
TheJudge_109,3.68,4.12
TheJudge_084,3.68,4.12
TheJudge_099,3.68,4.12
TheJudge_060,4.2,4.52
TheJudge_094,3.68,4.12
TheJudge_039,3.68,4.12
TheJudge_067,3.8,3.88
TheJudge_080,3.8,3.96
TheJudge_086,4.2,4.52
TheJudge_069,3.68,4.12
TheJudge_143,4.2,4.12
TheJudge_034,3.68,4.12
TheJudge_129,3.48,3.76
TheJudge_082,3.68,4.12
TheJudge_124,3.68,4.12
TheJudge_049,3.68,4.12
TheJudge_126,3.8,3.96
TheJudge_057,3.68,4.12
TheJudge_152,3.68,4.12
TheJudge_053,3.48,3.76
TheJudge_073,3.8,3.96
TheJudge_030,3.68,4.12
TheJudge_111,3.48,3.76
TheJudge_023,3.8,3.88
TheJudge_061,3.48,3.76
TheJudge_138,3.8,3.96
TheJudge_119,3.48,3.76
TheJudge_001,4.2,4.12
TheJudge_070,3.68,4.12
TheJudge_032,3.8,3.96
TheJudge_055,3.68,4.12
TheJudge_048,3.68,4.12
TheJudge_139,3.68,4.12
TheJudge_017,3.68,4.12
TheJudge_087,3.68,4.12
TheJudge_130,3.8,3.96
TheJudge_098,3.68,4.12
TheJudge_035,3.68,4.08
TheJudge_150,3.68,4.12
TheJudge_033,3.68,4.12
TheJudge_004,3.8,3.96
TheJudge_142,4.2,4.52
TheJudge_050,4.2,4.52
TheJudge_132,3.52,4.4
TheJudge_092,3.8,3.96
TheJudge_102,4.2,4.52
TheJudge_118,4.2,4.52
TheJudge_063,3.68,4.12
TheJudge_020,3.68,4.12
TheJudge_146,4.2,4.52
TheJudge_008,3.68,4.12
TheJudge_072,3.52,4.4
TheJudge_010,4.2,4.12
TheJudge_081,4.2,4.52
TheJudge_100,3.8,3.96
TheJudge_036,3.68,4.12
TheJudge_024,3.68,4.12
TheJudge_012,3.8,3.96
TheJudge_026,4.2,4.52
TheJudge_116,3.8,3.96
TheJudge_121,3.52,4.4
TheJudge_054,3.4,3.96
TheJudge_003,3.8,3.88
TheJudge_056,3.68,4.12
TheJudge_135,3.68,4.12
TheJudge_093,3.8,3.88
TheJudge_101,4.2,4.52
TheJudge_043,3.48,3.76
TheJudge_123,3.48,3.76
TheJudge_096,4.2,4.52
TheJudge_042,4.2,4.52
TheJudge_131,3.68,4.12
TheJudge_149,3.68,4.12
TheJudge_107,3.68,4.12
TheJudge_065,3.8,3.96
TheJudge_027,3.68,4.12
TheJudge_091,4.2,4.52
TheJudge_145,3.68,4.12
TheJudge_078,4.2,4.52
TheJudge_019,3.68,4.12
TheJudge_112,3.68,4.12
TheJudge_025,4.2,4.12
TheJudge_133,3.28,4.16
TheJudge_058,3.68,4.12
TheJudge_064,3.48,3.76
TheJudge_022,3.28,4.16
TheJudge_079,4.2,4.52
TheJudge_144,4.2,4.52
TheJudge_127,3.68,4.12
TheJudge_140,3.8,3.96
TheJudge_014,3.68,4.12
TheJudge_117,3.68,4.12
TheJudge_029,3.8,3.96
TheJudge_018,3.48,3.76
TheJudge_013,3.8,3.88
TheJudge_105,3.68,4.12
TheJudge_095,3.8,3.96
TheJudge_153,4.2,4.12
TheJudge_044,3.48,3.76
TheJudge_052,3.68,4.12
TheJudge_090,4.2,4.52
Wonder_096,3.68,4.12
Wonder_017,4.2,4.12
Wonder_143,4.2,4.52
Wonder_049,3.68,4.12
Wonder_026,3.68,4.12
Wonder_014,3.8,3.96
Wonder_137,3.68,4.12
Wonder_114,3.68,4.12
Wonder_129,3.8,3.96
Wonder_115,4.2,4.52
Wonder_007,4.2,4.52
