clip_id,Nishant,ajaycc17,aritra,debjit2001,pranjal123,sayantankuila,avg_inferred_valence
TheBlindSide_031,4.0,4.0,3.0,4.0,3.0,3.0,3.5
TheBlindSide_032,4.0,4.0,2.0,2.0,4.0,3.0,3.1666666666666665
TheBlindSide_033,3.0,3.0,3.0,3.0,2.0,4.0,3.0
TheBlindSide_034,3.0,5.0,4.0,3.0,,4.0,3.8
TheBlindSide_035,3.0,4.0,3.0,3.0,3.0,4.0,3.3333333333333335
TheBlindSide_036,3.0,3.0,3.0,3.0,,4.0,3.2
TheBlindSide_037,4.0,4.0,4.0,3.0,4.0,4.0,3.8333333333333335
TheBlindSide_038,3.0,3.0,3.0,3.0,4.0,3.0,3.1666666666666665
TheBlindSide_039,3.0,,3.0,4.0,,3.0,3.25
TheBlindSide_040,4.0,5.0,3.0,3.0,4.0,3.0,3.6666666666666665
TheBlindSide_041,3.0,2.0,4.0,4.0,,5.0,3.6
TheBlindSide_042,3.0,,3.0,3.0,,4.0,3.25
TheBlindSide_043,3.0,4.0,3.0,3.0,,4.0,3.4
TheBlindSide_044,4.0,3.0,3.0,3.0,,3.0,3.2
TheBlindSide_045,4.0,2.0,4.0,3.0,,4.0,3.4
TheBlindSide_046,3.0,5.0,4.0,2.0,,4.0,3.6
TheBlindSide_049,3.0,4.0,4.0,3.0,,4.0,3.6
TheBlindSide_050,4.0,4.0,3.0,3.0,4.0,3.0,3.5
TheBlindSide_052,3.0,4.0,2.0,3.0,4.0,3.0,3.1666666666666665
TheBlindSide_053,4.0,3.0,4.0,2.0,5.0,4.0,3.6666666666666665
TheBlindSide_054,3.0,5.0,4.0,4.0,3.0,4.0,3.8333333333333335
TheBlindSide_055,4.0,3.0,3.0,2.0,3.0,3.0,3.0
TheBlindSide_056,3.0,3.0,3.0,3.0,,4.0,3.2
TheBlindSide_057,3.0,5.0,4.0,3.0,3.0,3.0,3.5
TheBlindSide_058,4.0,,4.0,3.0,,3.0,3.5
TheBlindSide_059,4.0,2.0,3.0,2.0,,4.0,3.0
TheBlindSide_060,3.0,3.0,3.0,3.0,,4.0,3.2
TheBlindSide_061,4.0,4.0,3.0,2.0,4.0,3.0,3.3333333333333335
TheBlindSide_062,4.0,4.0,4.0,3.0,3.0,3.0,3.5
TheBlindSide_063,4.0,4.0,5.0,2.0,,3.0,3.6
TheBlindSide_064,3.0,3.0,3.0,3.0,,3.0,3.0
TheBlindSide_065,3.0,3.0,3.0,3.0,5.0,5.0,3.6666666666666665
TheBlindSide_066,4.0,5.0,3.0,4.0,,4.0,4.0
TheBlindSide_067,3.0,3.0,3.0,3.0,,4.0,3.2
TheBlindSide_068,3.0,4.0,4.0,3.0,3.0,4.0,3.5
TheBlindSide_069,3.0,4.0,4.0,3.0,3.0,3.0,3.3333333333333335
TheBlindSide_071,3.0,4.0,4.0,4.0,,3.0,3.6
TheBlindSide_072,3.0,3.0,4.0,2.0,4.0,4.0,3.3333333333333335
TheBlindSide_073,3.0,3.0,3.0,4.0,,4.0,3.4
TheBlindSide_075,4.0,4.0,4.0,4.0,3.0,3.0,3.6666666666666665
TheBlindSide_076,3.0,3.0,3.0,3.0,,3.0,3.0
TheBlindSide_077,3.0,3.0,3.0,3.0,,4.0,3.2
TheBlindSide_078,4.0,4.0,4.0,4.0,3.0,3.0,3.6666666666666665
TheBlindSide_079,3.0,4.0,3.0,3.0,4.0,4.0,3.5
TheBlindSide_080,2.0,3.0,5.0,3.0,4.0,3.0,3.3333333333333335
TheBlindSide_081,4.0,4.0,4.0,3.0,,4.0,3.8
TheBlindSide_082,4.0,4.0,4.0,4.0,,4.0,4.0
TheBlindSide_083,3.0,4.0,3.0,2.0,,4.0,3.2
TheBlindSide_084,4.0,5.0,4.0,2.0,3.0,3.0,3.5
TheBlindSide_085,4.0,3.0,4.0,4.0,,4.0,3.8
TheBlindSide_086,3.0,,3.0,3.0,,4.0,3.25
TheBlindSide_087,3.0,4.0,3.0,3.0,,4.0,3.4
TheBlindSide_088,4.0,5.0,4.0,3.0,4.0,4.0,4.0
TheBlindSide_089,2.0,4.0,3.0,3.0,4.0,3.0,3.1666666666666665
TheBlindSide_091,4.0,4.0,2.0,3.0,4.0,4.0,3.5
TheBlindSide_092,3.0,5.0,3.0,3.0,4.0,4.0,3.6666666666666665
TheBlindSide_093,4.0,4.0,4.0,5.0,,4.0,4.2
TheFaultInOurStars_000,4.0,3.0,3.0,4.0,,2.0,3.2
TheFaultInOurStars_001,3.0,3.0,2.0,3.0,3.0,3.0,2.8333333333333335
TheFaultInOurStars_002,4.0,4.0,3.0,3.0,,4.0,3.6
TheFaultInOurStars_003,3.0,4.0,2.0,4.0,3.0,3.0,3.1666666666666665
TheFaultInOurStars_004,5.0,4.0,3.0,3.0,3.0,3.0,3.5
TheFaultInOurStars_005,4.0,4.0,3.0,2.0,,3.0,3.2
TheFaultInOurStars_006,4.0,5.0,3.0,,,3.0,3.75
TheFaultInOurStars_007,4.0,3.0,3.0,3.0,3.0,4.0,3.3333333333333335
TheFaultInOurStars_008,4.0,4.0,3.0,3.0,3.0,3.0,3.3333333333333335
TheFaultInOurStars_009,3.0,3.0,3.0,3.0,,3.0,3.0
TheFaultInOurStars_010,4.0,4.0,5.0,3.0,3.0,3.0,3.6666666666666665
TheFaultInOurStars_011,3.0,4.0,4.0,3.0,3.0,2.0,3.1666666666666665
TheFaultInOurStars_012,4.0,4.0,4.0,3.0,4.0,5.0,4.0
TheFaultInOurStars_013,3.0,5.0,4.0,3.0,,4.0,3.8
TheFaultInOurStars_014,3.0,5.0,4.0,3.0,2.0,3.0,3.3333333333333335
TheFaultInOurStars_015,4.0,4.0,3.0,3.0,,4.0,3.6
TheFaultInOurStars_016,4.0,4.0,3.0,4.0,,3.0,3.6
TheFaultInOurStars_017,2.0,4.0,4.0,4.0,4.0,3.0,3.5
TheFaultInOurStars_018,3.0,,3.0,4.0,,3.0,3.25
TheFaultInOurStars_019,4.0,3.0,3.0,3.0,3.0,2.0,3.0
TheFaultInOurStars_020,4.0,4.0,2.0,4.0,4.0,4.0,3.6666666666666665
TheFaultInOurStars_021,3.0,4.0,3.0,2.0,4.0,4.0,3.3333333333333335
TheFaultInOurStars_022,4.0,2.0,3.0,2.0,,3.0,2.8
TheFaultInOurStars_023,3.0,3.0,3.0,2.0,,4.0,3.0
TheFaultInOurStars_024,4.0,4.0,3.0,3.0,3.0,4.0,3.5
TheFaultInOurStars_025,4.0,3.0,3.0,2.0,,3.0,3.0
TheFaultInOurStars_026,4.0,4.0,3.0,2.0,3.0,3.0,3.1666666666666665
TheFaultInOurStars_027,4.0,4.0,3.0,3.0,,5.0,3.8
TheFaultInOurStars_028,3.0,4.0,4.0,3.0,,3.0,3.4
TheFaultInOurStars_029,4.0,4.0,3.0,4.0,4.0,3.0,3.6666666666666665
TheFaultInOurStars_030,3.0,5.0,4.0,3.0,3.0,2.0,3.3333333333333335
TheFaultInOurStars_031,3.0,3.0,4.0,3.0,3.0,3.0,3.1666666666666665
TheFaultInOurStars_032,3.0,3.0,4.0,5.0,4.0,4.0,3.8333333333333335
TheFaultInOurStars_033,3.0,3.0,3.0,3.0,,4.0,3.2
TheFaultInOurStars_034,3.0,3.0,3.0,4.0,,3.0,3.2
TheFaultInOurStars_035,3.0,3.0,3.0,5.0,,4.0,3.6
TheFaultInOurStars_036,4.0,4.0,5.0,5.0,3.0,3.0,4.0
TheFaultInOurStars_037,4.0,3.0,5.0,3.0,4.0,4.0,3.8333333333333335
TheFaultInOurStars_038,3.0,,4.0,3.0,,4.0,3.5
TheFaultInOurStars_039,4.0,3.0,2.0,3.0,,4.0,3.2
TheFaultInOurStars_040,4.0,3.0,2.0,2.0,,3.0,2.8
TheFaultInOurStars_041,4.0,3.0,5.0,2.0,3.0,3.0,3.3333333333333335
TheFaultInOurStars_042,3.0,4.0,3.0,3.0,,4.0,3.4
TheFaultInOurStars_043,3.0,4.0,4.0,3.0,,3.0,3.4
TheFaultInOurStars_044,3.0,3.0,3.0,4.0,,4.0,3.4
TheFaultInOurStars_045,4.0,4.0,3.0,3.0,3.0,3.0,3.3333333333333335
TheFaultInOurStars_046,3.0,3.0,3.0,4.0,3.0,4.0,3.3333333333333335
TheFaultInOurStars_048,3.0,4.0,3.0,4.0,4.0,4.0,3.6666666666666665
TheFaultInOurStars_049,4.0,5.0,3.0,3.0,3.0,4.0,3.6666666666666665
TheFaultInOurStars_050,4.0,4.0,5.0,3.0,,4.0,4.0
TheFaultInOurStars_051,4.0,3.0,4.0,3.0,3.0,4.0,3.5
TheFaultInOurStars_052,3.0,5.0,4.0,3.0,,3.0,3.6
TheFaultInOurStars_053,3.0,3.0,3.0,3.0,,4.0,3.2
TheFaultInOurStars_054,3.0,4.0,2.0,2.0,4.0,3.0,3.0
TheFaultInOurStars_055,3.0,3.0,4.0,3.0,,4.0,3.4
TheFaultInOurStars_056,3.0,3.0,3.0,5.0,3.0,2.0,3.1666666666666665
TheFaultInOurStars_057,3.0,5.0,3.0,4.0,,2.0,3.4
TheFaultInOurStars_058,4.0,2.0,4.0,2.0,,3.0,3.0
TheFaultInOurStars_059,3.0,4.0,3.0,4.0,,3.0,3.4
TheFaultInOurStars_060,3.0,5.0,2.0,3.0,5.0,5.0,3.8333333333333335
TheFaultInOurStars_061,3.0,4.0,3.0,3.0,,3.0,3.2
TheFaultInOurStars_062,2.0,4.0,2.0,3.0,4.0,4.0,3.1666666666666665
TheFaultInOurStars_063,4.0,3.0,3.0,2.0,,4.0,3.2
TheFaultInOurStars_064,4.0,4.0,4.0,4.0,,4.0,4.0
TheFaultInOurStars_065,3.0,4.0,5.0,3.0,,4.0,3.8
TheFaultInOurStars_066,4.0,4.0,3.0,2.0,5.0,4.0,3.6666666666666665
TheFaultInOurStars_067,3.0,2.0,3.0,3.0,3.0,3.0,2.8333333333333335
TheFaultInOurStars_068,3.0,5.0,3.0,3.0,3.0,4.0,3.5
TheFaultInOurStars_069,3.0,4.0,3.0,3.0,,3.0,3.2
TheFaultInOurStars_070,4.0,5.0,4.0,4.0,2.0,4.0,3.8333333333333335
TheFaultInOurStars_071,3.0,,4.0,2.0,,4.0,3.25
TheFaultInOurStars_072,3.0,3.0,2.0,4.0,,3.0,3.0
TheFaultInOurStars_073,3.0,3.0,5.0,3.0,,3.0,3.4
TheFaultInOurStars_074,3.0,4.0,3.0,2.0,,4.0,3.2
TheFaultInOurStars_075,4.0,4.0,4.0,4.0,4.0,4.0,4.0
TheFaultInOurStars_076,3.0,4.0,3.0,2.0,3.0,5.0,3.3333333333333335
TheFaultInOurStars_077,4.0,4.0,3.0,3.0,3.0,4.0,3.5
TheSpectacularNow_023,4.0,4.0,2.0,3.0,,4.0,3.4
TheSpectacularNow_068,4.0,2.0,4.0,2.0,4.0,4.0,3.3333333333333335
TheTheoryOfEverything_001,4.0,5.0,3.0,3.0,4.0,2.0,3.5
TheTheoryOfEverything_003,5.0,3.0,4.0,4.0,3.0,2.0,3.5
TheTheoryOfEverything_005,3.0,4.0,4.0,4.0,4.0,4.0,3.8333333333333335
TheTheoryOfEverything_009,5.0,2.0,2.0,3.0,4.0,3.0,3.1666666666666665
TheTheoryOfEverything_012,3.0,3.0,3.0,3.0,,3.0,3.0
TheTheoryOfEverything_016,3.0,5.0,2.0,2.0,,4.0,3.2
TheTheoryOfEverything_018,4.0,5.0,3.0,3.0,,3.0,3.6
TheTheoryOfEverything_021,4.0,2.0,5.0,3.0,,3.0,3.4
TheTheoryOfEverything_022,3.0,4.0,4.0,2.0,,3.0,3.2
TheTheoryOfEverything_026,3.0,3.0,2.0,3.0,,3.0,2.8
TheTheoryOfEverything_030,3.0,5.0,4.0,3.0,,4.0,3.8
TheTheoryOfEverything_031,3.0,2.0,4.0,3.0,,4.0,3.2
TheTheoryOfEverything_034,3.0,5.0,3.0,3.0,4.0,3.0,3.5
TheTheoryOfEverything_037,4.0,2.0,3.0,2.0,,4.0,3.0
TheTheoryOfEverything_038,3.0,4.0,4.0,2.0,3.0,3.0,3.1666666666666665
TheTheoryOfEverything_039,3.0,3.0,3.0,3.0,4.0,4.0,3.3333333333333335
TheTheoryOfEverything_040,4.0,3.0,3.0,3.0,3.0,4.0,3.3333333333333335
TheTheoryOfEverything_041,5.0,3.0,2.0,3.0,4.0,3.0,3.3333333333333335
TheTheoryOfEverything_042,4.0,5.0,3.0,3.0,,3.0,3.6
TheTheoryOfEverything_043,4.0,2.0,4.0,2.0,3.0,3.0,3.0
TheTheoryOfEverything_048,4.0,4.0,2.0,2.0,,4.0,3.2
TheTheoryOfEverything_051,3.0,,4.0,3.0,,3.0,3.25
TheTheoryOfEverything_054,3.0,3.0,3.0,3.0,2.0,4.0,3.0
TheTheoryOfEverything_057,4.0,,3.0,3.0,,2.0,3.0
Wonder_120,5.0,5.0,4.0,3.0,,4.0,4.2
