clip_id,avg_inferred_arousal
TheBlindSide_032,3.6666666666666665
TheBlindSide_033,3.6666666666666665
TheBlindSide_034,3.4
TheBlindSide_035,3.6666666666666665
TheBlindSide_036,4.0
TheBlindSide_037,3.6666666666666665
TheBlindSide_038,3.5
TheBlindSide_039,3.5
TheBlindSide_040,3.8333333333333335
TheBlindSide_041,3.8
TheBlindSide_042,3.25
TheBlindSide_043,4.2
TheBlindSide_044,3.4
TheBlindSide_045,3.8
TheBlindSide_046,3.6
TheBlindSide_049,3.4
TheBlindSide_050,3.6666666666666665
TheBlindSide_052,3.8333333333333335
TheBlindSide_053,3.5
TheBlindSide_054,4.166666666666667
TheBlindSide_055,3.5
TheBlindSide_056,4.2
TheBlindSide_057,3.6666666666666665
TheBlindSide_058,2.75
TheBlindSide_059,3.6
TheBlindSide_060,3.4
TheBlindSide_061,3.6666666666666665
TheBlindSide_062,3.8333333333333335
TheBlindSide_063,3.6
TheBlindSide_064,3.4
TheBlindSide_065,3.8333333333333335
TheBlindSide_066,3.8
TheBlindSide_067,3.4
TheBlindSide_068,3.5
TheBlindSide_069,3.5
TheBlindSide_071,3.8
TheBlindSide_072,3.1666666666666665
TheBlindSide_073,3.6
TheBlindSide_075,4.0
TheBlindSide_076,3.4
TheBlindSide_077,3.8
TheBlindSide_078,4.166666666666667
TheBlindSide_079,3.3333333333333335
TheBlindSide_080,4.0
TheBlindSide_081,3.8
TheBlindSide_082,4.0
TheBlindSide_083,3.4
TheBlindSide_084,3.8333333333333335
TheBlindSide_085,3.8
TheBlindSide_086,3.75
TheBlindSide_087,4.0
TheBlindSide_088,3.8333333333333335
TheBlindSide_089,3.6666666666666665
TheBlindSide_091,3.8333333333333335
TheBlindSide_092,3.6666666666666665
TheBlindSide_093,4.0
TheFaultInOurStars_000,3.8
TheFaultInOurStars_001,3.1666666666666665
TheFaultInOurStars_002,4.0
TheFaultInOurStars_003,3.3333333333333335
TheFaultInOurStars_004,4.166666666666667
TheFaultInOurStars_005,4.0
TheFaultInOurStars_006,4.0
TheFaultInOurStars_007,3.6666666666666665
TheFaultInOurStars_008,3.5
TheFaultInOurStars_009,3.6
TheFaultInOurStars_010,4.0
TheFaultInOurStars_011,3.8333333333333335
TheFaultInOurStars_012,3.8333333333333335
TheFaultInOurStars_013,3.6
TheFaultInOurStars_014,3.6666666666666665
TheFaultInOurStars_015,4.0
TheFaultInOurStars_016,3.4
TheFaultInOurStars_017,3.3333333333333335
TheFaultInOurStars_018,3.5
TheFaultInOurStars_019,3.5
TheFaultInOurStars_020,3.6666666666666665
TheFaultInOurStars_021,3.6666666666666665
TheFaultInOurStars_022,3.4
TheFaultInOurStars_023,3.0
TheFaultInOurStars_024,3.6666666666666665
TheFaultInOurStars_025,3.4
TheFaultInOurStars_026,3.3333333333333335
TheFaultInOurStars_027,3.8
TheFaultInOurStars_028,3.6
TheFaultInOurStars_029,4.0
TheFaultInOurStars_030,3.5
TheFaultInOurStars_031,3.3333333333333335
TheFaultInOurStars_032,3.5
TheFaultInOurStars_033,3.6
TheFaultInOurStars_034,4.0
TheFaultInOurStars_035,3.4
TheFaultInOurStars_036,3.5
TheFaultInOurStars_037,4.166666666666667
TheFaultInOurStars_038,4.0
TheFaultInOurStars_039,3.6
TheFaultInOurStars_040,2.8
TheFaultInOurStars_041,3.8333333333333335
TheFaultInOurStars_042,3.6
TheFaultInOurStars_043,3.4
TheFaultInOurStars_044,4.2
TheFaultInOurStars_045,3.5
TheFaultInOurStars_046,3.6666666666666665
TheFaultInOurStars_048,4.333333333333333
TheFaultInOurStars_049,3.6666666666666665
TheFaultInOurStars_050,3.8
TheFaultInOurStars_051,3.6666666666666665
TheFaultInOurStars_052,4.0
TheFaultInOurStars_053,3.8
TheFaultInOurStars_054,3.5
TheFaultInOurStars_055,3.6
TheFaultInOurStars_056,3.3333333333333335
TheFaultInOurStars_057,3.6
TheFaultInOurStars_058,4.0
TheFaultInOurStars_059,3.6
TheFaultInOurStars_060,3.8333333333333335
TheFaultInOurStars_061,3.8
TheFaultInOurStars_062,4.0
TheFaultInOurStars_063,3.8
TheFaultInOurStars_064,4.0
TheFaultInOurStars_065,3.4
TheFaultInOurStars_066,3.3333333333333335
TheFaultInOurStars_067,3.6666666666666665
TheFaultInOurStars_068,3.8333333333333335
TheFaultInOurStars_069,4.0
TheFaultInOurStars_070,3.3333333333333335
TheFaultInOurStars_071,3.0
TheFaultInOurStars_072,3.8
TheFaultInOurStars_073,4.2
TheFaultInOurStars_074,3.6
TheFaultInOurStars_075,3.8333333333333335
TheFaultInOurStars_076,3.8333333333333335
TheFaultInOurStars_077,3.3333333333333335
TheSpectacularNow_023,4.0
TheSpectacularNow_068,3.5
TheTheoryOfEverything_001,3.6666666666666665
TheTheoryOfEverything_003,3.6666666666666665
TheTheoryOfEverything_005,4.0
TheTheoryOfEverything_009,3.8333333333333335
TheTheoryOfEverything_012,3.6
TheTheoryOfEverything_016,4.0
TheTheoryOfEverything_018,3.8
TheTheoryOfEverything_021,4.0
TheTheoryOfEverything_022,4.0
TheTheoryOfEverything_026,3.6
TheTheoryOfEverything_030,3.8
TheTheoryOfEverything_031,4.0
TheTheoryOfEverything_034,3.6666666666666665
TheTheoryOfEverything_037,4.0
TheTheoryOfEverything_038,3.5
TheTheoryOfEverything_039,3.6666666666666665
TheTheoryOfEverything_040,3.8333333333333335
TheTheoryOfEverything_041,3.8333333333333335
TheTheoryOfEverything_042,4.0
TheTheoryOfEverything_043,3.0
TheTheoryOfEverything_048,3.0
TheTheoryOfEverything_051,3.0
TheTheoryOfEverything_054,3.3333333333333335
TheTheoryOfEverything_057,3.5
Wonder_120,4.0
