clip1_title,clip2_title,user_id,clip1_E_val,clip1_E_aro,clip1_P_val,clip1_P_aro,clip1_I1_val,clip1_I1_aro,clip1_I2_val,clip1_I2_aro,clip2_E_val,clip2_E_aro,clip2_P_val,clip2_P_aro,clip2_I1_val,clip2_I1_aro,clip2_I2_val,clip2_I2_aro,clip1_E_quad,clip2_E_quad,switching,delta_I1_val,delta_I1_aro,delta_I2_val,delta_I2_aro,clip1_B_I1_tau025,clip1_B_I2_tau025,clip2_B_I1_tau025,clip2_B_I2_tau025,clip2_combined_tau025,clip1_B_I1_tau050,clip1_B_I2_tau050,clip2_B_I1_tau050,clip2_B_I2_tau050,clip2_combined_tau050,clip1_B_I1_tau075,clip1_B_I2_tau075,clip2_B_I1_tau075,clip2_B_I2_tau075,clip2_combined_tau075,clip1_B_I1_tau100,clip1_B_I2_tau100,clip2_B_I1_tau100,clip2_B_I2_tau100,clip2_combined_tau100
TheBlindSide_086.mp4,TheFaultInOurStars_054.mp4,Nishant,2.92,3.06,3.5,2.333,2.667,2.5,2.86,2.82,4.28,3.44,4.5,4.0,4.333,4.667,2.74,3.02,Q2,Q1,True,1.6660000000000004,2.167,-0.1199999999999996,0.2000000000000001,B5,B9,B5,B10,B5+B10,B5,B9,B5,B10,B5+B10,B3,B6,B1,B8,B1+B8,B1,B6,B1,B8,B1+B8
TheFaultInOurStars_054.mp4,Wonder_120.mp4,Nishant,4.28,3.44,4.5,4.0,4.333,4.667,2.74,3.02,4.279999999999999,2.86,4.167,3.333,4.167,3.167,2.6,3.26,Q1,Q4,True,-0.1660000000000003,-1.5,-0.1400000000000001,0.2399999999999997,B5,B10,B2,B10,B2+B10,B5,B10,B1,B8,B1+B8,B1,B8,B1,B8,B1+B8,B1,B8,B1,B8,B1+B8
Wonder_120.mp4,TheFaultInOurStars_000.mp4,Nishant,4.279999999999999,2.86,4.167,3.333,4.167,3.167,2.6,3.26,3.72,3.44,3.833,2.667,3.667,2.833,2.77,3.16,Q4,Q1,True,-0.5,-0.3339999999999996,0.1699999999999999,-0.0999999999999996,B2,B10,B2,B10,B2+B10,B1,B8,B2,B10,B2+B10,B1,B8,B2,B10,B2+B10,B1,B8,B1,B8,B1+B8
TheFaultInOurStars_000.mp4,AboutTime_035.mp4,Nishant,3.72,3.44,3.833,2.667,3.667,2.833,2.77,3.16,3.1,4.0600000000000005,3.167,3.0,2.5,2.167,2.72,2.97,Q1,Q1,False,-1.1669999999999998,-0.6660000000000004,-0.0499999999999998,-0.1899999999999999,B2,B10,B5,B10,B5+B10,B2,B10,B5,B7,B5+B7,B2,B10,B5,B7,B5+B7,B1,B8,B2,B7,B2+B7
AboutTime_035.mp4,TheBlindSide_033.mp4,Nishant,3.1,4.0600000000000005,3.167,3.0,2.5,2.167,2.72,2.97,4.16,3.14,4.0,2.833,3.5,2.5,2.68,3.08,Q1,Q1,False,1.0,0.3330000000000002,-0.04,0.1099999999999998,B5,B10,B5,B10,B5+B10,B5,B7,B1,B8,B1+B8,B5,B7,B1,B8,B1+B8,B2,B7,B1,B8,B1+B8
TheBlindSide_033.mp4,TheBlindSide_060.mp4,Nishant,4.16,3.14,4.0,2.833,3.5,2.5,2.68,3.08,4.2,4.2,4.833,4.167,4.5,3.5,2.78,2.92,Q1,Q1,False,1.0,1.0,0.0999999999999996,-0.1600000000000001,B5,B10,B5,B10,B5+B10,B1,B8,B5,B10,B5+B10,B1,B8,B1,B8,B1+B8,B1,B8,B1,B8,B1+B8
TheBlindSide_060.mp4,TheFaultInOurStars_017.mp4,Nishant,4.2,4.2,4.833,4.167,4.5,3.5,2.78,2.92,4.04,3.64,4.0,3.0,3.667,3.333,2.74,2.78,Q1,Q1,False,-0.8330000000000002,-0.1669999999999998,-0.0399999999999995,-0.1400000000000001,B5,B10,B5,B10,B5+B10,B5,B10,B2,B10,B2+B10,B1,B8,B1,B8,B1+B8,B1,B8,B1,B8,B1+B8
TheFaultInOurStars_017.mp4,TheBlindSide_016.mp4,Nishant,4.04,3.64,4.0,3.0,3.667,3.333,2.74,2.78,3.4,3.6,3.333,3.5,2.833,2.833,2.72,2.63,Q1,Q1,False,-0.8339999999999996,-0.5,-0.02,-0.1499999999999999,B5,B10,B3,B8,B3+B8,B2,B10,B3,B8,B3+B8,B1,B8,B1,B8,B1+B8,B1,B8,B1,B6,B1+B6
TheBlindSide_016.mp4,TheTheoryOfEverything_018.mp4,Nishant,3.4,3.6,3.333,3.5,2.833,2.833,2.72,2.63,2.78,3.3200000000000003,2.5,2.0,2.0,1.833,2.67,2.83,Q1,Q2,True,-0.8330000000000002,-1.0000000000000002,-0.0500000000000002,0.2000000000000001,B3,B8,B5,B10,B5+B10,B3,B8,B2,B9,B2+B9,B1,B8,B2,B9,B2+B9,B1,B6,B2,B7,B2+B7
TheTheoryOfEverything_018.mp4,AboutTime_134.mp4,Nishant,2.78,3.3200000000000003,2.5,2.0,2.0,1.833,2.67,2.83,4.42,3.26,4.5,3.333,4.167,3.0,2.71,3.22,Q2,Q1,True,2.167,1.167,0.04,0.3900000000000001,B5,B10,B3,B8,B3+B8,B2,B9,B1,B8,B1+B8,B2,B9,B1,B8,B1+B8,B2,B7,B1,B8,B1+B8
