clip_id,Nishant,ajaycc17,aritra,debjit2001,pranjal123,sayantankuila,avg_inferred_arousal
TheBlindSide_072,2.93,4.1,2.2,1.91,2.15,2.92,2.7
TheBlindSide_073,3.05,4.2,2.95,1.9,,4.1,3.24
TheBlindSide_075,2.91,4.2,2.93,1.91,2.15,4.1,3.03
TheBlindSide_076,2.91,4.2,2.4,2.13,,3.92,3.11
TheBlindSide_077,2.93,4.2,2.9,2.4,,2.35,2.96
TheBlindSide_078,2.85,4.2,2.95,2.15,2.15,4.1,3.07
TheBlindSide_079,2.4,4.1,2.3,1.85,2.19,4.1,2.82
TheBlindSide_080,2.85,4.1,2.9,2.13,2.19,4.1,3.04
TheBlindSide_081,3.05,4.2,2.19,1.91,,4.2,3.11
TheBlindSide_082,2.93,4.2,2.25,2.54,,4.2,3.22
TheBlindSide_083,2.85,4.2,3.1,2.15,,4.2,3.3
TheBlindSide_084,3.1,4.2,2.15,2.15,2.19,4.1,2.98
TheBlindSide_085,2.85,4.2,2.93,1.95,,4.2,3.23
TheBlindSide_086,2.91,,2.41,1.85,,4.1,2.82
TheBlindSide_087,2.9,4.2,2.2,2.35,,4.2,3.17
TheBlindSide_088,2.85,4.2,2.25,1.85,2.19,3.9,2.87
TheBlindSide_089,2.2,4.2,2.15,1.9,2.93,2.25,2.6
TheBlindSide_091,2.91,4.5,2.91,1.91,2.95,3.15,3.06
TheBlindSide_092,2.93,4.5,2.4,2.21,2.19,4.2,3.07
TheBlindSide_093,2.85,4.2,2.4,1.91,,4.2,3.11
TheFaultInOurStars_000,2.95,4.2,2.15,2.4,,4.1,3.16
TheFaultInOurStars_001,2.2,4.1,2.4,2.5,2.19,4.2,2.93
TheFaultInOurStars_002,2.21,4.5,2.15,2.09,,3.92,2.97
TheFaultInOurStars_003,2.2,4.2,1.91,2.35,2.19,4.2,2.84
TheFaultInOurStars_004,4.1,4.2,2.5,2.13,2.19,4.2,3.22
TheFaultInOurStars_005,2.25,3.15,2.4,1.91,,4.2,2.78
TheFaultInOurStars_006,2.95,4.2,2.4,,,2.2,2.94
TheFaultInOurStars_007,3.1,4.2,2.15,1.91,3.05,2.93,2.89
TheFaultInOurStars_008,2.95,3.1,2.91,2.4,3.05,2.35,2.79
TheFaultInOurStars_009,2.85,4.2,2.19,2.5,,4.2,3.19
TheFaultInOurStars_010,4.1,4.21,2.93,1.8,2.19,4.1,3.22
TheFaultInOurStars_011,3.1,4.2,2.95,2.15,2.95,4.2,3.26
TheFaultInOurStars_012,2.92,4.2,2.25,1.78,2.21,2.4,2.63
TheFaultInOurStars_013,3.05,4.5,2.25,2.5,,4.1,3.28
TheFaultInOurStars_014,2.4,4.5,2.4,2.15,2.5,4.5,3.08
TheFaultInOurStars_015,2.41,4.2,1.91,2.15,,4.1,2.95
TheFaultInOurStars_016,2.4,4.2,2.35,2.15,,2.2,2.66
TheFaultInOurStars_017,2.91,4.2,2.3,2.15,2.19,2.91,2.78
TheFaultInOurStars_018,2.4,,2.25,2.4,,3.9,2.74
TheFaultInOurStars_019,2.4,4.2,2.05,2.15,2.25,4.1,2.86
TheFaultInOurStars_020,2.25,4.1,2.85,2.18,2.15,4.2,2.96
TheFaultInOurStars_021,2.15,4.2,2.95,1.91,2.19,4.2,2.93
TheFaultInOurStars_022,2.41,4.21,2.3,2.3,,2.25,2.69
TheFaultInOurStars_023,2.9,4.2,2.5,1.87,,2.5,2.79
TheFaultInOurStars_024,2.85,4.2,2.85,2.15,2.4,4.2,3.11
TheFaultInOurStars_025,2.95,4.2,3.01,2.3,,3.01,3.09
TheFaultInOurStars_026,2.35,4.1,2.4,1.91,2.15,2.4,2.55
TheFaultInOurStars_027,2.35,4.1,1.91,2.15,,4.2,2.94
TheFaultInOurStars_028,2.95,4.1,2.2,1.91,,4.1,3.05
TheFaultInOurStars_029,2.95,4.1,2.35,1.8,2.95,4.1,3.04
TheFaultInOurStars_030,2.91,4.2,2.4,1.95,2.2,3.25,2.82
TheFaultInOurStars_031,2.91,4.1,2.2,2.0,1.95,4.1,2.88
TheFaultInOurStars_032,2.41,4.2,2.2,2.35,2.2,3.9,2.88
TheFaultInOurStars_033,2.2,4.2,2.25,2.35,,4.1,3.02
TheFaultInOurStars_034,2.85,4.2,2.2,2.19,,2.91,2.87
TheFaultInOurStars_035,2.2,4.1,2.4,1.91,,3.15,2.75
TheFaultInOurStars_036,2.25,4.2,1.87,1.91,2.4,4.1,2.79
TheFaultInOurStars_037,3.1,4.5,2.93,1.91,2.15,3.2,2.96
TheFaultInOurStars_038,2.93,,2.19,2.4,,4.2,2.93
TheFaultInOurStars_039,2.9,4.2,2.93,2.5,,4.2,3.35
TheFaultInOurStars_040,2.93,4.2,2.3,2.05,,4.2,3.14
TheFaultInOurStars_041,2.9,4.2,3.1,2.2,2.19,4.2,3.13
TheFaultInOurStars_042,2.9,4.2,2.4,1.91,,4.1,3.1
TheFaultInOurStars_043,3.15,4.2,1.91,1.91,,4.2,3.07
TheFaultInOurStars_044,2.95,4.2,2.95,2.2,,4.2,3.3
TheFaultInOurStars_045,2.91,4.2,1.87,2.15,2.19,2.5,2.64
TheFaultInOurStars_046,2.9,4.2,2.2,2.09,2.15,4.2,2.96
TheFaultInOurStars_048,2.91,4.1,2.3,2.41,2.15,3.15,2.84
TheFaultInOurStars_049,2.85,4.5,4.1,1.8,2.19,2.5,2.99
TheFaultInOurStars_050,2.85,4.1,1.87,2.4,,4.1,3.06
TheFaultInOurStars_051,2.9,3.05,2.25,1.95,3.1,4.2,2.91
TheFaultInOurStars_052,2.5,4.2,2.95,1.95,,4.1,3.14
TheFaultInOurStars_053,3.1,4.2,2.15,1.85,,4.1,3.08
TheFaultInOurStars_054,2.95,4.21,2.1,2.5,2.19,4.2,3.02
TheFaultInOurStars_055,3.9,4.1,2.17,1.91,,4.2,3.26
TheFaultInOurStars_056,3.1,4.2,2.9,1.85,2.15,2.2,2.73
TheFaultInOurStars_057,2.95,4.5,2.4,1.91,,4.1,3.17
TheFaultInOurStars_058,2.9,4.5,2.95,2.35,,4.2,3.38
TheFaultInOurStars_059,2.9,4.2,2.5,2.3,,4.2,3.22
TheFaultInOurStars_060,2.93,4.1,1.91,2.09,2.19,4.1,2.89
TheFaultInOurStars_061,2.85,4.2,2.9,2.15,,4.2,3.26
TheFaultInOurStars_062,2.4,4.21,2.25,2.15,2.95,4.1,3.01
TheFaultInOurStars_063,2.95,4.2,2.4,2.15,,2.85,2.91
TheFaultInOurStars_064,2.95,3.1,2.4,1.91,,4.1,2.89
TheFaultInOurStars_065,2.4,4.2,2.2,2.1,,2.25,2.63
TheFaultInOurStars_066,2.9,4.1,2.19,2.5,2.19,2.25,2.69
TheFaultInOurStars_067,2.93,4.2,2.15,1.95,2.4,4.2,2.97
TheFaultInOurStars_068,3.9,4.2,2.4,2.15,2.95,2.5,3.02
TheFaultInOurStars_069,2.4,2.93,2.4,2.35,,4.1,2.84
TheFaultInOurStars_070,4.1,4.1,2.15,2.1,2.21,4.2,3.14
TheFaultInOurStars_071,2.85,,2.25,2.4,,4.1,2.9
TheFaultInOurStars_072,2.9,4.1,2.41,2.25,,4.1,3.15
TheFaultInOurStars_073,2.95,3.92,2.85,2.5,,4.2,3.28
TheFaultInOurStars_074,2.95,4.2,2.4,1.91,,4.2,3.13
TheFaultInOurStars_075,2.95,4.2,2.4,2.15,2.21,4.2,3.02
TheFaultInOurStars_076,2.4,2.95,1.91,2.15,2.19,4.2,2.63
TheFaultInOurStars_077,2.85,4.2,2.3,1.95,3.21,4.2,3.12
TheSpectacularNow_023,2.9,4.2,2.3,1.91,,4.1,3.08
TheSpectacularNow_068,2.91,4.5,2.2,1.9,2.91,4.1,3.09
TheTheoryOfEverything_001,2.95,3.21,2.25,1.8,2.95,4.1,2.88
TheTheoryOfEverything_003,2.85,4.1,2.25,2.05,2.9,3.1,2.88
TheTheoryOfEverything_005,2.9,4.2,2.19,2.35,2.15,4.1,2.98
TheTheoryOfEverything_009,2.4,4.2,2.93,1.91,2.95,4.1,3.08
TheTheoryOfEverything_012,2.9,3.15,2.4,2.25,,4.2,2.98
TheTheoryOfEverything_016,3.21,4.2,2.91,3.1,,4.1,3.5
TheTheoryOfEverything_018,2.9,4.1,2.19,1.87,,3.1,2.83
TheTheoryOfEverything_021,3.1,4.2,1.91,1.95,,2.25,2.68
TheTheoryOfEverything_022,2.25,4.2,2.4,2.09,,4.2,3.03
TheTheoryOfEverything_026,2.4,4.2,2.3,1.91,,4.1,2.98
TheTheoryOfEverything_030,2.91,4.21,2.95,1.95,,4.1,3.22
TheTheoryOfEverything_031,2.5,4.2,2.35,2.05,,3.1,2.84
TheTheoryOfEverything_034,2.9,4.5,4.1,2.5,3.1,4.2,3.55
TheTheoryOfEverything_037,3.1,4.2,2.15,2.15,,3.9,3.1
TheTheoryOfEverything_038,2.93,3.21,2.4,2.5,2.19,3.92,2.86
TheTheoryOfEverything_039,2.93,2.85,2.25,1.95,2.41,4.2,2.76
TheTheoryOfEverything_040,2.91,4.2,2.2,1.95,2.2,4.2,2.94
TheTheoryOfEverything_041,2.4,4.1,2.2,1.91,2.25,4.1,2.83
TheTheoryOfEverything_042,2.9,4.2,2.4,2.15,,4.2,3.17
TheTheoryOfEverything_043,2.95,4.1,2.4,2.3,2.19,4.2,3.02
TheTheoryOfEverything_048,2.41,4.2,1.91,1.9,,4.1,2.9
TheTheoryOfEverything_051,2.93,,2.25,1.9,,4.2,2.82
TheTheoryOfEverything_054,2.93,4.2,2.4,1.8,2.19,3.92,2.91
TheTheoryOfEverything_057,3.1,,2.2,1.91,,4.2,2.85
Wonder_120,2.91,4.5,2.4,2.3,,4.2,3.26
