clip_title,Resonance_Rate,Average_Drift,Absolute_Drift_Magnitude
TheFaultInOurStars_076.mp4,0.333,-1.833,1.833
TheFaultInOurStars_001.mp4,0.5,-1.833,1.833
TheBlindSide_042.mp4,0.333,-1.833,1.833
TheBlindSide_015.mp4,0.833,-1.833,1.833
TheBlindSide_016.mp4,0.167,-1.833,1.833
TheBlindSide_007.mp4,0.333,-1.833,1.833
TheBlindSide_029.mp4,0.667,-1.833,1.833
TheBlindSide_085.mp4,0.667,-1.833,1.833
TheBlindSide_086.mp4,0.5,-1.833,1.833
TheTheoryOfEverything_043.mp4,0.5,-1.833,1.833
AboutTime_038.mp4,0.0,-1.667,1.667
TheFaultInOurStars_059.mp4,0.667,-1.667,1.667
AboutTime_130.mp4,0.167,-1.667,1.667
TheFaultInOurStars_066.mp4,0.5,-1.667,1.667
TheFaultInOurStars_075.mp4,0.667,-1.667,1.667
TheBlindSide_063.mp4,0.333,-1.667,1.667
TheBlindSide_077.mp4,0.667,-1.667,1.667
TheFaultInOurStars_037.mp4,0.5,-1.667,1.667
TheFaultInOurStars_007.mp4,0.5,-1.667,1.667
TheFaultInOurStars_022.mp4,0.833,-1.667,1.667
TheTheoryOfEverything_038.mp4,0.5,-1.667,1.667
TheFaultInOurStars_003.mp4,0.5,-1.667,1.667
AboutTime_016.mp4,0.5,-1.667,1.667
TheBlindSide_035.mp4,0.667,-1.667,1.667
TheBlindSide_036.mp4,0.5,-1.667,1.667
TheBlindSide_001.mp4,0.333,-1.667,1.667
TheBlindSide_022.mp4,0.333,-1.667,1.667
TheBlindSide_083.mp4,0.5,-1.667,1.667
TheBlindSide_081.mp4,0.5,-1.667,1.667
TheBlindSide_033.mp4,0.333,-1.667,1.667
TheBlindSide_034.mp4,0.5,-1.667,1.667
TheBlindSide_025.mp4,0.667,-1.5,1.5
TheBlindSide_078.mp4,0.667,-1.5,1.5
AboutTime_133.mp4,0.333,-1.5,1.5
AboutTime_018.mp4,0.333,-1.5,1.5
TheTheoryOfEverything_001.mp4,0.667,-1.5,1.5
TheTheoryOfEverything_021.mp4,0.5,-1.5,1.5
TheBlindSide_010.mp4,0.5,-1.5,1.5
LadyBird_077.mp4,0.167,-1.5,1.5
LadyBird_056.mp4,0.5,-1.5,1.5
AboutTime_031.mp4,0.667,-1.5,1.5
TheBlindSide_043.mp4,0.5,-1.5,1.5
TheBlindSide_054.mp4,0.5,-1.5,1.5
TheBlindSide_032.mp4,0.333,-1.5,1.5
AboutTime_008.mp4,0.833,-1.5,1.5
AboutTime_010.mp4,0.5,-1.5,1.5
AboutTime_006.mp4,0.667,-1.5,1.5
TheBlindSide_053.mp4,0.333,-1.5,1.5
TheBlindSide_057.mp4,0.667,-1.5,1.5
TheBlindSide_087.mp4,0.333,-1.5,1.5
TheFaultInOurStars_042.mp4,0.667,-1.5,1.5
AboutTime_132.mp4,0.333,-1.5,1.5
TheFaultInOurStars_069.mp4,0.833,-1.5,1.5
Gifted_049.mp4,0.167,-1.5,1.5
LadyBird_013.mp4,0.333,-1.5,1.5
AboutTime_007.mp4,0.333,-1.333,1.333
LadyBird_093.mp4,0.333,-1.333,1.333
Wonder_120.mp4,0.5,-1.333,1.333
TheFaultInOurStars_073.mp4,0.5,-1.333,1.333
AboutTime_075.mp4,0.167,-1.333,1.333
AboutTime_019.mp4,0.667,-1.333,1.333
AboutTime_022.mp4,0.5,-1.333,1.333
AboutTime_024.mp4,0.0,-1.333,1.333
AboutTime_135.mp4,0.667,-1.333,1.333
AboutTime_136.mp4,0.5,-1.333,1.333
TheBlindSide_045.mp4,0.667,-1.333,1.333
TheBlindSide_020.mp4,0.667,-1.333,1.333
TheBlindSide_071.mp4,0.333,-1.333,1.333
TheFaultInOurStars_027.mp4,0.5,-1.333,1.333
TheBlindSide_039.mp4,0.333,-1.333,1.333
TheBlindSide_050.mp4,0.333,-1.333,1.333
TheFaultInOurStars_033.mp4,0.167,-1.333,1.333
TheTheoryOfEverything_054.mp4,0.833,-1.167,1.167
AboutTime_004.mp4,0.5,-1.167,1.167
AboutTime_003.mp4,0.5,-1.167,1.167
AboutTime_056.mp4,0.5,-1.167,1.167
LadyBird_017.mp4,0.5,-1.167,1.167
Gifted_045.mp4,0.333,-1.167,1.167
LadyBird_081.mp4,0.667,-1.167,1.167
LadyBird_088.mp4,0.5,-1.167,1.167
LadyBird_069.mp4,0.167,-1.167,1.167
AboutTime_086.mp4,0.833,-1.167,1.167
AboutTime_000.mp4,0.5,-1.167,1.167
TheTheoryOfEverything_009.mp4,0.667,-1.167,1.167
TheFaultInOurStars_010.mp4,0.667,-1.167,1.167
AboutTime_014.mp4,0.5,-1.167,1.167
AboutTime_012.mp4,0.333,-1.167,1.167
TheTheoryOfEverything_034.mp4,0.667,-1.167,1.167
LadyBird_080.mp4,0.167,-1.167,1.167
AboutTime_134.mp4,0.667,-1.167,1.167
AboutTime_131.mp4,0.5,-1.167,1.167
TheBlindSide_031.mp4,0.5,-1.167,1.167
TheBlindSide_005.mp4,0.167,-1.167,1.167
TheFaultInOurStars_032.mp4,0.833,-1.167,1.167
TheTheoryOfEverything_026.mp4,0.5,-1.167,1.167
TheBlindSide_060.mp4,0.5,-1.167,1.167
TheBlindSide_062.mp4,0.5,-1.167,1.167
TheFaultInOurStars_046.mp4,0.333,-1.167,1.167
TheFaultInOurStars_045.mp4,0.667,-1.167,1.167
TheFaultInOurStars_052.mp4,0.333,-1.167,1.167
TheFaultInOurStars_050.mp4,0.667,-1.167,1.167
TheFaultInOurStars_023.mp4,0.667,-1.167,1.167
TheFaultInOurStars_039.mp4,0.5,-1.167,1.167
TheFaultInOurStars_038.mp4,0.333,-1.167,1.167
TheTheoryOfEverything_037.mp4,0.667,-1.167,1.167
TheFaultInOurStars_016.mp4,0.167,-1.167,1.167
TheBlindSide_012.mp4,0.5,-1.0,1.0
LadyBird_066.mp4,0.667,-1.0,1.0
LadyBird_045.mp4,0.333,-1.0,1.0
LadyBird_024.mp4,0.333,-1.0,1.0
AboutTime_068.mp4,0.5,-1.0,1.0
LadyBird_011.mp4,1.0,-1.0,1.0
TheFaultInOurStars_071.mp4,0.5,-1.0,1.0
TheBlindSide_080.mp4,0.667,-1.0,1.0
TheBlindSide_058.mp4,0.667,-1.0,1.0
TheBlindSide_038.mp4,0.333,-1.0,1.0
TheBlindSide_019.mp4,0.333,-1.0,1.0
TheBlindSide_017.mp4,0.5,-1.0,1.0
TheBlindSide_004.mp4,0.667,-1.0,1.0
TheFaultInOurStars_034.mp4,0.667,-1.0,1.0
TheFaultInOurStars_002.mp4,0.5,-1.0,1.0
TheFaultInOurStars_029.mp4,0.5,-1.0,1.0
TheFaultInOurStars_025.mp4,0.333,-1.0,1.0
TheTheoryOfEverything_040.mp4,0.333,-1.0,1.0
TheFaultInOurStars_011.mp4,0.5,-1.0,1.0
TheFaultInOurStars_009.mp4,0.5,-1.0,1.0
TheFaultInOurStars_008.mp4,0.5,-1.0,1.0
AboutTime_001.mp4,0.667,-1.0,1.0
TheFaultInOurStars_013.mp4,0.333,-1.0,1.0
TheFaultInOurStars_020.mp4,0.333,-0.833,0.833
TheFaultInOurStars_017.mp4,0.667,-0.833,0.833
AboutTime_017.mp4,0.5,-0.833,0.833
TheBlindSide_059.mp4,0.5,-0.833,0.833
AboutTime_020.mp4,0.5,-0.833,0.833
LadyBird_030.mp4,0.667,-0.833,0.833
TheBlindSide_091.mp4,0.333,-0.833,0.833
TheFaultInOurStars_056.mp4,0.667,-0.833,0.833
TheFaultInOurStars_043.mp4,0.5,-0.833,0.833
TheFaultInOurStars_044.mp4,0.5,-0.833,0.833
TheBlindSide_069.mp4,0.5,-0.833,0.833
TheBlindSide_046.mp4,0.5,-0.833,0.833
TheBlindSide_061.mp4,0.5,-0.833,0.833
TheFaultInOurStars_058.mp4,0.333,-0.833,0.833
AboutTime_011.mp4,0.667,-0.667,0.667
TheBlindSide_055.mp4,0.167,-0.667,0.667
TheFaultInOurStars_035.mp4,0.5,-0.667,0.667
TheFaultInOurStars_015.mp4,0.667,-0.667,0.667
TheFaultInOurStars_012.mp4,0.5,-0.667,0.667
TheFaultInOurStars_031.mp4,0.833,-0.667,0.667
TheFaultInOurStars_024.mp4,0.5,-0.667,0.667
TheFaultInOurStars_041.mp4,0.667,-0.667,0.667
LadyBird_005.mp4,0.5,-0.667,0.667
TheTheoryOfEverything_022.mp4,0.833,-0.667,0.667
AboutTime_046.mp4,0.667,-0.667,0.667
AboutTime_073.mp4,0.5,-0.667,0.667
AboutTime_069.mp4,0.5,-0.667,0.667
TheFaultInOurStars_048.mp4,0.667,-0.667,0.667
AboutTime_002.mp4,0.667,-0.5,0.5
AboutTime_005.mp4,0.5,-0.5,0.5
TheFaultInOurStars_051.mp4,0.833,-0.5,0.5
TheFaultInOurStars_040.mp4,0.5,-0.5,0.5
TheBlindSide_093.mp4,0.667,-0.5,0.5
TheFaultInOurStars_036.mp4,0.833,-0.5,0.5
TheFaultInOurStars_018.mp4,0.167,-0.5,0.5
AboutTime_032.mp4,0.833,-0.5,0.5
AboutTime_095.mp4,1.0,-0.5,0.5
AboutTime_015.mp4,0.333,-0.5,0.5
TheFaultInOurStars_026.mp4,0.333,-0.5,0.5
TheFaultInOurStars_028.mp4,0.5,-0.5,0.5
AboutTime_071.mp4,0.833,-0.5,0.5
TheFaultInOurStars_057.mp4,0.667,-0.5,0.5
TheFaultInOurStars_067.mp4,0.667,-0.5,0.5
TheFaultInOurStars_005.mp4,0.5,-0.5,0.5
TheFaultInOurStars_006.mp4,0.833,-0.5,0.5
AboutTime_066.mp4,0.667,-0.333,0.333
TheBlindSide_068.mp4,0.5,-0.333,0.333
TheFaultInOurStars_049.mp4,0.5,-0.333,0.333
TheFaultInOurStars_019.mp4,0.5,-0.333,0.333
TheFaultInOurStars_021.mp4,0.833,-0.333,0.333
TheFaultInOurStars_053.mp4,0.333,-0.333,0.333
LadyBird_054.mp4,1.0,-0.333,0.333
TheBlindSide_056.mp4,0.833,0.333,0.333
AboutTime_052.mp4,1.0,-0.333,0.333
TheTheoryOfEverything_012.mp4,0.5,-0.333,0.333
TheFaultInOurStars_054.mp4,0.333,-0.167,0.167
TheFaultInOurStars_055.mp4,0.5,-0.167,0.167
TheFaultInOurStars_030.mp4,0.667,-0.167,0.167
TheBlindSide_064.mp4,0.833,0.167,0.167
AboutTime_091.mp4,0.667,-0.167,0.167
TheTheoryOfEverything_016.mp4,0.5,-0.167,0.167
TheFaultInOurStars_068.mp4,0.667,-0.167,0.167
TheBlindSide_079.mp4,0.667,0.0,0.0
TheFaultInOurStars_064.mp4,0.333,0.0,0.0
TheBlindSide_000.mp4,0.5,0.0,0.0
AboutTime_048.mp4,0.5,0.0,0.0
AboutTime_042.mp4,0.667,0.0,0.0
