clip_title,clip_order,Nishant_participant_valence,Nishant_clip_valence,Nishant_impact_valence,debjit2001_participant_valence,debjit2001_clip_valence,debjit2001_impact_valence,pranjal123_participant_valence,pranjal123_clip_valence,pranjal123_impact_valence,aritra_participant_valence,aritra_clip_valence,aritra_impact_valence,sayantankuila_participant_valence,sayantankuila_clip_valence,sayantankuila_impact_valence,ajaycc17_participant_valence,ajaycc17_clip_valence,ajaycc17_impact_valence
Gifted_049.mp4,55,5,4,3,4,5,5,5,5,4,3,5,5,4,5,5,4,5,5
LadyBird_001.mp4,56,4,4,3,4,3,3,5,4,2,4,1,1,4,5,5,4,3,3
LadyBird_003.mp4,57,4,3,4,5,2,3,5,3,2,3,2,2,4,1,2,4,2,2
LadyBird_005.mp4,58,4,4,3,5,3,4,5,3,1,3,2,1,4,1,1,4,2,1
LadyBird_011.mp4,59,5,4,4,5,5,5,5,5,5,3,3,2,5,5,5,4,4,4
LadyBird_013.mp4,60,5,4,3,5,4,3,5,4,3,3,4,4,4,4,5,4,4,4
LadyBird_017.mp4,61,4,4,4,4,4,3,5,5,5,3,2,1,5,4,3,4,3,3
LadyBird_019.mp4,62,5,3,3,4,4,4,5,3,2,4,1,1,5,2,3,4,2,1
LadyBird_024.mp4,63,5,4,3,4,5,4,5,4,3,3,4,3,4,5,5,4,4,4
LadyBird_030.mp4,64,5,3,4,5,5,4,5,4,4,4,5,5,5,4,4,4,5,5
LadyBird_031.mp4,65,4,3,4,4,3,3,5,3,2,4,2,1,5,3,3,4,2,2
LadyBird_045.mp4,66,5,3,2,4,4,3,5,5,4,4,1,1,4,4,4,4,4,4
LadyBird_048.mp4,67,4,4,3,4,3,3,5,3,2,3,1,1,4,2,3,4,2,1
LadyBird_054.mp4,68,4,4,4,5,5,4,5,5,5,4,3,2,5,4,4,4,4,4
LadyBird_055.mp4,69,4,3,4,4,4,4,5,5,4,5,3,3,5,3,3,4,4,3
LadyBird_056.mp4,70,5,3,3,5,5,4,5,4,3,4,2,2,4,5,5,4,5,4
LadyBird_057.mp4,71,5,2,3,4,3,2,5,4,3,4,2,2,5,3,3,4,2,3
LadyBird_066.mp4,72,4,3,3,4,3,2,5,4,3,3,5,5,4,4,5,4,2,1
LadyBird_068.mp4,73,5,3,2,4,3,3,5,3,2,3,2,1,5,1,2,4,1,1
LadyBird_069.mp4,74,5,4,4,5,3,2,5,3,2,3,1,1,5,1,2,4,2,2
LadyBird_077.mp4,75,5,4,3,5,5,4,5,5,4,4,3,2,5,4,4,4,4,4
LadyBird_080.mp4,76,4,3,3,4,4,3,5,4,2,4,1,1,5,2,3,4,2,2
LadyBird_081.mp4,77,4,3,4,4,3,3,5,4,3,4,2,2,5,3,4,4,3,3
LadyBird_088.mp4,78,5,4,4,5,3,4,5,5,5,3,3,3,4,3,3,4,1,1
LadyBird_092.mp4,79,5,4,3,5,3,4,5,4,2,4,2,1,4,3,3,4,2,2
LadyBird_093.mp4,80,4,3,3,4,4,4,5,4,3,3,3,3,5,4,5,4,4,4
LadyBird_099.mp4,81,5,3,3,4,3,3,5,4,3,4,2,1,4,3,3,4,2,2
LadyBird_104.mp4,82,4,3,3,5,3,2,5,4,3,3,2,1,4,1,2,4,2,2
LadyBird_109.mp4,83,5,3,3,4,3,3,5,5,3,4,2,1,5,3,3,4,3,3
LadyBird_110.mp4,84,5,3,4,4,4,4,5,4,3,4,2,1,4,3,4,4,3,3
TheBlindSide_000.mp4,85,4,3,3,4,4,4,5,4,3,3,2,2,5,3,3,4,4,3
TheBlindSide_001.mp4,86,5,4,3,5,3,3,5,5,4,4,2,1,5,3,3,4,3,3
TheBlindSide_002.mp4,87,5,3,4,4,4,4,5,5,3,5,3,3,4,4,4,4,3,3
TheBlindSide_003.mp4,88,5,3,3,5,4,4,5,4,3,3,3,3,5,3,4,4,3,2
TheBlindSide_004.mp4,89,5,4,3,5,5,4,5,4,3,4,3,3,4,4,5,4,5,5
TheBlindSide_005.mp4,90,4,3,3,4,4,4,5,5,3,3,3,3,5,5,5,4,4,4
TheBlindSide_006.mp4,91,5,3,3,4,4,3,5,3,2,3,2,2,4,3,3,4,2,2
TheBlindSide_007.mp4,92,4,3,3,4,3,3,5,3,2,3,2,2,4,3,4,4,2,2
TheBlindSide_008.mp4,93,5,3,3,5,5,5,5,4,2,4,3,3,4,2,2,4,2,2
TheBlindSide_009.mp4,94,5,2,2,5,5,4,5,3,3,4,2,2,5,3,3,4,2,2
TheBlindSide_010.mp4,95,4,4,4,4,5,5,5,5,3,4,3,3,4,4,4,4,3,2
TheBlindSide_011.mp4,96,5,3,2,5,2,1,5,5,3,4,1,1,5,3,3,4,3,3
TheBlindSide_012.mp4,97,4,4,4,4,4,5,5,4,2,4,3,2,5,3,4,4,4,4
TheBlindSide_013.mp4,98,5,3,3,5,5,4,5,4,3,4,4,4,4,2,2,4,5,5
TheBlindSide_014.mp4,99,5,3,2,4,3,3,5,3,2,5,2,2,4,4,4,4,3,2
TheBlindSide_015.mp4,100,5,2,2,4,3,3,5,4,3,4,2,1,4,4,4,4,3,3
TheBlindSide_016.mp4,101,5,3,3,4,3,3,5,5,2,5,2,3,4,4,4,4,3,2
TheBlindSide_017.mp4,102,5,3,3,5,4,4,5,5,3,5,4,5,5,4,4,4,2,1
TheBlindSide_018.mp4,103,5,3,3,4,4,4,5,4,3,4,2,2,5,3,3,4,3,3
TheBlindSide_019.mp4,104,4,5,4,5,3,3,5,5,4,4,3,2,4,4,4,4,5,5
TheBlindSide_020.mp4,105,4,3,3,5,5,5,5,5,3,3,5,4,4,4,4,4,4,4
TheBlindSide_021.mp4,106,5,4,3,5,5,5,5,4,3,3,3,3,5,4,4,4,3,4
TheBlindSide_022.mp4,107,5,3,3,4,5,4,5,4,2,4,3,3,5,5,4,4,4,4
TheBlindSide_024.mp4,108,4,3,3,5,4,3,5,4,2,4,1,1,4,3,3,4,3,2
TheBlindSide_025.mp4,109,4,4,4,4,4,4,5,4,3,4,3,3,4,3,4,4,4,4
TheBlindSide_027.mp4,110,5,3,3,4,2,2,5,4,2,5,3,3,4,4,3,4,2,2
TheBlindSide_028.mp4,111,5,3,2,5,3,3,5,4,3,4,2,2,5,2,2,4,2,1
TheBlindSide_029.mp4,112,5,4,4,4,3,3,5,2,2,4,2,2,5,2,3,4,2,1
TheBlindSide_031.mp4,113,4,4,3,4,5,4,5,4,3,3,4,3,4,4,4,4,3,3
TheBlindSide_032.mp4,114,4,3,2,4,5,5,5,5,3,4,3,2,4,3,3,4,4,4
TheBlindSide_033.mp4,115,5,3,3,4,5,4,5,5,3,3,4,4,5,3,3,4,4,4
TheBlindSide_034.mp4,116,4,3,3,4,5,5,5,4,4,4,4,3,5,3,3,4,4,4
TheBlindSide_035.mp4,117,5,3,3,5,5,5,5,4,2,3,5,5,4,3,3,4,2,2
TheBlindSide_036.mp4,118,5,3,3,4,4,4,5,5,4,4,2,2,5,3,3,4,3,3
TheBlindSide_037.mp4,119,4,3,3,4,4,4,5,4,3,4,3,3,5,3,3,4,3,4
TheBlindSide_038.mp4,120,5,3,4,4,5,4,5,5,4,4,4,4,5,5,5,4,5,5
TheBlindSide_039.mp4,121,4,3,4,5,5,4,5,4,3,3,3,2,4,3,3,4,2,2
TheBlindSide_040.mp4,122,4,4,3,5,4,4,5,5,4,4,3,3,5,4,3,4,2,3
TheBlindSide_041.mp4,123,4,3,2,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4
TheBlindSide_042.mp4,124,5,3,3,5,5,5,5,4,3,4,4,3,4,5,5,4,4,4
TheBlindSide_043.mp4,125,4,4,3,4,4,4,5,3,3,3,5,5,4,4,5,4,2,1
TheBlindSide_044.mp4,126,5,3,3,4,3,3,5,4,3,5,3,3,4,3,4,4,2,2
TheBlindSide_045.mp4,127,5,3,3,4,5,5,5,4,3,4,3,3,5,5,5,4,5,5
TheBlindSide_046.mp4,128,4,3,3,4,5,4,5,5,4,4,4,3,5,5,4,4,5,5
TheBlindSide_049.mp4,129,5,4,4,4,5,4,5,4,3,4,4,4,4,4,5,4,4,3
TheBlindSide_050.mp4,130,5,3,3,5,5,5,5,5,4,3,3,3,4,4,4,4,4,4
TheBlindSide_052.mp4,131,5,2,2,5,4,4,5,5,4,3,4,3,4,5,5,4,3,2
TheBlindSide_053.mp4,132,5,4,3,4,4,3,5,4,3,4,2,1,4,3,4,4,4,2
TheBlindSide_054.mp4,133,5,3,3,5,5,5,5,5,5,5,3,3,5,3,3,4,5,4
TheBlindSide_055.mp4,134,4,4,4,4,5,5,5,5,3,5,4,4,5,3,3,4,5,5
TheBlindSide_056.mp4,135,5,4,4,4,5,4,5,5,5,3,5,5,5,5,5,4,5,5
TheBlindSide_057.mp4,136,4,4,3,5,4,4,5,5,4,3,3,2,5,3,3,4,3,3
TheBlindSide_058.mp4,137,4,3,3,4,4,4,5,4,4,3,4,4,4,5,5,4,4,4
TheBlindSide_059.mp4,138,4,3,4,5,5,5,5,4,3,4,4,4,4,5,5,4,5,5
TheBlindSide_060.mp4,139,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,4,5,4
TheBlindSide_061.mp4,140,5,4,4,5,5,4,5,5,3,4,4,4,4,3,3,4,5,4
TheBlindSide_062.mp4,141,4,3,4,5,4,5,5,5,4,4,3,3,5,4,3,4,4,4
TheBlindSide_063.mp4,142,5,4,4,5,4,4,5,4,3,4,3,2,5,3,3,4,5,4
TheBlindSide_064.mp4,143,4,4,4,5,5,5,5,5,5,4,3,3,4,5,5,4,5,5
TheBlindSide_065.mp4,144,4,3,3,5,3,3,5,4,2,4,1,1,4,2,2,4,2,3
TheBlindSide_066.mp4,145,4,3,3,5,4,4,5,4,3,3,2,1,5,3,3,4,4,4
TheBlindSide_067.mp4,146,5,3,3,5,3,3,5,2,2,3,2,1,5,1,2,4,2,2
TheBlindSide_068.mp4,147,5,3,3,5,5,4,5,4,3,4,3,3,4,2,3,4,4,5
TheBlindSide_069.mp4,148,4,4,4,4,5,4,5,5,4,4,2,1,5,4,4,4,5,5
TheBlindSide_071.mp4,149,5,3,3,5,4,5,5,4,3,4,2,2,5,4,4,4,3,3
TheBlindSide_072.mp4,150,5,3,2,4,4,3,5,4,3,4,3,3,4,5,4,4,3,3
TheBlindSide_073.mp4,151,4,3,3,5,3,3,5,4,3,4,2,1,5,3,3,4,4,3
TheBlindSide_075.mp4,152,5,3,3,4,3,3,5,4,3,3,3,3,4,3,2,4,3,3
TheBlindSide_076.mp4,153,5,3,3,4,4,3,5,4,3,4,2,1,5,2,3,4,4,4
TheBlindSide_077.mp4,154,5,3,3,4,5,4,5,5,3,4,4,3,4,3,3,4,5,5
TheBlindSide_078.mp4,155,5,3,2,4,5,4,5,4,3,3,4,4,4,4,4,4,4,4
TheBlindSide_079.mp4,156,5,3,3,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5
TheBlindSide_080.mp4,157,5,3,3,4,4,5,5,5,4,4,4,3,4,4,5,4,5,4
TheBlindSide_081.mp4,158,4,3,3,4,3,3,5,3,3,4,2,2,4,2,3,4,2,2
TheBlindSide_082.mp4,159,5,3,3,5,3,3,5,4,3,3,2,1,5,3,4,4,2,1
TheBlindSide_083.mp4,160,4,3,4,4,3,2,5,4,3,4,2,2,5,4,4,4,2,1
TheBlindSide_084.mp4,161,5,3,3,5,4,3,5,4,3,4,5,3,4,4,3,4,4,4
TheBlindSide_085.mp4,162,5,4,3,4,2,3,5,4,4,3,2,2,5,5,4,4,4,5
TheBlindSide_086.mp4,163,5,4,3,5,4,4,5,5,3,3,3,2,5,3,3,4,2,1
TheBlindSide_087.mp4,164,4,3,4,5,5,5,5,4,3,4,4,4,5,2,3,4,4,4
TheBlindSide_088.mp4,165,4,4,3,5,5,4,5,5,3,4,4,5,5,3,3,4,5,5
TheBlindSide_089.mp4,166,5,3,2,4,4,4,5,5,3,5,4,4,4,4,4,4,5,5
TheBlindSide_091.mp4,167,4,3,3,4,5,5,5,5,4,3,3,3,4,3,3,4,5,5
TheBlindSide_092.mp4,168,5,3,4,5,5,5,5,4,3,4,5,5,5,4,3,4,4,5
TheBlindSide_093.mp4,169,5,3,3,4,5,5,5,5,5,4,4,4,4,5,5,4,5,5
TheFaultInOurStars_000.mp4,170,5,3,3,5,5,4,5,4,3,5,3,4,4,4,4,4,4,4
TheFaultInOurStars_001.mp4,171,5,3,3,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4
TheFaultInOurStars_002.mp4,172,5,4,4,4,5,4,5,5,5,4,5,5,5,4,4,4,4,5
TheFaultInOurStars_003.mp4,173,5,3,4,5,4,5,5,5,3,5,5,5,4,3,4,4,5,5
TheFaultInOurStars_004.mp4,174,4,3,4,5,4,3,5,5,4,4,3,2,5,5,4,4,3,3
TheFaultInOurStars_005.mp4,175,5,4,3,4,5,4,5,5,5,3,3,2,5,4,3,4,5,4
TheFaultInOurStars_006.mp4,176,4,4,3,5,4,4,5,4,4,4,2,1,4,4,4,4,4,4
TheFaultInOurStars_007.mp4,177,4,3,4,4,4,5,5,5,5,4,3,2,4,4,4,4,5,5
TheFaultInOurStars_008.mp4,178,5,3,4,5,4,5,5,4,4,4,2,2,4,3,4,4,1,1
TheFaultInOurStars_009.mp4,179,5,4,4,5,5,4,5,4,4,4,3,1,5,4,4,4,5,5
TheFaultInOurStars_010.mp4,180,4,4,4,5,5,4,5,5,5,4,3,2,4,4,4,4,4,5
TheFaultInOurStars_011.mp4,181,4,4,4,5,4,5,5,5,5,3,3,3,4,3,3,4,4,4
TheFaultInOurStars_012.mp4,182,5,4,4,5,5,5,5,5,5,3,4,4,4,4,3,4,5,5
TheFaultInOurStars_013.mp4,183,4,4,4,4,5,4,5,5,4,4,3,3,5,3,4,4,5,5
TheFaultInOurStars_014.mp4,184,5,3,3,5,4,4,5,4,4,4,2,2,5,3,4,4,4,3
TheFaultInOurStars_015.mp4,185,4,3,3,4,4,4,5,3,2,5,3,2,4,3,3,4,5,5
TheFaultInOurStars_016.mp4,186,5,4,4,5,4,3,5,3,1,3,1,1,4,5,4,4,4,3
TheFaultInOurStars_017.mp4,187,5,3,3,4,5,4,5,5,5,4,3,2,4,5,5,4,3,3
TheFaultInOurStars_018.mp4,188,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,5,5
TheFaultInOurStars_019.mp4,189,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5
TheFaultInOurStars_020.mp4,190,4,4,4,5,5,4,5,5,5,3,4,4,5,3,2,4,5,5
TheFaultInOurStars_021.mp4,191,5,3,2,4,5,4,5,5,5,4,4,3,5,4,4,4,5,5
TheFaultInOurStars_022.mp4,192,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4
TheFaultInOurStars_023.mp4,193,5,4,4,4,4,4,5,4,3,4,4,4,4,5,5,4,5,5
TheFaultInOurStars_024.mp4,194,4,3,4,4,4,4,5,5,5,3,3,3,4,4,5,4,5,5
TheFaultInOurStars_025.mp4,195,5,4,4,5,5,5,5,5,5,3,4,4,4,4,4,4,5,4
TheFaultInOurStars_026.mp4,196,5,4,4,5,4,4,5,5,5,4,3,3,4,4,4,4,4,4
TheFaultInOurStars_027.mp4,197,5,4,3,5,5,4,5,5,5,5,4,5,5,5,5,4,5,4
TheFaultInOurStars_028.mp4,198,5,3,2,4,5,4,5,5,5,3,4,3,5,5,5,4,5,5
TheFaultInOurStars_029.mp4,199,5,4,4,5,5,5,5,5,5,3,4,4,5,4,4,4,5,4
TheFaultInOurStars_030.mp4,200,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,4,4,4
TheFaultInOurStars_031.mp4,201,5,3,3,4,4,4,5,5,5,4,3,3,5,4,4,4,5,5
TheFaultInOurStars_032.mp4,202,4,3,4,5,3,3,5,4,3,4,2,2,5,2,2,4,3,3
TheFaultInOurStars_033.mp4,203,5,2,3,5,4,3,5,5,5,4,3,1,5,4,4,4,5,5
TheFaultInOurStars_034.mp4,204,5,4,3,4,4,4,5,4,5,3,4,4,4,5,5,4,5,5
TheFaultInOurStars_035.mp4,205,5,3,3,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5
TheFaultInOurStars_036.mp4,206,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4
TheFaultInOurStars_037.mp4,207,5,4,3,4,3,3,5,5,4,3,3,3,5,3,3,4,3,2
TheFaultInOurStars_038.mp4,208,4,4,4,5,4,5,5,4,3,4,4,4,5,4,4,4,5,5
TheFaultInOurStars_039.mp4,209,5,3,3,5,5,5,5,5,4,3,4,4,5,3,3,4,5,5
TheFaultInOurStars_040.mp4,210,5,4,4,4,5,5,5,5,5,3,5,5,4,5,5,4,5,5
TheFaultInOurStars_041.mp4,211,5,3,2,5,5,5,5,5,5,3,5,5,5,5,4,4,5,5
TheFaultInOurStars_042.mp4,212,4,4,4,4,4,4,5,5,4,4,2,1,5,4,4,4,4,3
TheFaultInOurStars_043.mp4,213,4,3,3,4,5,4,5,5,4,5,5,4,4,4,4,4,5,5
TheFaultInOurStars_044.mp4,214,5,3,4,5,5,5,5,5,4,3,3,3,4,4,4,4,5,5
TheFaultInOurStars_045.mp4,215,5,4,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,4
TheFaultInOurStars_046.mp4,216,5,3,4,4,5,4,5,5,5,3,3,3,5,4,4,4,5,5
TheFaultInOurStars_048.mp4,217,4,3,3,4,4,4,5,5,5,3,5,5,4,5,5,4,5,5
TheFaultInOurStars_049.mp4,218,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5
TheFaultInOurStars_050.mp4,219,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5
TheFaultInOurStars_051.mp4,220,5,3,4,4,5,4,5,4,5,3,4,3,4,4,4,4,5,4
TheFaultInOurStars_052.mp4,221,5,4,4,4,3,3,5,4,5,3,2,2,4,3,3,4,3,3
TheFaultInOurStars_053.mp4,222,5,4,5,4,5,4,5,5,5,4,5,5,5,4,4,4,5,5
TheFaultInOurStars_054.mp4,223,5,4,4,5,5,4,5,5,5,5,4,5,5,4,4,4,5,4
TheFaultInOurStars_055.mp4,224,5,4,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,4
TheFaultInOurStars_056.mp4,225,4,3,4,5,5,4,5,5,5,4,4,4,4,5,5,4,5,5
TheFaultInOurStars_057.mp4,226,4,4,3,5,4,4,5,5,5,4,4,4,4,4,4,4,4,5
TheFaultInOurStars_058.mp4,227,5,4,4,4,4,3,5,5,5,3,3,3,4,5,5,4,4,4
TheFaultInOurStars_059.mp4,228,5,4,3,5,4,4,5,4,4,4,2,2,4,3,3,4,5,5
TheFaultInOurStars_060.mp4,229,5,3,3,4,3,3,5,3,2,5,1,1,4,3,4,4,1,1
TheFaultInOurStars_061.mp4,230,4,4,3,5,2,2,5,3,4,4,2,1,5,1,1,4,1,1
TheFaultInOurStars_062.mp4,231,5,3,3,4,4,4,5,3,2,4,3,4,5,1,1,4,3,4
TheFaultInOurStars_063.mp4,232,5,3,3,4,3,3,5,4,3,4,4,3,4,5,5,4,3,3
TheFaultInOurStars_064.mp4,233,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4
TheFaultInOurStars_065.mp4,234,5,3,3,5,5,4,5,5,5,3,2,2,4,5,5,4,5,5
TheFaultInOurStars_066.mp4,235,5,3,3,5,4,4,5,5,5,4,4,3,4,4,4,4,3,3
TheFaultInOurStars_067.mp4,236,4,4,5,4,4,4,5,5,5,4,4,4,5,5,5,4,5,5
TheFaultInOurStars_068.mp4,237,4,4,4,5,5,4,5,5,5,4,2,2,4,5,4,4,5,5
TheFaultInOurStars_069.mp4,238,5,4,3,5,4,4,5,3,3,3,3,4,4,2,3,4,4,3
TheFaultInOurStars_070.mp4,239,4,3,3,5,3,3,5,4,2,5,2,2,5,2,2,4,2,1
TheFaultInOurStars_071.mp4,240,4,3,4,5,3,2,5,4,4,3,2,1,4,2,2,4,3,3
TheFaultInOurStars_072.mp4,241,5,4,4,5,5,4,5,5,5,4,3,2,4,2,1,4,4,5
TheFaultInOurStars_073.mp4,242,4,4,3,5,5,5,5,5,5,4,3,3,5,4,5,4,5,4
TheFaultInOurStars_074.mp4,243,4,3,4,4,4,3,5,4,3,4,2,2,5,4,4,4,2,2
TheFaultInOurStars_075.mp4,244,4,4,3,4,4,4,5,4,4,4,4,4,4,3,2,4,5,5
TheFaultInOurStars_076.mp4,245,4,4,4,5,3,2,5,4,3,5,5,5,4,5,5,4,4,5
TheFaultInOurStars_077.mp4,246,5,4,4,4,4,4,5,2,2,4,2,2,5,1,1,4,2,1
TheSpectacularNow_023.mp4,247,5,3,3,4,3,3,5,4,4,3,2,1,4,4,3,4,3,3
TheSpectacularNow_068.mp4,248,5,3,2,5,3,4,5,4,3,4,2,2,4,2,2,4,2,2
TheTheoryOfEverything_001.mp4,249,5,4,3,5,4,3,5,5,5,4,3,3,5,4,4,4,4,4
TheTheoryOfEverything_003.mp4,250,5,3,3,4,3,3,5,5,4,4,3,3,4,4,4,4,2,3
TheTheoryOfEverything_005.mp4,251,5,3,3,5,4,4,5,5,4,3,3,2,5,4,4,4,4,3
TheTheoryOfEverything_009.mp4,252,5,3,3,4,5,4,5,5,4,3,3,3,5,5,5,4,5,4
TheTheoryOfEverything_012.mp4,253,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,4,5,4
TheTheoryOfEverything_016.mp4,254,4,3,4,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5
TheTheoryOfEverything_018.mp4,255,5,3,2,4,3,3,5,3,2,4,2,1,5,2,2,4,2,2
TheTheoryOfEverything_021.mp4,256,4,4,3,4,2,2,5,3,2,5,2,2,4,3,4,4,2,2
TheTheoryOfEverything_022.mp4,257,4,4,3,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5
